TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.147573	0.000295	0.000215	0.003190	0.000415	0.001270	0.004867	0.001862	0.014640	0.002856	0.000372	0.000804	0.000185	0.000396	0.000134	0.003131	0.004741	0.000050	0.000064	0.000441	0.000709	0.000497	0.000069	0.000886	0.000428	0.000125	0.000372	0.009602	0.005266	0.000023	0.000146	0.000123	0.000395	0.001525	0.000021	0.000101	0.000440	0.000477	0.000198	0.000622	0.001147	0.000170	0.000971	0.009364	0.000042	0.000098	0.000166	0.000094	0.000442	0.000156	0.000570	0.001549	0.088534	0.687168
Although	0.001377	0.027491	0.024619	0.003746	0.002926	0.000897	0.003883	0.001948	0.003389	0.117587	0.015080	0.007946	0.006585	0.005866	0.003766	0.022644	0.007691	0.002105	0.040586	0.005060	0.013837	0.005093	0.006205	0.012782	0.001257	0.001324	0.009323	0.005765	0.002443	0.002882	0.001437	0.001647	0.003008	0.002586	0.000770	0.013467	0.014846	0.027797	0.018057	0.032951	0.012144	0.003881	0.033561	0.017168	0.000759	0.004758	0.007551	0.003592	0.003745	0.000343	0.001242	0.001861	0.044641	0.382087
other	0.000413	0.000558	0.005961	0.034684	0.025190	0.013908	0.118538	0.039063	0.052846	0.015110	0.011913	0.024233	0.001814	0.001268	0.003874	0.096548	0.060068	0.000160	0.002106	0.011630	0.020415	0.013005	0.000769	0.002116	0.005987	0.004709	0.006612	0.053374	0.034987	0.000086	0.001445	0.001534	0.006743	0.037547	0.000082	0.000124	0.000893	0.000133	0.000075	0.000338	0.001113	0.000160	0.000147	0.004871	0.000008	0.000013	0.000066	0.000025	0.000137	0.000047	0.000396	0.000281	0.022792	0.259085
types	0.000886	0.000635	0.001269	0.019341	0.010172	0.027666	0.195859	0.049625	0.107979	0.011594	0.006104	0.035416	0.000705	0.001826	0.001198	0.075061	0.028714	0.000184	0.000828	0.010527	0.009030	0.017380	0.000250	0.004797	0.013689	0.002388	0.002359	0.054583	0.042763	0.000057	0.002077	0.000669	0.006273	0.014682	0.000135	0.000517	0.001498	0.000394	0.000284	0.001169	0.003403	0.000221	0.000558	0.019689	0.000029	0.000071	0.000211	0.000068	0.000773	0.000165	0.002029	0.001244	0.026061	0.184894
of	0.000113	0.000278	0.000320	0.014759	0.001389	0.017783	0.329691	0.033571	0.131680	0.017333	0.005594	0.055178	0.000630	0.001639	0.000967	0.074394	0.022343	0.000063	0.000400	0.022445	0.011348	0.043074	0.000148	0.004527	0.013305	0.001447	0.000780	0.048809	0.053130	0.000007	0.001320	0.000304	0.004969	0.040373	0.000046	0.000239	0.000438	0.000159	0.000115	0.000797	0.001662	0.000035	0.000099	0.017161	0.000005	0.000031	0.000065	0.000016	0.000431	0.000098	0.001538	0.000637	0.003281	0.019037
for	0.000092	0.000016	0.000066	0.002215	0.000536	0.007778	0.151703	0.005403	0.101098	0.000235	0.000076	0.002809	0.000027	0.000047	0.000062	0.011214	0.061182	0.000043	0.000032	0.000742	0.000310	0.001308	0.000023	0.000099	0.000944	0.000332	0.000284	0.033524	0.018638	0.000003	0.000099	0.000154	0.003124	0.013848	0.000015	0.000017	0.000012	0.000005	0.000001	0.000049	0.000058	0.000008	0.000013	0.001934	0.000004	0.000006	0.000016	0.000005	0.000113	0.000139	0.002327	0.000185	0.048477	0.528551
##feit	0.000195	0.000025	0.000084	0.003184	0.000977	0.007254	0.058268	0.004204	0.087598	0.000236	0.000087	0.002090	0.000034	0.000037	0.000029	0.004695	0.031715	0.000099	0.000051	0.000823	0.000302	0.001451	0.000039	0.000084	0.000998	0.000170	0.000154	0.018497	0.008457	0.000004	0.000091	0.000083	0.001208	0.009292	0.000051	0.000066	0.000035	0.000028	0.000008	0.000140	0.000115	0.000021	0.000026	0.002115	0.000007	0.000013	0.000030	0.000012	0.000429	0.000769	0.004406	0.000900	0.082513	0.665803
##ed	0.000189	0.000055	0.000100	0.006050	0.001198	0.014176	0.200409	0.009166	0.203988	0.001168	0.000241	0.005519	0.000049	0.000055	0.000062	0.013330	0.077118	0.000083	0.000043	0.002598	0.001041	0.003444	0.000080	0.000167	0.002245	0.000750	0.000405	0.042134	0.034856	0.000004	0.000220	0.000227	0.006619	0.047429	0.000048	0.000047	0.000030	0.000034	0.000011	0.000506	0.000614	0.000024	0.000038	0.007248	0.000006	0.000016	0.000061	0.000013	0.000541	0.000516	0.009698	0.000972	0.036981	0.267374
property	0.000680	0.000056	0.000158	0.005578	0.001780	0.018349	0.148094	0.013601	0.138146	0.000210	0.000063	0.004455	0.000064	0.000043	0.000108	0.017670	0.058501	0.000196	0.000080	0.001631	0.000763	0.004098	0.000081	0.000125	0.002163	0.000308	0.000116	0.024385	0.016985	0.000010	0.000281	0.000499	0.004504	0.026408	0.000077	0.000113	0.000064	0.000022	0.000012	0.000243	0.000176	0.000018	0.000024	0.003226	0.000008	0.000007	0.000038	0.000011	0.000223	0.000292	0.002679	0.000475	0.071755	0.430349
must	0.000539	0.002696	0.004457	0.020151	0.008250	0.022004	0.128527	0.030923	0.013325	0.048044	0.037542	0.033706	0.006884	0.016477	0.003658	0.087864	0.020375	0.001002	0.013998	0.021612	0.071797	0.015131	0.002608	0.026082	0.006849	0.005565	0.033995	0.050897	0.022448	0.001492	0.006979	0.004757	0.019776	0.014216	0.000234	0.001142	0.005393	0.002040	0.002729	0.009747	0.005503	0.001436	0.005466	0.020553	0.000186	0.000619	0.001869	0.001254	0.002140	0.000737	0.003508	0.004725	0.018581	0.107512
be	0.000082	0.000245	0.001245	0.009560	0.002310	0.027273	0.262983	0.031213	0.008978	0.006934	0.016156	0.081405	0.003102	0.007566	0.002362	0.146392	0.026083	0.000233	0.003443	0.029991	0.056545	0.037002	0.000771	0.016820	0.021382	0.014765	0.021027	0.051139	0.022534	0.000187	0.005135	0.003971	0.015394	0.017324	0.000086	0.000086	0.000207	0.000048	0.000094	0.001408	0.001355	0.000181	0.000198	0.011022	0.000016	0.000021	0.000109	0.000040	0.000610	0.000149	0.001139	0.001303	0.004498	0.025879
