TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.541961	0.010043	0.009871	0.008472	0.017705	0.016579	0.009248	0.009085	0.006499	0.005733	0.003226	0.005323	0.007173	0.006806	0.007871	0.004411	0.006785	0.012794	0.006792	0.003083	0.010494	0.006282	0.012395	0.006383	0.004932	0.007692	0.007055	0.007470	0.005514	0.007933	0.006510	0.008113	0.007500	0.004385	0.015814	0.021420	0.008951	0.009754	0.010770	0.005863	0.004822	0.008333	0.006755	0.004964	0.007070	0.007321	0.005054	0.009274	0.005703	0.008619	0.004902	0.010516	0.018690	0.023288
Although	0.228992	0.085652	0.080875	0.274005	0.217424	0.021768	0.004774	0.047946	0.001309	0.005416	0.002958	0.005085	0.000710	0.000766	0.001748	0.002327	0.000257	0.000503	0.000883	0.000085	0.000569	0.000038	0.000024	0.000029	0.000006	0.000001	0.000004	0.000013	0.000003	0.000009	0.000096	0.000501	0.000245	0.000082	0.002683	0.002634	0.000959	0.000277	0.000188	0.000154	0.000016	0.000008	0.000034	0.000056	0.000210	0.000141	0.000339	0.002952	0.000639	0.000319	0.000481	0.001194	0.000392	0.001223
other	0.285379	0.008938	0.011395	0.170086	0.444392	0.035883	0.002142	0.018590	0.007003	0.001587	0.000240	0.000710	0.000593	0.000882	0.000178	0.000218	0.000509	0.000218	0.000142	0.000031	0.000800	0.000042	0.000007	0.000007	0.000004	0.000002	0.000002	0.000014	0.000021	0.000004	0.000004	0.000086	0.000223	0.000070	0.000213	0.000532	0.001642	0.000117	0.000105	0.000206	0.000059	0.000011	0.000021	0.000044	0.000125	0.000014	0.000012	0.002152	0.000600	0.000794	0.000098	0.000958	0.000642	0.001258
types	0.676988	0.005348	0.025761	0.013993	0.033272	0.127950	0.037364	0.018826	0.034553	0.008824	0.000598	0.001336	0.000259	0.001042	0.000117	0.000025	0.000609	0.000550	0.000088	0.000041	0.000435	0.000654	0.000020	0.000004	0.000007	0.000006	0.000001	0.000003	0.000007	0.000001	0.000001	0.000002	0.000034	0.000074	0.000054	0.000059	0.000188	0.000403	0.000100	0.000136	0.000195	0.000064	0.000010	0.000062	0.000014	0.000020	0.000011	0.000046	0.000111	0.003523	0.000078	0.000833	0.000590	0.004708
of	0.100333	0.007910	0.032474	0.120595	0.051284	0.212369	0.194564	0.186246	0.013693	0.038253	0.013021	0.004694	0.000634	0.002579	0.001299	0.000323	0.000252	0.000806	0.001396	0.000178	0.000572	0.000746	0.000691	0.000051	0.000007	0.000027	0.000014	0.000020	0.000003	0.000004	0.000007	0.000009	0.000012	0.000105	0.000635	0.000257	0.000144	0.001550	0.001222	0.000640	0.000167	0.000456	0.000168	0.000074	0.000012	0.000042	0.000035	0.000066	0.000022	0.002256	0.001265	0.000921	0.000324	0.004571
for	0.067664	0.003345	0.005424	0.023821	0.023725	0.024738	0.128368	0.465553	0.061952	0.081859	0.024960	0.047889	0.002821	0.003640	0.001574	0.000598	0.000648	0.000164	0.000475	0.000839	0.000540	0.001363	0.000938	0.001335	0.000132	0.000078	0.000108	0.000221	0.000034	0.000002	0.000019	0.000019	0.000021	0.000025	0.000167	0.000386	0.000230	0.000762	0.001564	0.010211	0.001256	0.000474	0.000604	0.000995	0.000068	0.000043	0.000032	0.000168	0.000042	0.000123	0.000217	0.002375	0.000528	0.004861
##feit	0.491168	0.000542	0.000305	0.001032	0.021809	0.021138	0.004181	0.049027	0.334278	0.014608	0.008542	0.024386	0.008335	0.004354	0.000320	0.000532	0.003565	0.000141	0.000031	0.000097	0.000815	0.000685	0.000181	0.000281	0.000249	0.000112	0.000022	0.000219	0.000184	0.000002	0.000007	0.000015	0.000020	0.000003	0.000005	0.000052	0.000100	0.000139	0.000135	0.001131	0.001536	0.000281	0.000144	0.000740	0.000393	0.000078	0.000034	0.000150	0.000139	0.000331	0.000014	0.000698	0.000764	0.001951
##ed	0.565573	0.000559	0.000649	0.000644	0.003874	0.015826	0.022170	0.024760	0.052139	0.195040	0.055790	0.021976	0.012299	0.014659	0.000798	0.000155	0.000743	0.000301	0.000042	0.000013	0.000217	0.000911	0.000161	0.000127	0.000165	0.000283	0.000053	0.000037	0.000029	0.000008	0.000002	0.000001	0.000006	0.000003	0.000002	0.000005	0.000026	0.000251	0.000151	0.000345	0.001340	0.001586	0.000410	0.000500	0.000320	0.000253	0.000019	0.000019	0.000039	0.000212	0.000011	0.000087	0.000233	0.004177
property	0.819704	0.000206	0.000427	0.000848	0.000704	0.005242	0.006267	0.010783	0.008798	0.026884	0.065874	0.012380	0.016651	0.008803	0.005603	0.000504	0.000207	0.000804	0.000334	0.000014	0.000042	0.000177	0.000692	0.000107	0.000016	0.000281	0.000291	0.000365	0.000076	0.000035	0.000008	0.000003	0.000003	0.000004	0.000005	0.000005	0.000004	0.000034	0.000186	0.000069	0.000124	0.001874	0.001325	0.000504	0.000424	0.000365	0.000065	0.000080	0.000016	0.000079	0.000037	0.000081	0.000186	0.001401
must	0.107669	0.000416	0.000669	0.000556	0.000563	0.000373	0.004553	0.032435	0.021772	0.029026	0.120801	0.462970	0.121093	0.040369	0.013762	0.029610	0.001688	0.000501	0.001011	0.000089	0.000122	0.000230	0.000249	0.000486	0.000115	0.000042	0.000489	0.001579	0.000105	0.000031	0.000012	0.000006	0.000003	0.000001	0.000001	0.000003	0.000002	0.000002	0.000012	0.000264	0.000157	0.000086	0.000532	0.002217	0.000676	0.000305	0.000144	0.001291	0.000119	0.000167	0.000035	0.000228	0.000084	0.000276
