TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.194546	0.026872	0.001139	0.001486	0.000968	0.000067	0.000247	0.000214	0.001118	0.002396	0.000165	0.000298	0.000483	0.000563	0.000234	0.000398	0.000080	0.001078	0.003327	0.000042	0.000076	0.000212	0.000402	0.000640	0.000075	0.000038	0.000178	0.000650	0.000113	0.000361	0.000035	0.000021	0.000023	0.000053	0.000291	0.003864	0.009133	0.009908	0.003496	0.026854	0.004309	0.013053	0.020796	0.006915	0.009328	0.008498	0.007586	0.007781	0.007039	0.000718	0.002579	0.007501	0.381586	0.230166
Although	0.003785	0.099989	0.012024	0.002753	0.001787	0.000160	0.000485	0.000205	0.001210	0.034809	0.002653	0.001681	0.000832	0.000186	0.000229	0.000227	0.000211	0.010625	0.004996	0.000078	0.000183	0.000588	0.000672	0.000206	0.000073	0.000025	0.000240	0.000955	0.000288	0.000076	0.000032	0.000022	0.000063	0.000137	0.001341	0.015714	0.009331	0.011265	0.002250	0.001945	0.000989	0.001235	0.005334	0.000858	0.000823	0.002421	0.001021	0.000428	0.000614	0.000112	0.000132	0.000151	0.163674	0.597879
other	0.000503	0.337365	0.128231	0.017985	0.005259	0.000615	0.000754	0.001115	0.001061	0.186206	0.008624	0.002378	0.007837	0.004024	0.001064	0.000341	0.000146	0.002068	0.004637	0.000096	0.000224	0.000297	0.000661	0.001625	0.000281	0.000239	0.001054	0.000760	0.000453	0.000365	0.000245	0.000054	0.000111	0.000121	0.000677	0.002628	0.001464	0.001356	0.000204	0.000625	0.000628	0.000239	0.001599	0.000772	0.000309	0.000280	0.000423	0.000123	0.000084	0.000019	0.000055	0.000061	0.066579	0.205077
types	0.001719	0.014194	0.004837	0.004742	0.001609	0.000996	0.002338	0.002646	0.002574	0.005728	0.000931	0.001333	0.001468	0.001765	0.000476	0.000709	0.000239	0.000557	0.000696	0.000127	0.000062	0.000265	0.000194	0.000099	0.000067	0.000031	0.000212	0.000911	0.000172	0.000040	0.000041	0.000036	0.000073	0.000102	0.000226	0.000912	0.001302	0.000484	0.000216	0.000541	0.000821	0.000350	0.001291	0.001188	0.000109	0.000145	0.000455	0.000081	0.000268	0.000263	0.000281	0.000169	0.147178	0.791731
of	0.005123	0.044486	0.016798	0.028603	0.006628	0.003629	0.007976	0.011788	0.004714	0.018294	0.001584	0.004425	0.002093	0.001447	0.000703	0.001038	0.000239	0.000564	0.001737	0.000109	0.000125	0.000684	0.000076	0.000053	0.000224	0.000014	0.000241	0.001873	0.000426	0.000042	0.000079	0.000020	0.000052	0.000119	0.000172	0.001199	0.005105	0.001820	0.000473	0.001249	0.001343	0.000304	0.000949	0.002669	0.000094	0.000096	0.000373	0.000038	0.000168	0.000125	0.000058	0.000075	0.115986	0.701697
for	0.004759	0.003208	0.005540	0.006268	0.002411	0.000404	0.001265	0.000924	0.001499	0.000725	0.000255	0.000470	0.000162	0.000030	0.000044	0.000087	0.000139	0.000087	0.000084	0.000006	0.000005	0.000030	0.000002	0.000002	0.000012	0.000007	0.000120	0.000131	0.000096	0.000001	0.000001	0.000003	0.000005	0.000015	0.000029	0.000017	0.000097	0.000040	0.000023	0.000043	0.000083	0.000044	0.000124	0.000148	0.000007	0.000023	0.000078	0.000015	0.000032	0.000025	0.000040	0.000054	0.070162	0.900121
##feit	0.024117	0.006747	0.004510	0.013512	0.003402	0.001949	0.002977	0.002399	0.005421	0.001470	0.000996	0.001831	0.001166	0.000203	0.000295	0.000276	0.001327	0.000544	0.000539	0.000174	0.000067	0.000155	0.000033	0.000021	0.000069	0.000043	0.000499	0.000800	0.000585	0.000006	0.000009	0.000035	0.000058	0.000157	0.000193	0.000231	0.000884	0.000550	0.000461	0.000723	0.001362	0.000360	0.000633	0.001932	0.000049	0.000129	0.000177	0.000063	0.000319	0.000754	0.000454	0.000428	0.108314	0.805592
##ed	0.015280	0.016166	0.018057	0.053759	0.027975	0.011021	0.017368	0.011987	0.016284	0.011229	0.005544	0.010002	0.006535	0.002451	0.002823	0.002808	0.001764	0.002153	0.002859	0.000563	0.000347	0.000722	0.000110	0.000096	0.000226	0.000108	0.001080	0.001519	0.000841	0.000028	0.000034	0.000091	0.000122	0.000226	0.000169	0.000826	0.002614	0.001301	0.000671	0.001478	0.002012	0.000704	0.002213	0.004498	0.000208	0.000363	0.001127	0.000271	0.000918	0.000774	0.000614	0.000392	0.133497	0.603167
property	0.031462	0.008156	0.005762	0.012283	0.006789	0.002605	0.002172	0.003633	0.006225	0.001606	0.001491	0.001626	0.002774	0.000434	0.001069	0.000592	0.000775	0.002234	0.005238	0.000228	0.000255	0.000413	0.000559	0.000238	0.000318	0.000122	0.000574	0.002345	0.001287	0.000339	0.000164	0.000217	0.000298	0.000426	0.000887	0.000766	0.002951	0.001542	0.001462	0.000643	0.000933	0.000858	0.001702	0.001597	0.000166	0.000243	0.000316	0.000117	0.000218	0.000403	0.000132	0.000221	0.106557	0.773577
must	0.024998	0.258969	0.130468	0.035944	0.020480	0.000665	0.001066	0.001246	0.002403	0.011075	0.001349	0.000551	0.000820	0.000130	0.000057	0.000156	0.000070	0.002104	0.001464	0.000115	0.000208	0.000150	0.000230	0.000086	0.000023	0.000008	0.000183	0.000696	0.000122	0.000020	0.000003	0.000003	0.000010	0.000018	0.000293	0.003662	0.002301	0.001477	0.000526	0.000377	0.000512	0.000566	0.001811	0.001042	0.000140	0.000232	0.000837	0.000104	0.000189	0.000126	0.000035	0.000090	0.150470	0.339319
be	0.001896	0.161395	0.068199	0.013537	0.006006	0.000546	0.001089	0.001647	0.001747	0.441301	0.013077	0.001749	0.012154	0.009420	0.002074	0.000703	0.000150	0.000635	0.002004	0.000267	0.000421	0.000213	0.000116	0.000237	0.000069	0.000036	0.000370	0.000651	0.000217	0.000026	0.000027	0.000013	0.000016	0.000068	0.000082	0.001521	0.000783	0.000716	0.000289	0.002220	0.002009	0.000377	0.000606	0.004062	0.000036	0.000042	0.000206	0.000030	0.000125	0.000035	0.000043	0.000142	0.055490	0.189109
sold	0.006942	0.059177	0.024504	0.010020	0.003221	0.000618	0.001854	0.001604	0.002977	0.029706	0.006575	0.005174	0.010693	0.001343	0.001094	0.000373	0.000808	0.001358	0.002536	0.000186	0.000178	0.000389	0.000170	0.000159	0.000269	0.000186	0.001302	0.001659	0.001115	0.000045	0.000042	0.000045	0.000049	0.000272	0.000479	0.000867	0.001071	0.000644	0.000461	0.000877	0.001135	0.000397	0.000470	0.001113	0.000074	0.000072	0.000128	0.000041	0.000085	0.000072	0.000144	0.000275	0.112766	0.702184
in	0.003957	0.113620	0.021905	0.005110	0.004463	0.000687	0.001406	0.001371	0.001584	0.207576	0.052309	0.009804	0.005055	0.001476	0.000801	0.000602	0.000089	0.000818	0.001053	0.000043	0.000187	0.000695	0.000145	0.000250	0.000146	0.000021	0.000178	0.000613	0.000197	0.000031	0.000023	0.000004	0.000006	0.000045	0.000036	0.001283	0.000687	0.000587	0.000110	0.000060	0.000220	0.000122	0.000096	0.000303	0.000022	0.000035	0.000051	0.000014	0.000058	0.000024	0.000005	0.000027	0.102592	0.457401
order	0.002650	0.029225	0.006118	0.006140	0.002716	0.000581	0.002045	0.000981	0.003003	0.161579	0.035066	0.012137	0.010346	0.003324	0.004039	0.001473	0.000560	0.002124	0.003474	0.000269	0.000429	0.001353	0.000259	0.000871	0.001083	0.000234	0.000368	0.002731	0.001047	0.000187	0.000281	0.000065	0.000110	0.000902	0.000046	0.001538	0.001739	0.000709	0.000133	0.000127	0.000361	0.000129	0.000260	0.001257	0.000065	0.000082	0.000093	0.000035	0.000066	0.000131	0.000044	0.000133	0.085851	0.609430
to	0.001892	0.053269	0.032534	0.006470	0.001965	0.000491	0.000739	0.000453	0.002581	0.129163	0.031413	0.003353	0.050400	0.020612	0.013277	0.003061	0.001462	0.001842	0.004477	0.000328	0.000913	0.000511	0.000399	0.002677	0.000415	0.000235	0.001970	0.003337	0.002054	0.000833	0.000408	0.000147	0.000369	0.000750	0.000097	0.001535	0.000886	0.000603	0.000283	0.000291	0.000757	0.000364	0.000574	0.001546	0.000141	0.000085	0.000472	0.000068	0.000341	0.000300	0.000113	0.000202	0.069698	0.546848
recognize	0.001264	0.008773	0.012331	0.004462	0.004041	0.001319	0.001455	0.001262	0.007842	0.020985	0.043470	0.013961	0.051387	0.010099	0.017958	0.012691	0.009645	0.004640	0.009980	0.000610	0.000738	0.002080	0.001163	0.001865	0.001061	0.000575	0.001668	0.001526	0.002898	0.001263	0.001104	0.000838	0.000662	0.002041	0.000312	0.000481	0.000881	0.000581	0.000320	0.000132	0.000575	0.000196	0.000654	0.001895	0.000123	0.000310	0.000212	0.000123	0.000467	0.000472	0.000252	0.000313	0.064868	0.669177
revenue	0.002424	0.013231	0.034547	0.010100	0.005133	0.002849	0.002771	0.005609	0.006770	0.022300	0.056283	0.027447	0.174844	0.044269	0.131827	0.065279	0.016092	0.005350	0.017296	0.000842	0.002282	0.006625	0.002561	0.003319	0.004273	0.002156	0.010704	0.005006	0.013253	0.012735	0.013032	0.003809	0.004515	0.005554	0.000761	0.000998	0.002026	0.001054	0.000900	0.000495	0.000903	0.000246	0.001053	0.002337	0.000210	0.000300	0.000643	0.000401	0.000598	0.000895	0.000464	0.000821	0.026387	0.223425
,	0.034793	0.191010	0.066886	0.006073	0.001592	0.000358	0.000174	0.000654	0.001039	0.127281	0.089729	0.004454	0.037783	0.007839	0.011922	0.002598	0.000808	0.009408	0.010597	0.000183	0.000973	0.000772	0.000807	0.001762	0.000102	0.000031	0.000608	0.001594	0.000520	0.000888	0.000137	0.000041	0.000065	0.000086	0.000374	0.025428	0.007290	0.004756	0.001387	0.000957	0.001130	0.000549	0.001034	0.000636	0.000280	0.000186	0.000375	0.000258	0.000535	0.000652	0.000104	0.000172	0.055161	0.285170
or	0.002152	0.231869	0.113070	0.006066	0.001112	0.000097	0.000064	0.000185	0.000503	0.296840	0.057355	0.003265	0.033393	0.010783	0.003789	0.001167	0.000098	0.004037	0.028626	0.000346	0.000565	0.000595	0.001878	0.003908	0.000129	0.000028	0.000415	0.000225	0.000088	0.000812	0.000164	0.000019	0.000010	0.000022	0.000123	0.012640	0.005342	0.002897	0.001123	0.000673	0.000462	0.000065	0.000189	0.000317	0.000091	0.000031	0.000067	0.000065	0.000108	0.000065	0.000019	0.000027	0.028850	0.143171
