TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.018060	0.009773	0.002767	0.003939	0.003545	0.000515	0.002396	0.002080	0.017312	0.006552	0.002722	0.002610	0.000431	0.001592	0.001695	0.006442	0.007139	0.021259	0.008159	0.000866	0.001370	0.007392	0.012172	0.002954	0.005784	0.002616	0.002962	0.004849	0.005667	0.002061	0.001211	0.001038	0.001320	0.007024	0.025245	0.042715	0.011137	0.002338	0.002093	0.000483	0.004212	0.000794	0.003628	0.005097	0.003615	0.003669	0.001637	0.000751	0.002788	0.000628	0.001338	0.006528	0.020880	0.682147
Although	0.010870	0.024898	0.010046	0.013098	0.002018	0.000134	0.000228	0.000453	0.001632	0.008216	0.003223	0.002604	0.002057	0.000614	0.000616	0.000278	0.000558	0.000740	0.001020	0.000037	0.000036	0.000248	0.000598	0.000144	0.000070	0.000064	0.000023	0.000125	0.000057	0.000313	0.000362	0.000069	0.000021	0.000138	0.008608	0.011283	0.001136	0.000486	0.000846	0.000042	0.000178	0.000400	0.000401	0.000281	0.000068	0.000044	0.000061	0.000011	0.000011	0.000034	0.000001	0.000056	0.000591	0.889852
other	0.012063	0.588146	0.011786	0.006270	0.003019	0.000062	0.000093	0.000163	0.000457	0.007589	0.000528	0.000881	0.000132	0.000410	0.000157	0.000196	0.000258	0.001095	0.000758	0.000013	0.000032	0.000046	0.000178	0.000062	0.000051	0.000026	0.000006	0.000005	0.000004	0.000026	0.000145	0.000009	0.000009	0.000040	0.001747	0.002721	0.000719	0.000653	0.000173	0.000016	0.000071	0.000015	0.000019	0.000102	0.000041	0.000041	0.000010	0.000006	0.000014	0.000010	0.000004	0.000011	0.000167	0.358743
types	0.009503	0.734372	0.033548	0.009591	0.009029	0.000088	0.000397	0.000360	0.001649	0.001787	0.000420	0.000994	0.000248	0.000358	0.000155	0.000676	0.000665	0.003580	0.001764	0.000027	0.000108	0.000234	0.000089	0.000138	0.000136	0.000024	0.000016	0.000002	0.000011	0.000016	0.000149	0.000037	0.000012	0.000092	0.000671	0.004764	0.003074	0.000676	0.000251	0.000012	0.000152	0.000037	0.000024	0.000119	0.000082	0.000116	0.000009	0.000008	0.000014	0.000002	0.000004	0.000033	0.000230	0.179448
of	0.025432	0.494260	0.102074	0.118395	0.028182	0.000271	0.001846	0.001497	0.003939	0.005017	0.000644	0.001560	0.000305	0.000505	0.000302	0.002856	0.001975	0.009292	0.003696	0.000069	0.000235	0.000321	0.000118	0.000166	0.000070	0.000018	0.000005	0.000004	0.000009	0.000011	0.000033	0.000044	0.000019	0.000101	0.000927	0.008843	0.001871	0.000420	0.000058	0.000004	0.000027	0.000020	0.000011	0.000035	0.000031	0.000093	0.000014	0.000009	0.000042	0.000028	0.000005	0.000019	0.000352	0.183921
for	0.030909	0.070722	0.080323	0.375109	0.146805	0.001141	0.005404	0.005086	0.019561	0.002294	0.000618	0.003105	0.000391	0.001984	0.000581	0.000899	0.001389	0.008028	0.009366	0.000513	0.000401	0.000654	0.000707	0.000300	0.000148	0.000024	0.000027	0.000044	0.000060	0.000020	0.000013	0.000052	0.000028	0.000123	0.000609	0.009383	0.001096	0.000310	0.000310	0.000052	0.000394	0.000065	0.000050	0.000270	0.000024	0.000070	0.000029	0.000015	0.000054	0.000047	0.000056	0.000105	0.001554	0.218675
##feit	0.031898	0.035261	0.028866	0.105251	0.201115	0.016531	0.006065	0.024796	0.068033	0.019550	0.005602	0.015576	0.000104	0.002456	0.000515	0.003251	0.002664	0.003593	0.022989	0.000890	0.002834	0.002134	0.000219	0.001403	0.000389	0.000010	0.000020	0.000040	0.000041	0.000027	0.000024	0.000011	0.000033	0.000148	0.000179	0.001818	0.001392	0.000181	0.000257	0.000083	0.000750	0.000006	0.000040	0.000424	0.000016	0.000163	0.000028	0.000017	0.000191	0.000050	0.000403	0.000369	0.002668	0.388628
##ed	0.052232	0.024192	0.015965	0.197248	0.457202	0.001703	0.004842	0.017642	0.075169	0.014842	0.008471	0.006760	0.000030	0.000322	0.000207	0.000968	0.000729	0.004431	0.013110	0.000190	0.002577	0.001790	0.000651	0.001899	0.000250	0.000031	0.000025	0.000011	0.000012	0.000005	0.000004	0.000014	0.000008	0.000080	0.000154	0.002960	0.000509	0.000236	0.000464	0.000032	0.000245	0.000013	0.000012	0.000109	0.000007	0.000131	0.000007	0.000011	0.000026	0.000012	0.000010	0.000064	0.001453	0.089933
property	0.026002	0.030191	0.052126	0.497820	0.209703	0.000915	0.044748	0.012054	0.011887	0.006238	0.010105	0.008135	0.000308	0.001077	0.000163	0.008032	0.001005	0.010722	0.008008	0.000452	0.002351	0.002063	0.001084	0.001864	0.001177	0.000757	0.000983	0.000029	0.000051	0.000014	0.000057	0.000183	0.000017	0.000064	0.000419	0.001836	0.001799	0.001871	0.002043	0.000130	0.000725	0.000292	0.001054	0.000161	0.000010	0.000307	0.000014	0.000014	0.000029	0.000012	0.000037	0.000075	0.000968	0.037822
must	0.032485	0.249084	0.009738	0.004913	0.008622	0.000822	0.014165	0.023699	0.042231	0.054405	0.021157	0.009630	0.002091	0.001424	0.000349	0.001045	0.000861	0.005095	0.002346	0.000173	0.000246	0.000767	0.005377	0.002605	0.000534	0.000101	0.000069	0.000047	0.000027	0.000015	0.000005	0.000002	0.000003	0.000015	0.000270	0.010066	0.000857	0.000651	0.000283	0.000042	0.000165	0.000156	0.000198	0.000220	0.000091	0.000030	0.000006	0.000001	0.000004	0.000007	0.000006	0.000040	0.004021	0.488744
