TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.022359	0.012109	0.004913	0.019286	0.013403	0.015504	0.051763	0.024468	0.021409	0.058543	0.013084	0.013153	0.001940	0.005349	0.001446	0.008509	0.013941	0.006268	0.011191	0.001810	0.005312	0.010324	0.009426	0.013038	0.008584	0.003216	0.003655	0.008458	0.010759	0.003910	0.008034	0.002660	0.002310	0.004434	0.005058	0.011469	0.038306	0.017694	0.008523	0.041364	0.025588	0.005386	0.014859	0.048003	0.010142	0.018302	0.012226	0.023327	0.051423	0.009510	0.013305	0.029633	0.056268	0.145041
Although	0.040188	0.001908	0.001366	0.001580	0.000759	0.000555	0.003322	0.000487	0.000343	0.011215	0.001106	0.000509	0.001042	0.001840	0.001071	0.001752	0.001832	0.002317	0.005628	0.000143	0.000275	0.000376	0.001283	0.003521	0.000988	0.000254	0.000384	0.000802	0.000668	0.000510	0.000406	0.000087	0.000137	0.000183	0.000667	0.002774	0.011102	0.005489	0.001566	0.002058	0.002807	0.000942	0.002474	0.002251	0.000531	0.000528	0.000364	0.000292	0.000657	0.000090	0.000220	0.000571	0.026690	0.849085
other	0.067531	0.003843	0.000752	0.002066	0.001509	0.004777	0.012767	0.003813	0.007334	0.009859	0.002049	0.003061	0.001307	0.001022	0.001826	0.008084	0.009440	0.001673	0.002147	0.001096	0.002448	0.002559	0.003775	0.004647	0.004023	0.001482	0.002779	0.006588	0.001570	0.000711	0.000818	0.001308	0.001801	0.001258	0.001586	0.003799	0.006424	0.002543	0.001775	0.007993	0.005018	0.002293	0.002902	0.007223	0.000709	0.002252	0.002292	0.002344	0.001843	0.000509	0.000887	0.002993	0.041208	0.721683
types	0.186448	0.002216	0.003333	0.000653	0.005834	0.003688	0.027388	0.011920	0.056451	0.001348	0.001718	0.011156	0.001402	0.000538	0.001752	0.008957	0.072344	0.001436	0.000667	0.001486	0.002633	0.011956	0.000732	0.001062	0.016844	0.007892	0.005406	0.002436	0.018745	0.000242	0.000818	0.002556	0.003201	0.003597	0.001519	0.001703	0.004447	0.001817	0.001963	0.004980	0.014218	0.007635	0.001129	0.013112	0.000763	0.001042	0.002212	0.001649	0.002745	0.001327	0.002134	0.007169	0.034497	0.415087
of	0.135451	0.004373	0.008594	0.010700	0.042330	0.011387	0.067499	0.058308	0.132145	0.010938	0.011631	0.020082	0.006273	0.001393	0.005279	0.056681	0.098736	0.003684	0.002348	0.001705	0.003088	0.010194	0.003180	0.007780	0.016401	0.005296	0.003368	0.002174	0.009423	0.000435	0.001292	0.002575	0.001933	0.009005	0.005792	0.002184	0.009047	0.004739	0.004729	0.003435	0.008212	0.009718	0.005167	0.010624	0.002665	0.005246	0.006032	0.005492	0.004432	0.001748	0.001505	0.008722	0.049679	0.085152
for	0.127129	0.004991	0.006583	0.011465	0.027965	0.005782	0.012118	0.009629	0.028130	0.009829	0.006319	0.012950	0.000988	0.000777	0.003046	0.007916	0.028922	0.000762	0.000887	0.004740	0.003423	0.013068	0.001042	0.001940	0.006961	0.001150	0.001739	0.002706	0.001631	0.000260	0.001759	0.001322	0.003905	0.004553	0.001119	0.002112	0.005582	0.001893	0.002687	0.002366	0.005529	0.002008	0.001582	0.011393	0.000557	0.001839	0.006296	0.001875	0.020596	0.001892	0.005953	0.008556	0.059391	0.500386
##feit	0.200306	0.003306	0.004208	0.010070	0.021839	0.001107	0.000576	0.009070	0.076949	0.008758	0.027598	0.008497	0.002040	0.000494	0.006543	0.017733	0.097954	0.000902	0.000780	0.003278	0.010981	0.012527	0.001359	0.004626	0.003544	0.001696	0.000875	0.002164	0.006666	0.000290	0.002257	0.002615	0.013557	0.014362	0.003863	0.001146	0.002567	0.003900	0.000986	0.000489	0.002010	0.002485	0.001683	0.027158	0.000277	0.004058	0.004946	0.002690	0.004829	0.000969	0.008191	0.006640	0.079943	0.261642
##ed	0.192058	0.001946	0.008293	0.012326	0.037822	0.002673	0.015754	0.005889	0.032524	0.020868	0.019684	0.038080	0.003161	0.001650	0.004641	0.034843	0.140932	0.000824	0.000646	0.002354	0.004751	0.026201	0.001855	0.002563	0.016295	0.001810	0.001859	0.000754	0.001636	0.000376	0.001941	0.002010	0.002005	0.008284	0.004666	0.001787	0.006054	0.007491	0.003891	0.003803	0.009790	0.004214	0.002509	0.019023	0.001238	0.005986	0.007495	0.006910	0.007518	0.000960	0.006160	0.021859	0.070507	0.158832
property	0.080985	0.000384	0.002228	0.012041	0.017137	0.000966	0.028858	0.008893	0.009921	0.015091	0.004886	0.020412	0.001158	0.000613	0.002504	0.005989	0.214904	0.001081	0.000923	0.000407	0.005376	0.021108	0.001190	0.001623	0.001644	0.001689	0.000626	0.005612	0.011360	0.000234	0.001509	0.000968	0.004882	0.002867	0.001302	0.000665	0.000879	0.000774	0.000440	0.001970	0.005575	0.001862	0.000844	0.025916	0.000457	0.001614	0.002293	0.001640	0.005637	0.000285	0.006520	0.007380	0.055695	0.388184
must	0.285656	0.003729	0.006187	0.001769	0.006403	0.001474	0.028377	0.009670	0.012926	0.000149	0.002207	0.008815	0.004534	0.001299	0.002089	0.004390	0.019050	0.002181	0.004209	0.002324	0.001397	0.011098	0.002475	0.004522	0.020863	0.005383	0.001390	0.000503	0.001089	0.001004	0.000876	0.002006	0.002983	0.015887	0.007542	0.001881	0.007457	0.011805	0.002402	0.001650	0.001197	0.002673	0.002867	0.001424	0.001423	0.001777	0.001313	0.001447	0.001330	0.001431	0.002258	0.003433	0.095494	0.370282
be	0.078341	0.002637	0.004365	0.004895	0.022078	0.006171	0.229529	0.047101	0.020082	0.012846	0.012227	0.035842	0.005871	0.003650	0.011233	0.043476	0.071017	0.002014	0.002874	0.004285	0.004833	0.026796	0.001824	0.012880	0.029199	0.011784	0.002136	0.000199	0.000628	0.000623	0.002774	0.007898	0.001077	0.010630	0.004333	0.002480	0.008798	0.015715	0.004969	0.009178	0.006964	0.004132	0.001991	0.002972	0.002493	0.009111	0.004602	0.005527	0.007242	0.001998	0.007019	0.009662	0.034447	0.122548
sold	0.117601	0.002023	0.000703	0.004971	0.009880	0.002278	0.053023	0.037654	0.129481	0.010178	0.009683	0.005463	0.001263	0.000575	0.003870	0.043235	0.115207	0.000751	0.000550	0.008176	0.015661	0.007676	0.000694	0.002789	0.010806	0.001687	0.000624	0.002994	0.012240	0.000179	0.001947	0.002560	0.007917	0.008539	0.001472	0.000598	0.002286	0.001846	0.000681	0.001386	0.006371	0.001877	0.000860	0.052644	0.000329	0.002926	0.005761	0.001766	0.004073	0.000367	0.002697	0.006919	0.040747	0.231515
in	0.044279	0.010427	0.004592	0.009555	0.004326	0.001851	0.008930	0.003171	0.007054	0.027915	0.008350	0.007801	0.001251	0.002107	0.003087	0.005776	0.011853	0.001996	0.005447	0.003182	0.008297	0.006591	0.008475	0.017244	0.005978	0.004243	0.002634	0.003763	0.000922	0.001612	0.001958	0.001510	0.002349	0.003938	0.002613	0.003737	0.010581	0.012516	0.005080	0.028434	0.007563	0.004559	0.005411	0.012005	0.002228	0.007595	0.012423	0.005958	0.006912	0.001053	0.007680	0.008263	0.047731	0.565193
order	0.072331	0.007856	0.004134	0.004380	0.004800	0.002408	0.006457	0.007316	0.007148	0.039911	0.019188	0.003582	0.001793	0.000752	0.005324	0.008486	0.009594	0.001898	0.008686	0.003921	0.008124	0.006052	0.002468	0.024563	0.009742	0.010094	0.002379	0.001313	0.000690	0.003241	0.002056	0.008224	0.003383	0.003914	0.001223	0.002158	0.010497	0.023337	0.005243	0.017385	0.005612	0.006076	0.001645	0.011941	0.001401	0.011621	0.014206	0.004387	0.003107	0.000321	0.001897	0.005776	0.033522	0.532436
to	0.037009	0.003539	0.006439	0.010645	0.010760	0.007666	0.120948	0.023084	0.022099	0.017021	0.015049	0.031301	0.003898	0.003335	0.001932	0.013868	0.021252	0.001847	0.004494	0.006582	0.014191	0.031437	0.005122	0.019622	0.017824	0.007804	0.002878	0.002895	0.001541	0.001940	0.002683	0.004555	0.003527	0.012909	0.002086	0.001860	0.007302	0.005992	0.004034	0.024732	0.004403	0.002632	0.003473	0.009629	0.002905	0.008173	0.026748	0.012913	0.004264	0.001169	0.004925	0.012255	0.028761	0.340047
recognize	0.037439	0.002178	0.002447	0.004864	0.004701	0.002511	0.065015	0.010185	0.007633	0.003168	0.003743	0.022817	0.000900	0.000835	0.001900	0.001231	0.034614	0.001387	0.004415	0.001594	0.002545	0.023345	0.001398	0.003408	0.003494	0.005385	0.001668	0.003461	0.000933	0.000458	0.000819	0.001394	0.004100	0.003312	0.001091	0.001090	0.002663	0.001812	0.001865	0.012595	0.005780	0.002820	0.000846	0.006298	0.000634	0.001359	0.001796	0.001210	0.008384	0.001444	0.002443	0.005871	0.023387	0.647314
revenue	0.037800	0.000628	0.000736	0.026810	0.009958	0.006153	0.089025	0.054463	0.223243	0.008502	0.006531	0.074980	0.000250	0.000249	0.001104	0.022487	0.003266	0.000521	0.000484	0.001069	0.002899	0.075393	0.000501	0.002155	0.007574	0.001545	0.000658	0.002269	0.000662	0.000133	0.001519	0.001070	0.002486	0.015180	0.000321	0.000336	0.000247	0.000161	0.000180	0.001452	0.001001	0.000264	0.000574	0.011609	0.000146	0.002009	0.006507	0.001258	0.002842	0.000643	0.001059	0.010961	0.021078	0.255052
,	0.149132	0.008968	0.003492	0.005298	0.004124	0.001910	0.007544	0.002810	0.010988	0.022661	0.006277	0.000903	0.004554	0.003696	0.002660	0.007651	0.005568	0.002964	0.006393	0.004179	0.002463	0.001161	0.012344	0.011398	0.005185	0.001505	0.002879	0.004578	0.000417	0.004008	0.002385	0.001159	0.001809	0.001589	0.008025	0.005605	0.011108	0.006794	0.002593	0.002415	0.001463	0.002493	0.005778	0.005600	0.000726	0.005529	0.007413	0.003800	0.003773	0.000715	0.000774	0.004754	0.108985	0.497004
