TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.749377	0.000467	0.000896	0.002622	0.143513	0.002139	0.001028	0.018637	0.003818	0.000275	0.000610	0.000526	0.001087	0.002238	0.000426	0.002273	0.002440	0.000890	0.000503	0.001464	0.004082	0.000410	0.000106	0.000141	0.000555	0.000422	0.000237	0.005272	0.002245	0.000487	0.001868	0.001069	0.004974	0.001262	0.001418	0.000797	0.000079	0.000237	0.000156	0.000319	0.000819	0.000711	0.000090	0.001874	0.000136	0.000263	0.003414	0.010079	0.000113	0.002711	0.000460	0.015270	0.002465	0.000231
Although	0.081102	0.053623	0.084887	0.046619	0.013539	0.016421	0.016869	0.026058	0.065033	0.019295	0.018815	0.010076	0.006729	0.012259	0.004398	0.043435	0.016142	0.009667	0.043092	0.023452	0.043302	0.006560	0.005186	0.013233	0.009169	0.002371	0.028853	0.006769	0.009015	0.026787	0.007587	0.007227	0.006353	0.027229	0.009696	0.005870	0.006895	0.004134	0.007229	0.013254	0.007757	0.003199	0.011354	0.005217	0.006378	0.003910	0.043856	0.006724	0.014983	0.003100	0.007815	0.003610	0.004999	0.018869
other	0.003938	0.065397	0.019019	0.109541	0.003393	0.011645	0.032626	0.005967	0.043894	0.092148	0.038539	0.034587	0.007301	0.020731	0.009700	0.076842	0.014720	0.004064	0.023890	0.023023	0.015281	0.021075	0.007381	0.029632	0.034321	0.005386	0.012810	0.004493	0.011560	0.015889	0.015550	0.010463	0.008389	0.016563	0.001432	0.002499	0.012027	0.010082	0.003544	0.013480	0.015423	0.002303	0.006845	0.027038	0.003707	0.008513	0.013388	0.001338	0.017344	0.000821	0.001737	0.000302	0.001526	0.006896
types	0.004295	0.078185	0.060063	0.057411	0.017249	0.051896	0.016028	0.009183	0.013637	0.051037	0.036270	0.034923	0.034378	0.010992	0.024707	0.060378	0.021414	0.014296	0.029105	0.011973	0.013405	0.020536	0.017047	0.016410	0.006419	0.013727	0.015964	0.003715	0.005778	0.017837	0.002972	0.013792	0.005310	0.036924	0.003530	0.009190	0.020102	0.014583	0.005629	0.012741	0.004300	0.009165	0.004697	0.030020	0.005007	0.010850	0.011281	0.001366	0.005727	0.000758	0.002469	0.001197	0.001761	0.018371
of	0.011891	0.069895	0.069692	0.068331	0.012245	0.035157	0.014755	0.008200	0.041633	0.036978	0.030832	0.033665	0.021886	0.026621	0.023388	0.033063	0.007869	0.008645	0.021376	0.023261	0.015072	0.021547	0.008515	0.016797	0.037048	0.012463	0.028901	0.003518	0.012870	0.013938	0.015377	0.019700	0.005808	0.019073	0.004331	0.005071	0.013152	0.015836	0.008584	0.012933	0.010792	0.007782	0.008480	0.014329	0.005454	0.011470	0.019834	0.002702	0.009396	0.001726	0.004337	0.000712	0.001433	0.011639
for	0.005840	0.049001	0.079549	0.048393	0.007381	0.016467	0.016471	0.005577	0.034089	0.038281	0.028941	0.076459	0.015210	0.024667	0.015623	0.063856	0.010811	0.005533	0.035832	0.019699	0.015959	0.048297	0.007007	0.029349	0.039867	0.008506	0.026667	0.004263	0.018133	0.021088	0.018853	0.010559	0.005681	0.024885	0.001970	0.003673	0.009221	0.006053	0.005131	0.012179	0.011734	0.004956	0.010348	0.015145	0.003474	0.004212	0.011582	0.001503	0.008559	0.000430	0.001946	0.000529	0.000906	0.009651
##feit	0.026802	0.023846	0.022304	0.059893	0.028518	0.032558	0.022456	0.028234	0.065246	0.071264	0.027817	0.029812	0.012314	0.017678	0.020618	0.081439	0.021491	0.016196	0.029916	0.026766	0.020527	0.020322	0.007342	0.015215	0.018410	0.010494	0.010344	0.009100	0.005396	0.019891	0.018383	0.010117	0.008175	0.022706	0.004004	0.010674	0.002875	0.006342	0.002508	0.007622	0.004908	0.003901	0.003207	0.033628	0.002263	0.005070	0.013623	0.003926	0.004934	0.003173	0.010462	0.004652	0.003033	0.007605
##ed	0.114183	0.026792	0.009150	0.036578	0.063410	0.035586	0.069471	0.018112	0.021458	0.036824	0.025286	0.014650	0.038866	0.011429	0.031024	0.014040	0.028816	0.028842	0.017322	0.014535	0.033694	0.008782	0.022750	0.010110	0.015882	0.016779	0.008559	0.008400	0.004824	0.010693	0.004888	0.025196	0.010290	0.012351	0.010361	0.018246	0.004772	0.005029	0.008151	0.004429	0.007160	0.015574	0.004153	0.007686	0.003359	0.004072	0.018099	0.006639	0.002594	0.005266	0.006306	0.003211	0.005310	0.010012
property	0.005342	0.020117	0.007238	0.024154	0.008326	0.011792	0.021787	0.007488	0.040521	0.026050	0.017675	0.157513	0.012724	0.020749	0.012060	0.013035	0.105037	0.003334	0.010886	0.025033	0.004770	0.120448	0.003206	0.011122	0.053563	0.007300	0.003482	0.006377	0.032891	0.005661	0.023020	0.005539	0.014846	0.022072	0.009822	0.001961	0.006523	0.010920	0.003130	0.013047	0.009288	0.005908	0.003186	0.022876	0.002653	0.007597	0.015291	0.000610	0.004315	0.001538	0.000740	0.000951	0.000810	0.013677
must	0.006479	0.075474	0.044352	0.083655	0.002422	0.005918	0.034957	0.005514	0.072974	0.025895	0.041990	0.099776	0.005537	0.020936	0.003709	0.071020	0.043037	0.003852	0.031261	0.012107	0.020827	0.058043	0.005350	0.016136	0.022708	0.001948	0.017556	0.006506	0.008412	0.016999	0.009753	0.005118	0.005850	0.009145	0.001398	0.002059	0.006903	0.003338	0.002244	0.009591	0.011553	0.001693	0.005807	0.013686	0.002805	0.002625	0.017109	0.001017	0.010909	0.000510	0.001853	0.000363	0.001025	0.008297
