TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.169424	0.002659	0.001783	0.004778	0.003573	0.000892	0.005632	0.006874	0.009679	0.002906	0.000867	0.002336	0.000436	0.000714	0.000520	0.002370	0.004748	0.001028	0.000360	0.000660	0.002889	0.001909	0.001181	0.001969	0.001535	0.000558	0.001814	0.020669	0.002577	0.000335	0.001689	0.000306	0.003663	0.001479	0.000385	0.001609	0.002770	0.001605	0.001319	0.001014	0.002509	0.000464	0.000672	0.001622	0.000957	0.001821	0.003833	0.000369	0.001725	0.005248	0.009597	0.006254	0.011021	0.680395
Although	0.065493	0.008262	0.003549	0.002823	0.005083	0.000959	0.000917	0.004209	0.004280	0.030003	0.006481	0.002084	0.003122	0.000984	0.002288	0.000961	0.000521	0.001193	0.001014	0.000178	0.001383	0.000234	0.000808	0.000120	0.000269	0.000095	0.000115	0.004016	0.000138	0.000636	0.000675	0.000042	0.000192	0.000066	0.000467	0.000739	0.000679	0.000199	0.000478	0.000066	0.000243	0.000033	0.000241	0.000102	0.000098	0.000095	0.000235	0.000015	0.000019	0.000135	0.000113	0.000273	0.002108	0.840468
other	0.070466	0.026717	0.005351	0.007794	0.014694	0.001937	0.001398	0.004298	0.002783	0.020627	0.004475	0.001175	0.004711	0.002278	0.005070	0.001252	0.000468	0.003235	0.001550	0.000197	0.002414	0.000109	0.000547	0.000284	0.000179	0.000188	0.000081	0.001034	0.000125	0.000888	0.000912	0.000221	0.000315	0.000073	0.000414	0.000897	0.000664	0.000243	0.000395	0.000061	0.000355	0.000117	0.000224	0.000108	0.000119	0.000147	0.000463	0.000063	0.000035	0.000185	0.000106	0.000234	0.001123	0.806199
types	0.064418	0.097560	0.035260	0.022675	0.045649	0.009505	0.018181	0.018504	0.021235	0.082952	0.014223	0.008411	0.012471	0.008097	0.008798	0.022410	0.005870	0.014770	0.008036	0.003994	0.008887	0.001553	0.003716	0.001873	0.002399	0.002231	0.001577	0.011295	0.000992	0.002986	0.006824	0.003654	0.002797	0.001187	0.001686	0.004419	0.003630	0.004323	0.001811	0.001380	0.003224	0.001511	0.001004	0.001470	0.000493	0.001433	0.006465	0.000462	0.000489	0.002655	0.001444	0.001417	0.002672	0.383021
of	0.099567	0.141531	0.078697	0.030476	0.036269	0.007259	0.009665	0.014461	0.004232	0.013398	0.004789	0.002536	0.009188	0.006752	0.006752	0.010708	0.002474	0.009443	0.007992	0.001835	0.005900	0.000343	0.001433	0.000841	0.000366	0.000577	0.000722	0.005268	0.000372	0.001313	0.001134	0.000790	0.001797	0.000301	0.000644	0.002323	0.000923	0.001342	0.001070	0.000636	0.000748	0.000328	0.000806	0.000331	0.000183	0.000456	0.001765	0.000432	0.000414	0.001499	0.000781	0.001007	0.003182	0.461952
for	0.030523	0.047153	0.028265	0.036350	0.035360	0.004919	0.022654	0.037970	0.022572	0.012498	0.002012	0.008713	0.002924	0.004246	0.001476	0.007094	0.011496	0.007581	0.002522	0.005200	0.006132	0.003821	0.001589	0.000954	0.001988	0.001237	0.001223	0.007110	0.002745	0.000572	0.002930	0.001228	0.008049	0.005031	0.000797	0.003517	0.003166	0.001944	0.000698	0.000417	0.000821	0.000306	0.000631	0.001159	0.000177	0.000340	0.000668	0.000121	0.000297	0.001633	0.001109	0.001925	0.002454	0.601682
##feit	0.015206	0.036696	0.040904	0.053591	0.054200	0.028800	0.019265	0.042020	0.118296	0.122595	0.009693	0.020375	0.002264	0.011103	0.002212	0.041102	0.015787	0.011746	0.003026	0.004651	0.011332	0.011559	0.006767	0.002315	0.003382	0.002071	0.004601	0.006471	0.003409	0.000430	0.003037	0.000780	0.005475	0.003620	0.001097	0.003828	0.002995	0.002933	0.001109	0.000729	0.000318	0.000093	0.000287	0.003060	0.000162	0.000357	0.000333	0.000119	0.000422	0.001587	0.000320	0.001199	0.001540	0.258731
##ed	0.029711	0.029244	0.040341	0.097862	0.196686	0.066310	0.030186	0.014145	0.061313	0.059548	0.022858	0.017604	0.002738	0.015455	0.005886	0.024049	0.058383	0.014856	0.010808	0.007923	0.009095	0.010433	0.002211	0.006236	0.004912	0.003309	0.008057	0.029008	0.014095	0.001317	0.002175	0.001932	0.002968	0.003380	0.001252	0.002423	0.002905	0.003233	0.002338	0.000864	0.000792	0.000765	0.000490	0.002584	0.000496	0.001049	0.002078	0.000291	0.002219	0.005910	0.001427	0.001579	0.002713	0.059562
property	0.022631	0.014752	0.017769	0.082371	0.068271	0.016454	0.096230	0.093477	0.027975	0.090880	0.016686	0.047077	0.005254	0.004918	0.002924	0.041978	0.032101	0.015040	0.005457	0.007020	0.024634	0.019950	0.005701	0.011218	0.019837	0.011377	0.014452	0.019409	0.007834	0.000771	0.009746	0.002788	0.004849	0.005120	0.001187	0.004028	0.007312	0.014911	0.002477	0.001436	0.007478	0.004608	0.000575	0.001803	0.000685	0.001998	0.002141	0.000255	0.000627	0.002867	0.001215	0.002278	0.002742	0.072425
must	0.028377	0.275895	0.085464	0.124448	0.139940	0.005832	0.034649	0.025139	0.020057	0.051398	0.020498	0.002261	0.009665	0.007368	0.004298	0.006008	0.001945	0.024254	0.005787	0.000730	0.003673	0.000283	0.007920	0.005463	0.000503	0.000967	0.001138	0.005332	0.000278	0.000450	0.000096	0.000089	0.000327	0.000112	0.000794	0.003889	0.000518	0.001340	0.001985	0.000885	0.001003	0.000268	0.000458	0.000228	0.000051	0.000097	0.000127	0.000055	0.000046	0.000274	0.000036	0.000095	0.001092	0.086114
