TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.027474	0.011628	0.000947	0.003431	0.003080	0.001214	0.004109	0.001443	0.002709	0.030440	0.004718	0.002379	0.002606	0.008853	0.001005	0.002054	0.000446	0.002609	0.001231	0.000279	0.000342	0.003626	0.004631	0.005979	0.001226	0.000134	0.000706	0.002962	0.001093	0.000626	0.000398	0.000203	0.000280	0.000470	0.001093	0.010883	0.031830	0.013177	0.005161	0.004570	0.009163	0.007890	0.011845	0.007049	0.003168	0.002230	0.000891	0.000673	0.003326	0.005520	0.002480	0.002345	0.374684	0.366692
Although	0.004268	0.031561	0.016211	0.014130	0.004038	0.004171	0.004284	0.001837	0.003897	0.072365	0.004986	0.006262	0.002163	0.002307	0.000999	0.004167	0.003183	0.012589	0.019647	0.001648	0.000808	0.002998	0.003699	0.003230	0.000815	0.000049	0.000469	0.003772	0.001223	0.000109	0.000101	0.000044	0.000226	0.000600	0.001825	0.497090	0.025490	0.004382	0.001256	0.001900	0.002518	0.000725	0.007090	0.004839	0.000398	0.000717	0.000607	0.000405	0.000931	0.000249	0.000131	0.000266	0.077535	0.138791
other	0.000522	0.121246	0.036959	0.046026	0.014785	0.011707	0.012895	0.005266	0.005420	0.184416	0.029767	0.020960	0.035047	0.087276	0.024823	0.031217	0.001649	0.020240	0.031467	0.002264	0.002908	0.003303	0.009940	0.015975	0.000848	0.000557	0.002349	0.002729	0.000991	0.000070	0.000438	0.000146	0.000398	0.000570	0.000874	0.061387	0.004796	0.000725	0.001423	0.000584	0.001215	0.000543	0.002454	0.001049	0.000124	0.000342	0.000456	0.000200	0.003048	0.000458	0.000077	0.000476	0.070016	0.084580
types	0.004401	0.046681	0.013954	0.039492	0.017913	0.026975	0.018427	0.033492	0.012418	0.105715	0.042335	0.019532	0.008362	0.013705	0.005239	0.052266	0.003743	0.009262	0.008416	0.002605	0.002654	0.006094	0.004899	0.007736	0.003713	0.001916	0.002760	0.003668	0.001756	0.000068	0.001064	0.001114	0.000751	0.001469	0.001183	0.019643	0.014963	0.006917	0.003306	0.002386	0.004997	0.003844	0.009377	0.005526	0.000745	0.002127	0.000805	0.000624	0.005693	0.003371	0.000296	0.001935	0.125871	0.261800
of	0.003028	0.022849	0.013526	0.071603	0.021840	0.022958	0.027083	0.030085	0.011024	0.118396	0.061276	0.026589	0.039040	0.059210	0.024145	0.085978	0.002739	0.021605	0.013072	0.004126	0.007330	0.008479	0.004557	0.008759	0.003360	0.001921	0.003769	0.002447	0.000762	0.000090	0.002340	0.001513	0.000658	0.001146	0.000459	0.020899	0.015836	0.004327	0.000904	0.000543	0.002027	0.000804	0.011761	0.008774	0.000440	0.000481	0.000261	0.000154	0.000698	0.000437	0.000091	0.000341	0.091833	0.111627
for	0.005882	0.002645	0.004672	0.052214	0.013102	0.011304	0.017894	0.018897	0.034704	0.014626	0.006275	0.009429	0.002680	0.001588	0.002275	0.007312	0.004363	0.003470	0.008072	0.005514	0.002512	0.002965	0.001214	0.001269	0.001298	0.000408	0.001188	0.005033	0.003622	0.000114	0.000531	0.000100	0.000272	0.001209	0.000222	0.002933	0.005162	0.001041	0.000370	0.000504	0.001186	0.000178	0.000942	0.005036	0.000045	0.000102	0.000109	0.000037	0.000199	0.000800	0.000148	0.000447	0.088173	0.643712
##feit	0.008746	0.005996	0.003761	0.025095	0.010335	0.016491	0.012683	0.011941	0.024263	0.008381	0.008598	0.008343	0.014379	0.005025	0.004633	0.012205	0.004193	0.001270	0.002508	0.006351	0.002195	0.001509	0.000894	0.001117	0.001845	0.000815	0.004497	0.004377	0.004219	0.000057	0.000824	0.000131	0.000557	0.001720	0.000593	0.004310	0.012265	0.001560	0.000479	0.001009	0.003128	0.000597	0.001799	0.014707	0.000099	0.000164	0.000111	0.000059	0.000505	0.001646	0.000157	0.001099	0.089388	0.646376
##ed	0.008591	0.013714	0.012771	0.054475	0.015975	0.030921	0.025926	0.027699	0.017305	0.045799	0.032138	0.018538	0.029302	0.012630	0.014398	0.045817	0.005254	0.004209	0.006606	0.006670	0.003958	0.003143	0.001160	0.003037	0.003577	0.000841	0.002566	0.003018	0.001615	0.000044	0.001370	0.000256	0.000428	0.001051	0.000634	0.013370	0.035134	0.003697	0.000857	0.001214	0.004769	0.000604	0.004535	0.015078	0.000196	0.000254	0.000152	0.000098	0.000893	0.001033	0.000228	0.000657	0.104170	0.357621
property	0.010217	0.005612	0.003391	0.063742	0.008503	0.018207	0.012835	0.026842	0.012626	0.010848	0.007473	0.005390	0.003922	0.002066	0.002697	0.026678	0.004995	0.006219	0.002906	0.004873	0.004335	0.002658	0.003217	0.001749	0.004011	0.001481	0.003200	0.006583	0.006008	0.000089	0.001585	0.001209	0.002472	0.004598	0.001078	0.005073	0.007432	0.002963	0.000386	0.000432	0.002458	0.001453	0.003570	0.010217	0.000555	0.002000	0.000535	0.000437	0.002869	0.008384	0.000600	0.004038	0.114151	0.548130
must	0.002748	0.382296	0.011099	0.008414	0.002925	0.003318	0.003639	0.001064	0.002602	0.016913	0.006040	0.007099	0.024175	0.050704	0.008004	0.009964	0.004854	0.022300	0.103522	0.010671	0.006010	0.004310	0.018009	0.024639	0.002650	0.000320	0.002662	0.003406	0.002238	0.000805	0.000612	0.000078	0.000597	0.000591	0.001098	0.026270	0.031552	0.003040	0.001963	0.003243	0.002489	0.000533	0.004327	0.010254	0.000454	0.000595	0.000760	0.000214	0.001365	0.000622	0.000581	0.000777	0.058645	0.101940
