TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.005479	0.000463	0.000777	0.000245	0.001801	0.000757	0.000334	0.000941	0.000162	0.000923	0.000913	0.001286	0.000498	0.000320	0.000555	0.001117	0.000321	0.001285	0.000174	0.000022	0.000542	0.001055	0.000211	0.000193	0.001994	0.000430	0.002838	0.000831	0.000383	0.000041	0.000991	0.000809	0.000217	0.000557	0.002102	0.001983	0.003175	0.001193	0.001305	0.000403	0.000485	0.000763	0.001877	0.000663	0.000546	0.001294	0.000631	0.001495	0.001142	0.000024	0.000056	0.000369	0.385196	0.565835
Although	0.016154	0.020365	0.001129	0.000872	0.000684	0.000336	0.000092	0.000091	0.000131	0.003250	0.000597	0.000342	0.001084	0.001614	0.000769	0.000467	0.000299	0.003640	0.000403	0.000031	0.000167	0.000145	0.001886	0.000174	0.000173	0.000070	0.000147	0.000171	0.000124	0.000054	0.000081	0.000098	0.000055	0.000154	0.003738	0.004594	0.001003	0.002203	0.000962	0.000419	0.000439	0.001327	0.002901	0.001090	0.004640	0.001283	0.000853	0.001437	0.000143	0.000015	0.000069	0.000071	0.389846	0.527120
other	0.007230	0.001355	0.007377	0.001222	0.003453	0.000538	0.000305	0.000150	0.000456	0.003077	0.001361	0.000870	0.001620	0.001751	0.001322	0.000898	0.000323	0.001063	0.001863	0.001553	0.001057	0.000341	0.000463	0.000321	0.000413	0.000272	0.001036	0.000171	0.000297	0.000417	0.001044	0.000751	0.000178	0.001551	0.000396	0.004173	0.000491	0.002201	0.000444	0.000131	0.000075	0.000415	0.005173	0.000390	0.002442	0.002877	0.006233	0.001997	0.000607	0.000039	0.000207	0.000062	0.376425	0.549125
types	0.012273	0.004880	0.050633	0.005907	0.009945	0.007805	0.006887	0.003587	0.003800	0.001224	0.001140	0.002767	0.000838	0.000860	0.000990	0.002196	0.005819	0.005633	0.000863	0.000709	0.000946	0.001993	0.009789	0.000351	0.002414	0.000284	0.006725	0.001086	0.001390	0.000236	0.000296	0.000431	0.001535	0.001797	0.000861	0.002479	0.002649	0.000348	0.000344	0.000560	0.000281	0.000488	0.003181	0.001244	0.003248	0.000364	0.001764	0.000607	0.000218	0.000019	0.000670	0.000562	0.342043	0.480042
of	0.002330	0.000325	0.003549	0.693644	0.005173	0.000818	0.007216	0.001404	0.008090	0.001243	0.000628	0.002878	0.000733	0.007826	0.000496	0.000708	0.006277	0.003253	0.000244	0.001034	0.000142	0.001493	0.000087	0.000056	0.001408	0.000019	0.001124	0.001389	0.007984	0.000119	0.000874	0.000073	0.000381	0.006380	0.001742	0.000454	0.000404	0.000117	0.000154	0.000174	0.002475	0.001216	0.000305	0.003016	0.000369	0.000093	0.000311	0.000114	0.000150	0.000033	0.001205	0.000097	0.092056	0.126117
for	0.004818	0.000308	0.009964	0.003800	0.035942	0.003337	0.000276	0.000656	0.000433	0.001001	0.000951	0.000315	0.000361	0.000121	0.000409	0.000238	0.000194	0.000675	0.000205	0.000043	0.000283	0.000208	0.000413	0.000051	0.000202	0.000092	0.002054	0.000539	0.000696	0.000090	0.000251	0.000550	0.000234	0.000539	0.000749	0.002980	0.000824	0.001307	0.000568	0.000120	0.000065	0.000394	0.004240	0.000964	0.001862	0.001175	0.000905	0.000993	0.000949	0.000014	0.000025	0.000074	0.358923	0.552621
##feit	0.003611	0.000494	0.018844	0.005220	0.013259	0.363237	0.003792	0.000890	0.001169	0.001222	0.005569	0.000712	0.004651	0.002376	0.002670	0.002197	0.003113	0.002060	0.001250	0.004644	0.002581	0.000625	0.001312	0.000888	0.001430	0.000348	0.007231	0.000912	0.001114	0.000273	0.001425	0.002994	0.003845	0.002587	0.000729	0.002372	0.000937	0.000785	0.000321	0.001205	0.000749	0.001106	0.003593	0.002046	0.000651	0.000977	0.001722	0.001021	0.006445	0.002290	0.000504	0.000191	0.204460	0.299352
##ed	0.002710	0.000199	0.005161	0.017919	0.008074	0.034641	0.260275	0.002425	0.008544	0.001680	0.001901	0.008482	0.000680	0.004580	0.000691	0.002901	0.009145	0.002479	0.000472	0.057218	0.001147	0.007346	0.000116	0.000308	0.009092	0.000172	0.001562	0.001862	0.001997	0.000184	0.002096	0.000259	0.003156	0.024677	0.000384	0.001131	0.000436	0.000219	0.000056	0.000154	0.000219	0.000215	0.001412	0.001424	0.000250	0.000251	0.002388	0.000164	0.001184	0.000394	0.163129	0.002853	0.143942	0.195648
property	0.005789	0.000225	0.015268	0.002197	0.012554	0.020444	0.156427	0.053735	0.022190	0.002202	0.001520	0.008658	0.000658	0.000775	0.000479	0.004212	0.013585	0.002514	0.000406	0.007555	0.010719	0.010506	0.000772	0.000278	0.018185	0.000474	0.006311	0.006497	0.002380	0.000483	0.002966	0.002183	0.005943	0.011677	0.002256	0.001074	0.000990	0.000149	0.000076	0.000400	0.000097	0.000203	0.002580	0.000541	0.000278	0.000139	0.001170	0.000328	0.000555	0.000143	0.001801	0.003455	0.246825	0.326173
must	0.004390	0.001282	0.007264	0.015847	0.013259	0.009219	0.004593	0.002139	0.009234	0.025850	0.004498	0.004524	0.010011	0.002119	0.001431	0.001675	0.002999	0.001675	0.001021	0.002482	0.001921	0.001503	0.000463	0.000178	0.000558	0.000099	0.000486	0.001424	0.004446	0.000424	0.000507	0.000480	0.000963	0.002473	0.000891	0.002543	0.001644	0.001810	0.000730	0.000458	0.000417	0.000229	0.001466	0.004127	0.001250	0.001121	0.003484	0.000753	0.000436	0.000088	0.000695	0.000499	0.354406	0.481516
be	0.002268	0.001188	0.002104	0.000546	0.003391	0.002486	0.000917	0.000453	0.001634	0.029282	0.008180	0.005104	0.002949	0.001464	0.005104	0.000690	0.000908	0.001526	0.000668	0.000567	0.000716	0.001306	0.000291	0.000208	0.000635	0.000515	0.000334	0.000049	0.000256	0.000114	0.000288	0.000097	0.000037	0.000417	0.000323	0.001627	0.000403	0.000389	0.000188	0.000137	0.000055	0.000080	0.000776	0.000420	0.000363	0.000284	0.000407	0.000100	0.000191	0.000018	0.000210	0.000097	0.386562	0.530681
sold	0.002257	0.000453	0.004120	0.000534	0.002196	0.011349	0.004679	0.001096	0.003826	0.008369	0.036569	0.012037	0.005242	0.002093	0.003274	0.003339	0.006609	0.002618	0.008268	0.002839	0.021449	0.006861	0.001349	0.002178	0.007048	0.000840	0.008049	0.000476	0.000716	0.001735	0.003212	0.001159	0.003407	0.003310	0.000220	0.001037	0.000444	0.000640	0.000454	0.000559	0.000200	0.000033	0.000695	0.001830	0.000200	0.000558	0.001588	0.000326	0.003048	0.000145	0.001451	0.001115	0.329535	0.472365
in	0.002584	0.000219	0.003745	0.003940	0.004269	0.000728	0.001902	0.002232	0.006557	0.027130	0.021786	0.026983	0.092429	0.023787	0.010846	0.011247	0.003046	0.002602	0.008570	0.006994	0.012075	0.028274	0.000985	0.004048	0.022650	0.006734	0.011010	0.000305	0.000852	0.002496	0.026390	0.005488	0.001911	0.008581	0.007917	0.001482	0.002298	0.000886	0.000884	0.000333	0.000574	0.000544	0.001030	0.002529	0.001615	0.001875	0.003690	0.002587	0.002676	0.000445	0.000643	0.001323	0.242370	0.330903
order	0.001014	0.000322	0.001059	0.000454	0.000323	0.000666	0.000177	0.000082	0.000478	0.003455	0.002436	0.004601	0.793096	0.019740	0.008141	0.001159	0.000295	0.000260	0.000553	0.004185	0.000823	0.003835	0.000375	0.001357	0.003148	0.004220	0.001971	0.000076	0.000143	0.000129	0.003953	0.006111	0.008055	0.004143	0.001430	0.001286	0.001035	0.000602	0.001362	0.000400	0.000138	0.001262	0.000909	0.000320	0.001406	0.000459	0.001652	0.000487	0.000333	0.000466	0.000688	0.000091	0.046829	0.058009
to	0.001106	0.000632	0.004495	0.003963	0.002850	0.000467	0.000189	0.000226	0.000556	0.011039	0.013597	0.001918	0.260354	0.172745	0.034971	0.007155	0.001318	0.001834	0.005171	0.002991	0.002651	0.003059	0.001705	0.008143	0.005271	0.005974	0.005684	0.000065	0.000235	0.001575	0.010562	0.002237	0.001233	0.004828	0.003431	0.001983	0.001885	0.000790	0.000782	0.000265	0.000385	0.001264	0.002282	0.002077	0.004756	0.001647	0.004520	0.002122	0.001133	0.000098	0.000181	0.000116	0.160065	0.229419
recognize	0.007860	0.000612	0.002677	0.001248	0.003802	0.003138	0.001509	0.000374	0.001708	0.005995	0.003659	0.002565	0.031169	0.027187	0.043609	0.007426	0.007988	0.003902	0.001425	0.005199	0.004678	0.002649	0.004195	0.007214	0.013058	0.005302	0.006812	0.000199	0.001054	0.001394	0.005712	0.005857	0.002226	0.009250	0.003682	0.002706	0.001173	0.000936	0.000568	0.000549	0.000505	0.001184	0.006542	0.003359	0.004430	0.003122	0.006081	0.002894	0.002109	0.000307	0.001091	0.000173	0.313960	0.411979
revenue	0.002585	0.000101	0.005701	0.000979	0.007823	0.006221	0.002459	0.000721	0.000849	0.001381	0.001236	0.000445	0.001378	0.001328	0.002117	0.038482	0.022848	0.002470	0.001707	0.005620	0.003412	0.001095	0.000699	0.003229	0.004151	0.000889	0.003631	0.003710	0.001644	0.001056	0.001742	0.008012	0.006999	0.017111	0.000398	0.001315	0.000984	0.000811	0.000254	0.000423	0.000162	0.000487	0.003940	0.000752	0.000567	0.000648	0.002668	0.000994	0.000508	0.000044	0.000245	0.000678	0.331401	0.488890
,	0.018221	0.000117	0.002497	0.001228	0.002043	0.000515	0.005836	0.000749	0.028282	0.003200	0.001604	0.009066	0.000591	0.000726	0.000989	0.016531	0.194874	0.014106	0.005405	0.004539	0.003319	0.006295	0.000535	0.001344	0.004743	0.000287	0.004190	0.003104	0.008350	0.002219	0.001986	0.001612	0.003772	0.051211	0.005867	0.001216	0.000615	0.000194	0.000087	0.000070	0.000320	0.000184	0.003570	0.002820	0.002390	0.001654	0.005053	0.001498	0.000541	0.000052	0.000188	0.000882	0.235365	0.333349
or	0.006381	0.000542	0.002024	0.001367	0.001544	0.000344	0.000328	0.000461	0.001841	0.006795	0.002535	0.000929	0.004043	0.003225	0.001009	0.002761	0.007841	0.330301	0.027196	0.000116	0.000255	0.000910	0.029930	0.000517	0.000669	0.000096	0.000625	0.000051	0.000291	0.003504	0.000473	0.000126	0.000036	0.000500	0.004981	0.003646	0.000122	0.000365	0.000203	0.000110	0.000200	0.000249	0.000706	0.000496	0.000593	0.000122	0.000037	0.000081	0.000072	0.000009	0.000075	0.000045	0.224177	0.324146
construct	0.003297	0.000375	0.005462	0.001224	0.001713	0.003142	0.000091	0.000042	0.000112	0.001099	0.003341	0.000250	0.007381	0.002769	0.015318	0.008670	0.000455	0.000872	0.006002	0.001086	0.002163	0.000200	0.009921	0.003404	0.000336	0.001325	0.003595	0.000285	0.000345	0.003036	0.002135	0.011962	0.002120	0.001182	0.000335	0.000438	0.000207	0.001426	0.001001	0.000105	0.000078	0.000821	0.001344	0.000592	0.001495	0.002257	0.001281	0.001597	0.001239	0.000168	0.000077	0.000051	0.371880	0.508900
##ively	0.000684	0.000390	0.013839	0.004305	0.000669	0.006005	0.007878	0.000212	0.000763	0.004589	0.004429	0.003076	0.022365	0.021251	0.004339	0.008667	0.007157	0.001699	0.011344	0.612981	0.009197	0.003405	0.002211	0.005059	0.003493	0.000821	0.004390	0.000635	0.000582	0.002669	0.005079	0.002084	0.008031	0.019052	0.000129	0.000673	0.000199	0.000276	0.000202	0.000203	0.000048	0.000068	0.000233	0.000436	0.000138	0.000426	0.002992	0.000632	0.001613	0.000878	0.129615	0.002248	0.024336	0.031305
sold	0.002267	0.000199	0.003854	0.000636	0.001602	0.010841	0.009142	0.001345	0.002095	0.004761	0.021309	0.005100	0.009780	0.005729	0.008558	0.013998	0.015289	0.004583	0.015356	0.041701	0.148077	0.008301	0.000870	0.004394	0.014669	0.002020	0.006626	0.000686	0.000499	0.004585	0.010856	0.002141	0.015187	0.006768	0.000691	0.000593	0.000191	0.000332	0.000304	0.000455	0.000179	0.000036	0.000333	0.000664	0.000085	0.000360	0.004066	0.000504	0.003673	0.000576	0.006669	0.003159	0.238719	0.334587
(	0.002540	0.000320	0.002069	0.001826	0.002069	0.000789	0.006508	0.005222	0.002710	0.010478	0.009794	0.024608	0.006583	0.014815	0.005726	0.032705	0.003857	0.002147	0.008818	0.021445	0.008171	0.030818	0.001511	0.010819	0.022444	0.004084	0.003147	0.001638	0.000442	0.003641	0.042663	0.006390	0.001609	0.015533	0.000599	0.000380	0.000332	0.000950	0.000808	0.000507	0.000234	0.000393	0.000843	0.000829	0.000883	0.001842	0.002534	0.001374	0.001555	0.000207	0.002798	0.006388	0.287811	0.370794
