TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.035433	0.027959	0.013545	0.005731	0.010912	0.001288	0.000943	0.002769	0.003555	0.031093	0.005459	0.004093	0.006102	0.004670	0.005676	0.007162	0.002986	0.011742	0.012129	0.000300	0.002333	0.004474	0.020451	0.008921	0.001451	0.003358	0.004762	0.003254	0.002155	0.005892	0.001434	0.003173	0.002212	0.004685	0.020731	0.022439	0.022934	0.023773	0.014375	0.012873	0.004193	0.005554	0.008685	0.013684	0.008805	0.010679	0.005911	0.003311	0.001487	0.000873	0.000701	0.003812	0.016234	0.536845
Although	0.013303	0.027855	0.002728	0.002247	0.019058	0.000926	0.000362	0.001352	0.000419	0.259620	0.012003	0.000810	0.002020	0.001979	0.007572	0.003278	0.000093	0.006657	0.004134	0.000024	0.000502	0.000221	0.004187	0.000318	0.000098	0.000303	0.000234	0.000238	0.000072	0.001844	0.000131	0.000523	0.000061	0.000232	0.007294	0.009404	0.001803	0.009072	0.003308	0.000077	0.000208	0.000226	0.001316	0.000201	0.000226	0.003271	0.000885	0.000321	0.000175	0.000016	0.000079	0.000130	0.003303	0.583281
other	0.075443	0.184507	0.011438	0.012452	0.007500	0.008066	0.000261	0.001621	0.000691	0.012890	0.012607	0.000588	0.002234	0.000800	0.000641	0.001797	0.000107	0.050107	0.016041	0.000460	0.001490	0.000141	0.003016	0.003089	0.000274	0.002662	0.002604	0.000456	0.000009	0.004793	0.000069	0.000155	0.001634	0.000909	0.002345	0.011668	0.038349	0.035710	0.004719	0.000111	0.001292	0.000663	0.001044	0.000122	0.000506	0.002377	0.001095	0.003348	0.004736	0.000079	0.000033	0.000169	0.010100	0.459984
types	0.021169	0.033671	0.241204	0.008516	0.092196	0.000363	0.000003	0.002243	0.001361	0.001406	0.001658	0.000837	0.000973	0.000369	0.000701	0.009524	0.000004	0.003847	0.005321	0.000091	0.000583	0.000865	0.000252	0.000124	0.000123	0.000862	0.009279	0.000027	0.000014	0.000992	0.000017	0.002120	0.000094	0.002118	0.001580	0.002453	0.002885	0.002841	0.001914	0.000086	0.002076	0.000860	0.000898	0.000028	0.000231	0.000527	0.004434	0.002471	0.000416	0.000002	0.000332	0.000201	0.004705	0.528132
of	0.056878	0.175729	0.007796	0.152826	0.014475	0.001936	0.023619	0.001567	0.004873	0.011857	0.010274	0.010580	0.010442	0.005133	0.004030	0.005059	0.003268	0.020513	0.006821	0.002679	0.001264	0.002235	0.001090	0.001422	0.001027	0.000893	0.000559	0.000916	0.001567	0.000808	0.000988	0.002330	0.004403	0.001998	0.001663	0.004274	0.001098	0.006964	0.011798	0.000632	0.001707	0.001320	0.004920	0.002666	0.000544	0.003205	0.002733	0.000286	0.000219	0.000039	0.001732	0.000104	0.008269	0.393971
for	0.009702	0.001808	0.000962	0.002157	0.004479	0.000653	0.578531	0.008672	0.001544	0.029008	0.005017	0.004719	0.000686	0.004772	0.002657	0.004549	0.006005	0.002612	0.000474	0.006145	0.000634	0.001391	0.000282	0.000100	0.000067	0.000663	0.001204	0.000481	0.000999	0.000109	0.000186	0.001456	0.000138	0.001082	0.000419	0.001534	0.000087	0.000299	0.000848	0.000322	0.000146	0.000267	0.000249	0.000504	0.000158	0.000265	0.000873	0.001470	0.000306	0.000152	0.008171	0.000721	0.002900	0.296365
##feit	0.058533	0.000648	0.000039	0.000133	0.005792	0.434839	0.034991	0.081565	0.018021	0.000035	0.001159	0.002504	0.000849	0.000749	0.002096	0.025766	0.011110	0.002471	0.000011	0.000227	0.004552	0.001360	0.000026	0.000167	0.001653	0.006834	0.000145	0.000422	0.000191	0.000004	0.006385	0.004931	0.000636	0.000567	0.000011	0.001765	0.000065	0.000023	0.000243	0.000040	0.000002	0.000059	0.000073	0.001467	0.000030	0.000104	0.002531	0.000183	0.000078	0.004856	0.002535	0.004356	0.014441	0.257725
##ed	0.082266	0.001232	0.000054	0.001254	0.003787	0.014905	0.734434	0.000027	0.001244	0.000107	0.008824	0.001152	0.000673	0.000261	0.000983	0.000191	0.000660	0.002665	0.000130	0.003576	0.002366	0.000306	0.000110	0.000701	0.000196	0.000340	0.000095	0.000946	0.000231	0.000140	0.000054	0.001099	0.000173	0.000186	0.000498	0.002422	0.000056	0.000044	0.000230	0.000023	0.000016	0.000086	0.000054	0.000289	0.000111	0.000136	0.000114	0.000111	0.000548	0.000032	0.001665	0.000021	0.024144	0.104032
property	0.073267	0.001991	0.002342	0.003602	0.016517	0.001297	0.091104	0.016830	0.041550	0.000110	0.002959	0.171489	0.001235	0.001169	0.001821	0.020951	0.003218	0.009901	0.000489	0.000563	0.000803	0.096886	0.000110	0.000193	0.079620	0.003420	0.006443	0.004714	0.003591	0.000156	0.002401	0.001416	0.010394	0.012231	0.000110	0.003833	0.000366	0.000888	0.001175	0.000022	0.000055	0.000475	0.001669	0.000921	0.000248	0.001625	0.002979	0.000182	0.001137	0.000078	0.000388	0.000273	0.016825	0.281969
must	0.027516	0.187668	0.063639	0.002605	0.037965	0.002419	0.000578	0.000656	0.002907	0.008443	0.029548	0.004772	0.083397	0.000952	0.016385	0.016790	0.000562	0.014420	0.007403	0.001457	0.001133	0.001647	0.016509	0.001139	0.002827	0.000259	0.000983	0.000106	0.000564	0.000556	0.000181	0.000190	0.000376	0.000485	0.011154	0.010474	0.004337	0.001397	0.000820	0.000115	0.001165	0.005071	0.002026	0.000184	0.007630	0.000941	0.000228	0.000280	0.000257	0.000001	0.000376	0.000059	0.010475	0.405972
