TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.250861	0.000754	0.000646	0.000627	0.000402	0.000208	0.000698	0.001006	0.002162	0.000527	0.000591	0.000601	0.000045	0.000205	0.000080	0.000542	0.000218	0.000186	0.000497	0.000152	0.000145	0.000549	0.000084	0.000390	0.000076	0.000099	0.000247	0.000214	0.000118	0.000057	0.000094	0.000126	0.000045	0.000254	0.000029	0.000829	0.000353	0.000849	0.002020	0.006755	0.002024	0.009014	0.001281	0.001601	0.000256	0.000476	0.000575	0.000651	0.001191	0.000273	0.000209	0.000951	0.003148	0.704010
Although	0.000920	0.016459	0.029574	0.009622	0.005610	0.011959	0.012198	0.004948	0.007491	0.369445	0.116035	0.047028	0.013095	0.007069	0.013470	0.012873	0.008025	0.006087	0.026984	0.006579	0.015344	0.032054	0.001469	0.002401	0.003789	0.005897	0.002253	0.000466	0.000332	0.000175	0.001007	0.002618	0.000883	0.000964	0.001020	0.010675	0.004042	0.004218	0.006610	0.013047	0.001894	0.000789	0.000700	0.000595	0.000810	0.001927	0.004034	0.001909	0.013726	0.000229	0.000316	0.002875	0.014130	0.121331
other	0.000287	0.062642	0.044711	0.050312	0.008900	0.017641	0.019107	0.004190	0.004765	0.093234	0.047750	0.014904	0.025230	0.035164	0.018255	0.005423	0.001429	0.008592	0.010199	0.021140	0.004392	0.003000	0.022510	0.016839	0.001578	0.001755	0.002488	0.000603	0.000247	0.000297	0.001203	0.000472	0.000905	0.000767	0.000621	0.005559	0.000226	0.000019	0.000057	0.000094	0.000438	0.000174	0.000141	0.000092	0.000227	0.000212	0.000395	0.000134	0.000228	0.000075	0.000063	0.000184	0.020220	0.419907
types	0.000498	0.027311	0.011667	0.005160	0.003596	0.037069	0.138833	0.016565	0.013686	0.021317	0.011757	0.006322	0.005962	0.004997	0.002123	0.001334	0.001391	0.004518	0.010925	0.018213	0.003324	0.003956	0.009940	0.003187	0.000425	0.000285	0.000358	0.000219	0.000065	0.000075	0.000172	0.000244	0.000243	0.000087	0.000252	0.001180	0.001391	0.000067	0.000051	0.000174	0.000156	0.000059	0.000157	0.000158	0.000215	0.000183	0.000141	0.000090	0.000289	0.000076	0.000139	0.000257	0.018927	0.610215
of	0.001017	0.010143	0.002142	0.007363	0.003468	0.022291	0.178819	0.036946	0.050022	0.017513	0.020978	0.023037	0.009193	0.004068	0.003636	0.002864	0.003199	0.005321	0.023528	0.008504	0.008460	0.014515	0.007553	0.002685	0.000602	0.000873	0.000406	0.000332	0.000321	0.000094	0.000383	0.000454	0.000103	0.000176	0.000456	0.001539	0.002206	0.000177	0.000059	0.000113	0.000174	0.000074	0.000172	0.000424	0.000176	0.000392	0.000086	0.000132	0.000260	0.000086	0.000103	0.000217	0.006026	0.516123
for	0.000520	0.011560	0.002231	0.003105	0.001161	0.004376	0.064968	0.012834	0.017834	0.002850	0.001869	0.001824	0.001518	0.000484	0.000605	0.000922	0.001862	0.001298	0.002790	0.002375	0.001011	0.001470	0.000986	0.002657	0.000129	0.000361	0.000159	0.000414	0.000150	0.000073	0.000097	0.000138	0.000041	0.000105	0.000031	0.000067	0.000515	0.000048	0.000016	0.000058	0.000108	0.000111	0.000182	0.000453	0.000030	0.000044	0.000020	0.000015	0.000014	0.000055	0.000147	0.000123	0.001817	0.851374
##feit	0.000420	0.001236	0.000420	0.000867	0.000776	0.002929	0.005883	0.003055	0.018123	0.000442	0.000771	0.000665	0.001003	0.000018	0.000047	0.000107	0.000274	0.000122	0.000135	0.000191	0.000140	0.000255	0.000277	0.000168	0.000041	0.000596	0.000069	0.000325	0.000061	0.000007	0.000020	0.000107	0.000026	0.000010	0.000024	0.000016	0.000111	0.000012	0.000003	0.000008	0.000020	0.000013	0.000024	0.000131	0.000044	0.000023	0.000006	0.000006	0.000004	0.000029	0.000030	0.000047	0.004033	0.955833
##ed	0.000795	0.007106	0.001966	0.007017	0.002572	0.011947	0.031639	0.008505	0.050588	0.003218	0.001880	0.003793	0.002213	0.000283	0.000897	0.000802	0.003626	0.001031	0.000933	0.001990	0.000675	0.002176	0.000702	0.000734	0.000334	0.000564	0.000192	0.000654	0.000372	0.000011	0.000050	0.000076	0.000082	0.000077	0.000158	0.000104	0.000810	0.000015	0.000005	0.000056	0.000233	0.000136	0.000044	0.000988	0.000077	0.000084	0.000023	0.000019	0.000030	0.000044	0.000054	0.000047	0.007486	0.840087
property	0.001111	0.001741	0.000709	0.000881	0.000517	0.003447	0.005250	0.001613	0.003344	0.001396	0.001373	0.001261	0.000564	0.000134	0.000554	0.000793	0.000671	0.000961	0.000157	0.000634	0.000058	0.000543	0.001232	0.000193	0.000239	0.000311	0.000148	0.000653	0.000113	0.000007	0.000050	0.000069	0.000104	0.000028	0.000179	0.000201	0.000476	0.000025	0.000006	0.000020	0.000046	0.000034	0.000032	0.000152	0.000071	0.000178	0.000045	0.000025	0.000178	0.000118	0.000118	0.000191	0.008279	0.958768
must	0.001110	0.043868	0.054425	0.009325	0.002439	0.012310	0.037164	0.004944	0.013555	0.031636	0.022710	0.043104	0.040970	0.016951	0.011556	0.017664	0.010334	0.020211	0.173666	0.013800	0.031345	0.023773	0.004314	0.015935	0.007492	0.009696	0.029363	0.002303	0.001241	0.003007	0.004192	0.007085	0.001753	0.001452	0.000903	0.009805	0.005532	0.002359	0.005360	0.004406	0.002012	0.001465	0.001342	0.001083	0.000660	0.001095	0.002015	0.001178	0.001731	0.000260	0.000291	0.000783	0.012791	0.220236
be	0.000626	0.033570	0.025160	0.004859	0.002566	0.006420	0.037244	0.004301	0.007530	0.012816	0.011467	0.049041	0.025816	0.009442	0.008947	0.012829	0.013267	0.011466	0.196356	0.029744	0.047640	0.082793	0.005152	0.010580	0.008263	0.035404	0.024513	0.001143	0.000229	0.001475	0.007755	0.010815	0.001177	0.001710	0.000699	0.001829	0.002638	0.000445	0.000420	0.001405	0.000324	0.000412	0.000426	0.000551	0.000165	0.000501	0.000646	0.000575	0.001143	0.000117	0.000091	0.000294	0.006098	0.239107
sold	0.000878	0.013397	0.015264	0.019723	0.002723	0.003398	0.013056	0.003163	0.025319	0.006552	0.003620	0.012003	0.012805	0.003563	0.004572	0.002778	0.002828	0.000790	0.001612	0.003027	0.001362	0.004625	0.001936	0.001331	0.001605	0.043262	0.003101	0.001052	0.000256	0.000027	0.000442	0.000742	0.000180	0.000108	0.000193	0.000998	0.003622	0.000177	0.000062	0.000232	0.000110	0.000098	0.000032	0.000486	0.000046	0.000167	0.000121	0.000069	0.000123	0.000057	0.000050	0.000164	0.007323	0.774766
in	0.000298	0.008071	0.004022	0.001631	0.000425	0.001405	0.025819	0.000582	0.001913	0.012526	0.001176	0.027370	0.006075	0.078380	0.109238	0.186452	0.038758	0.013691	0.101595	0.026932	0.011452	0.038134	0.001967	0.006457	0.003540	0.004129	0.007586	0.001302	0.000685	0.000715	0.009833	0.005931	0.004342	0.011340	0.001721	0.013702	0.006798	0.000884	0.000452	0.002434	0.000731	0.000325	0.000574	0.001520	0.000336	0.001623	0.001823	0.000648	0.002338	0.000211	0.000301	0.000297	0.002600	0.206912
order	0.000323	0.001736	0.001722	0.001856	0.000327	0.001701	0.006437	0.000452	0.001130	0.011658	0.002141	0.005849	0.001070	0.006447	0.052049	0.151245	0.056999	0.008136	0.010419	0.038209	0.039295	0.082935	0.002258	0.013880	0.006507	0.001219	0.003744	0.001469	0.000750	0.000206	0.006659	0.008392	0.007464	0.026822	0.000876	0.002325	0.002408	0.000127	0.000084	0.000329	0.000241	0.000081	0.000270	0.000543	0.000076	0.000851	0.001397	0.000839	0.003816	0.000255	0.000392	0.000313	0.001444	0.421825
to	0.000210	0.001046	0.000872	0.000803	0.000158	0.001060	0.005753	0.000314	0.001006	0.005960	0.002789	0.006370	0.000580	0.002536	0.017908	0.201711	0.122816	0.017071	0.047166	0.043893	0.046532	0.164468	0.006537	0.011013	0.005939	0.002038	0.004172	0.000608	0.000310	0.000178	0.003569	0.010403	0.013671	0.032141	0.000643	0.002666	0.004435	0.000258	0.000181	0.000173	0.000152	0.000059	0.000160	0.000303	0.000059	0.001004	0.001223	0.000549	0.006052	0.000243	0.000373	0.000566	0.001794	0.197506
