TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.031632	0.000292	0.002084	0.000222	0.000180	0.000035	0.000061	0.001048	0.000476	0.000795	0.000309	0.000529	0.000166	0.000211	0.000157	0.001098	0.000418	0.000022	0.000452	0.000005	0.000165	0.000295	0.000078	0.001483	0.000048	0.000061	0.000058	0.000842	0.000201	0.000196	0.000119	0.000232	0.000080	0.000095	0.000359	0.001448	0.001003	0.000965	0.000241	0.000359	0.000054	0.000119	0.000451	0.000217	0.000091	0.000092	0.000053	0.000106	0.000161	0.000033	0.000155	0.000353	0.010536	0.939057
Although	0.001467	0.031550	0.001780	0.000970	0.000570	0.000169	0.000073	0.000215	0.002481	0.004447	0.000941	0.001126	0.001706	0.002010	0.000349	0.000221	0.000547	0.003166	0.001523	0.000080	0.000283	0.000862	0.002368	0.000712	0.000066	0.000029	0.000079	0.000199	0.000381	0.000419	0.000177	0.000057	0.000037	0.000146	0.013897	0.017382	0.004283	0.002629	0.001049	0.000100	0.000123	0.000246	0.000623	0.000194	0.000273	0.000266	0.000337	0.000154	0.000059	0.000051	0.000067	0.000539	0.004201	0.892320
other	0.002757	0.498122	0.021172	0.003898	0.009219	0.000618	0.000297	0.000305	0.005278	0.012173	0.002958	0.002078	0.000741	0.001042	0.000818	0.000758	0.000202	0.002504	0.001554	0.000036	0.000093	0.000630	0.000290	0.000863	0.000183	0.000110	0.000123	0.000050	0.000064	0.000060	0.000089	0.000033	0.000004	0.000039	0.000602	0.010524	0.001981	0.002583	0.000848	0.000108	0.000668	0.000146	0.000034	0.000839	0.000347	0.000212	0.000105	0.000050	0.000027	0.000007	0.000005	0.000033	0.000510	0.411207
types	0.007391	0.064292	0.067669	0.003556	0.013777	0.005005	0.002860	0.007057	0.012301	0.005481	0.001221	0.004466	0.000897	0.000362	0.000142	0.001078	0.001320	0.005563	0.002516	0.000100	0.000432	0.001417	0.000947	0.000218	0.000467	0.000045	0.000105	0.000257	0.000150	0.000086	0.000106	0.000097	0.000122	0.000272	0.001139	0.009384	0.002615	0.000557	0.000297	0.000710	0.000558	0.000593	0.000299	0.000986	0.000171	0.000075	0.000073	0.000025	0.000123	0.000018	0.000036	0.000576	0.000543	0.769448
of	0.003284	0.043943	0.137852	0.176783	0.043056	0.004359	0.013448	0.005669	0.018339	0.019970	0.006310	0.011772	0.002880	0.002146	0.000667	0.001377	0.000883	0.002863	0.003893	0.000188	0.002262	0.003360	0.000241	0.001795	0.000921	0.000390	0.000489	0.000064	0.000092	0.000026	0.000133	0.000058	0.000018	0.000388	0.000286	0.008941	0.001356	0.002933	0.003726	0.001063	0.000347	0.000405	0.000666	0.000295	0.000091	0.000171	0.000123	0.000077	0.000010	0.000014	0.000014	0.000049	0.000550	0.468965
for	0.006475	0.091994	0.073716	0.162343	0.177517	0.025498	0.007375	0.005422	0.008382	0.027984	0.012532	0.005371	0.002750	0.004033	0.002341	0.002505	0.000712	0.005972	0.025262	0.001444	0.008141	0.002756	0.001111	0.006084	0.000267	0.000061	0.000139	0.000110	0.000032	0.000108	0.000107	0.000107	0.000042	0.000051	0.000809	0.005794	0.003626	0.002488	0.002283	0.000315	0.000577	0.000367	0.000695	0.000160	0.000445	0.000770	0.000264	0.000334	0.000302	0.000076	0.000008	0.000108	0.003262	0.308571
##feit	0.007085	0.048245	0.045900	0.060193	0.132307	0.027850	0.007667	0.009548	0.004062	0.029877	0.010801	0.002465	0.001612	0.001409	0.001075	0.001282	0.000185	0.004962	0.026383	0.000679	0.014756	0.001317	0.001884	0.004851	0.000244	0.000136	0.000119	0.000072	0.000014	0.000255	0.000053	0.000150	0.000042	0.000040	0.000446	0.009421	0.001563	0.001796	0.004276	0.001158	0.000462	0.000670	0.001518	0.000780	0.000744	0.001506	0.000326	0.000425	0.000439	0.000307	0.000010	0.000114	0.001019	0.525499
##ed	0.004558	0.035358	0.074036	0.101830	0.245033	0.014825	0.069231	0.011702	0.019398	0.037899	0.038624	0.025817	0.001180	0.000873	0.000736	0.001922	0.001066	0.001401	0.021889	0.000584	0.022010	0.007946	0.000550	0.006691	0.000803	0.000269	0.000405	0.000070	0.000054	0.000331	0.000066	0.000045	0.000025	0.000251	0.000205	0.006470	0.001863	0.003104	0.001619	0.000626	0.000911	0.000888	0.000349	0.000571	0.000196	0.001019	0.000629	0.000608	0.000068	0.000022	0.000024	0.000332	0.001317	0.231706
property	0.014220	0.012908	0.070387	0.015618	0.035755	0.009714	0.094031	0.199817	0.053520	0.030314	0.010405	0.031320	0.000986	0.000370	0.000191	0.004670	0.004209	0.005246	0.005994	0.000127	0.001846	0.018038	0.001338	0.000950	0.004950	0.002026	0.002669	0.003192	0.001732	0.000244	0.000266	0.000091	0.000724	0.001159	0.000400	0.005819	0.003859	0.001571	0.000365	0.000634	0.003136	0.003014	0.002639	0.002216	0.000295	0.000130	0.000056	0.000035	0.000115	0.000033	0.000062	0.001097	0.002748	0.332751
must	0.003406	0.002089	0.002030	0.001514	0.003373	0.001232	0.002768	0.002808	0.026282	0.072097	0.018940	0.008668	0.007315	0.001226	0.000243	0.000070	0.000753	0.000874	0.000961	0.000124	0.000371	0.001779	0.004654	0.002046	0.000189	0.000129	0.000325	0.000591	0.000664	0.000479	0.000026	0.000019	0.000037	0.000106	0.001980	0.003566	0.000785	0.000446	0.000450	0.000229	0.000383	0.000509	0.000812	0.000639	0.001186	0.000205	0.000174	0.000166	0.000024	0.000031	0.000034	0.000310	0.001787	0.818099
