TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.099745	0.000226	0.000180	0.000798	0.000130	0.000118	0.000131	0.000348	0.002173	0.000308	0.000087	0.000196	0.000019	0.000014	0.000014	0.000087	0.000108	0.000039	0.000110	0.000008	0.000023	0.000277	0.000052	0.000191	0.000034	0.000059	0.000011	0.000039	0.000027	0.000069	0.000022	0.000034	0.000007	0.000042	0.000030	0.000121	0.000380	0.000668	0.000147	0.000144	0.000890	0.000651	0.000226	0.001534	0.000081	0.000586	0.000320	0.000199	0.000517	0.000089	0.000140	0.000497	0.008217	0.878835
Although	0.001351	0.064636	0.002663	0.005667	0.000873	0.001539	0.018138	0.002676	0.019600	0.042541	0.011449	0.017634	0.004579	0.001145	0.000937	0.001936	0.001339	0.004046	0.000938	0.000640	0.000623	0.013058	0.001839	0.000158	0.000306	0.000151	0.000058	0.000252	0.000190	0.000209	0.000347	0.000091	0.000044	0.000240	0.004409	0.040199	0.000338	0.000470	0.000156	0.000018	0.000051	0.000035	0.000116	0.000253	0.000022	0.000067	0.000086	0.000023	0.000140	0.000355	0.000091	0.000184	0.007874	0.723219
other	0.000220	0.172185	0.017063	0.076562	0.155411	0.013895	0.035607	0.024694	0.043591	0.077720	0.070041	0.064403	0.009975	0.002380	0.001870	0.007475	0.000924	0.002685	0.002948	0.002449	0.001062	0.028841	0.001016	0.002085	0.000759	0.000606	0.000141	0.000446	0.000316	0.000372	0.000322	0.000455	0.000038	0.000263	0.000452	0.015086	0.000144	0.000180	0.000152	0.000032	0.000128	0.000169	0.000169	0.000164	0.000041	0.000035	0.000128	0.000034	0.000131	0.000148	0.000108	0.000049	0.002188	0.161642
types	0.001727	0.010830	0.007966	0.021519	0.113190	0.020981	0.068526	0.060318	0.023457	0.082516	0.119374	0.072837	0.010566	0.002693	0.003598	0.011106	0.000851	0.001671	0.001017	0.001609	0.000741	0.015053	0.001177	0.000428	0.001793	0.001513	0.000291	0.000263	0.000172	0.000500	0.001168	0.000510	0.000047	0.000277	0.000625	0.005316	0.000467	0.000666	0.000661	0.000427	0.000726	0.001468	0.000974	0.000868	0.000243	0.000323	0.000443	0.000201	0.000162	0.000179	0.000083	0.000342	0.006666	0.318876
of	0.000432	0.034001	0.002557	0.025661	0.073577	0.026522	0.071164	0.139281	0.112182	0.087520	0.112212	0.078233	0.009476	0.000956	0.000773	0.006048	0.001088	0.004128	0.002128	0.000937	0.001404	0.032451	0.002247	0.000608	0.001368	0.000794	0.000109	0.000170	0.000264	0.000419	0.000985	0.000369	0.000020	0.000198	0.000307	0.003192	0.000104	0.000123	0.000087	0.000031	0.000126	0.000414	0.000243	0.000389	0.000020	0.000097	0.000136	0.000077	0.000119	0.000082	0.000058	0.000159	0.007829	0.156123
for	0.001697	0.073237	0.016848	0.077867	0.025758	0.015301	0.042801	0.051393	0.074021	0.068078	0.052070	0.008705	0.003133	0.001624	0.000846	0.001580	0.000510	0.006545	0.011417	0.001230	0.001668	0.001191	0.004229	0.006070	0.000377	0.000305	0.000388	0.001094	0.000885	0.000379	0.000098	0.000049	0.000030	0.000102	0.000186	0.002515	0.000208	0.000160	0.000196	0.000056	0.000226	0.000309	0.000477	0.000366	0.000018	0.000033	0.000293	0.000034	0.000089	0.000645	0.000057	0.000057	0.001935	0.440616
##feit	0.002554	0.010040	0.002552	0.006229	0.004343	0.001848	0.002932	0.015626	0.027089	0.010478	0.007760	0.001206	0.005644	0.000284	0.000273	0.000190	0.000177	0.001460	0.001618	0.000141	0.000242	0.000212	0.005034	0.001606	0.000149	0.000554	0.000575	0.000834	0.000146	0.000382	0.000067	0.000049	0.000024	0.000028	0.000631	0.002753	0.000370	0.000187	0.000244	0.000023	0.000198	0.000594	0.001629	0.000405	0.000093	0.000065	0.000134	0.000040	0.000053	0.000116	0.000013	0.000294	0.007274	0.872539
##ed	0.002155	0.032706	0.001910	0.010977	0.016596	0.005630	0.007937	0.009838	0.039887	0.027996	0.031285	0.009044	0.014008	0.000748	0.000349	0.000454	0.000219	0.000653	0.001635	0.000124	0.000138	0.000540	0.002463	0.001523	0.000210	0.000296	0.000150	0.000467	0.000197	0.000176	0.000128	0.000045	0.000018	0.000050	0.000271	0.001883	0.000266	0.000056	0.000080	0.000014	0.000193	0.000547	0.000377	0.000268	0.000018	0.000019	0.000047	0.000007	0.000022	0.000022	0.000014	0.000033	0.002212	0.773095
property	0.003668	0.011690	0.004619	0.008137	0.003399	0.011730	0.017462	0.009626	0.012642	0.031048	0.032691	0.009134	0.013671	0.001295	0.001842	0.001747	0.000563	0.002357	0.003082	0.000398	0.000401	0.001220	0.001446	0.000804	0.000829	0.002049	0.000840	0.001753	0.000181	0.001187	0.000539	0.000514	0.000053	0.000081	0.000549	0.002960	0.000610	0.000151	0.000197	0.000133	0.000151	0.000164	0.000648	0.000589	0.000199	0.000239	0.000422	0.000155	0.000183	0.000322	0.000070	0.000252	0.004494	0.794811
must	0.002347	0.018022	0.001757	0.001595	0.001086	0.004906	0.015467	0.004615	0.005905	0.050931	0.130128	0.037579	0.032380	0.008927	0.004792	0.004171	0.001796	0.004133	0.007688	0.001201	0.000982	0.004959	0.003529	0.002004	0.002120	0.001209	0.000388	0.000516	0.000756	0.000976	0.002288	0.000274	0.000054	0.000079	0.001070	0.003508	0.000414	0.000145	0.000176	0.000055	0.000108	0.000118	0.000304	0.000504	0.000033	0.000089	0.000475	0.000125	0.000147	0.000292	0.000097	0.000511	0.002214	0.630051
