TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.280564	0.005924	0.007438	0.019767	0.007603	0.005210	0.004940	0.006049	0.010166	0.022054	0.009620	0.011078	0.002971	0.003158	0.002662	0.012840	0.008619	0.005803	0.007019	0.001097	0.002001	0.003555	0.003847	0.004198	0.003151	0.000513	0.003891	0.005097	0.004721	0.002108	0.000525	0.001066	0.000918	0.002811	0.002442	0.005728	0.010303	0.043021	0.020372	0.033310	0.012953	0.008644	0.022488	0.018951	0.005413	0.057650	0.015964	0.010592	0.010569	0.001463	0.003610	0.013815	0.111084	0.118643
Although	0.009482	0.014513	0.002708	0.000687	0.000730	0.001470	0.003322	0.000797	0.001482	0.001589	0.000261	0.001295	0.000262	0.001118	0.000413	0.001045	0.000878	0.004570	0.000344	0.000137	0.000159	0.000468	0.001788	0.000029	0.000098	0.000035	0.000596	0.003723	0.001364	0.000067	0.000019	0.000024	0.000583	0.000068	0.000768	0.001747	0.002471	0.001112	0.001183	0.002264	0.000993	0.000262	0.000775	0.002149	0.000477	0.001885	0.004344	0.001528	0.001594	0.000964	0.001187	0.000718	0.426422	0.491033
other	0.002701	0.020993	0.025245	0.001999	0.004939	0.003481	0.001752	0.002428	0.001767	0.030480	0.007893	0.002628	0.004016	0.006291	0.003709	0.003577	0.003249	0.001753	0.001488	0.000889	0.002183	0.000746	0.000770	0.000622	0.000661	0.000956	0.007202	0.011225	0.004641	0.000732	0.000345	0.000484	0.002448	0.000502	0.001611	0.004714	0.009029	0.024544	0.027773	0.006045	0.003935	0.000754	0.012163	0.006778	0.004149	0.011238	0.010006	0.003159	0.001417	0.000676	0.000250	0.001133	0.328296	0.377533
types	0.002622	0.008588	0.012029	0.003622	0.008299	0.005630	0.003167	0.004330	0.003009	0.027758	0.005500	0.004325	0.002047	0.001587	0.001460	0.001835	0.002362	0.003971	0.002196	0.000787	0.001388	0.001449	0.000432	0.000717	0.000570	0.000639	0.003068	0.015249	0.003246	0.000796	0.000334	0.000307	0.000815	0.000791	0.000645	0.004293	0.005006	0.010527	0.008679	0.003768	0.001555	0.000457	0.006101	0.002701	0.002344	0.004173	0.001419	0.001004	0.000774	0.001059	0.000246	0.000793	0.377181	0.432352
of	0.002280	0.009489	0.011607	0.002369	0.015216	0.006795	0.006223	0.005025	0.001988	0.020276	0.007282	0.006508	0.003480	0.002352	0.001659	0.006698	0.006828	0.006943	0.001887	0.000379	0.001370	0.001803	0.001363	0.002545	0.000896	0.001323	0.006666	0.018456	0.004086	0.001808	0.000380	0.000819	0.001023	0.000730	0.001143	0.003277	0.006035	0.008761	0.008024	0.006090	0.003194	0.001333	0.011495	0.003527	0.002297	0.005089	0.001432	0.002465	0.001072	0.001273	0.000795	0.001721	0.354939	0.407485
for	0.004577	0.002547	0.003223	0.001567	0.001931	0.005338	0.004258	0.001082	0.002714	0.002012	0.000771	0.003207	0.000379	0.000317	0.000280	0.001882	0.001361	0.001851	0.000485	0.000416	0.000344	0.000987	0.000257	0.000371	0.000484	0.000293	0.001938	0.012857	0.001520	0.000092	0.000106	0.000238	0.002002	0.000349	0.000472	0.001029	0.001335	0.001372	0.000657	0.001058	0.000299	0.000177	0.001286	0.001211	0.000398	0.001694	0.001149	0.001066	0.002425	0.007170	0.000710	0.001529	0.420138	0.492790
##feit	0.003792	0.003924	0.002833	0.001274	0.002033	0.003592	0.003654	0.001459	0.002713	0.004048	0.001289	0.003118	0.000822	0.001068	0.001149	0.003552	0.002933	0.002221	0.000581	0.000844	0.000622	0.001111	0.000322	0.000286	0.000550	0.000452	0.002041	0.014081	0.002304	0.000341	0.000201	0.000193	0.001245	0.000635	0.001072	0.001809	0.001792	0.001924	0.000796	0.000860	0.000506	0.000449	0.001739	0.001991	0.000566	0.001818	0.001680	0.001647	0.001812	0.003509	0.000551	0.001283	0.418175	0.484739
##ed	0.001296	0.006371	0.004119	0.001859	0.004722	0.007570	0.006716	0.003831	0.002104	0.007907	0.001370	0.003889	0.001126	0.001108	0.000850	0.002725	0.002492	0.002120	0.000493	0.000368	0.000560	0.001108	0.000359	0.000220	0.000432	0.000517	0.003723	0.010293	0.001726	0.000222	0.000141	0.000204	0.000622	0.000312	0.000462	0.001240	0.003353	0.003046	0.002625	0.002313	0.000885	0.000343	0.002880	0.001784	0.000828	0.001340	0.001033	0.000940	0.001045	0.001719	0.000940	0.001152	0.411610	0.476989
property	0.003226	0.010577	0.013307	0.005564	0.014120	0.009570	0.007454	0.009696	0.006942	0.027612	0.008007	0.009674	0.011068	0.006340	0.005064	0.007389	0.006671	0.006051	0.002338	0.001383	0.006114	0.005894	0.004919	0.004880	0.002395	0.003123	0.015392	0.014186	0.006002	0.001643	0.000969	0.002272	0.003363	0.002650	0.002809	0.003303	0.006684	0.008479	0.013535	0.007744	0.004573	0.001747	0.007742	0.004221	0.004826	0.007399	0.004540	0.005238	0.004886	0.004913	0.002080	0.004206	0.309648	0.345570
must	0.008662	0.005476	0.006490	0.000874	0.002688	0.004523	0.003965	0.001409	0.002097	0.008573	0.001816	0.003432	0.001892	0.001052	0.001076	0.002521	0.001792	0.003837	0.001207	0.000942	0.000950	0.001245	0.001242	0.000321	0.000369	0.000409	0.002175	0.015832	0.002340	0.000383	0.000134	0.000294	0.001566	0.000422	0.000601	0.002465	0.002806	0.003716	0.003076	0.002195	0.001294	0.000489	0.002895	0.001955	0.001151	0.003093	0.003837	0.002665	0.002149	0.004310	0.000419	0.001165	0.401754	0.465956
