TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.095855	0.005460	0.001124	0.004587	0.003645	0.001129	0.019549	0.005935	0.018927	0.019388	0.004885	0.011772	0.001925	0.007334	0.002217	0.012836	0.012198	0.005162	0.002401	0.000792	0.004130	0.014596	0.011840	0.005935	0.003431	0.001564	0.001430	0.009814	0.007193	0.001310	0.001394	0.001389	0.001661	0.003305	0.003060	0.004021	0.001768	0.014396	0.001671	0.002040	0.004653	0.001693	0.001771	0.007030	0.001275	0.008500	0.003857	0.001926	0.000813	0.004451	0.002694	0.009643	0.021812	0.596813
Although	0.003618	0.000537	0.000476	0.000315	0.001750	0.000076	0.000789	0.000708	0.000444	0.000145	0.000255	0.000163	0.000217	0.001167	0.000948	0.000144	0.000123	0.035701	0.000232	0.000088	0.000279	0.000226	0.005706	0.000031	0.000316	0.003000	0.000511	0.000125	0.000041	0.000101	0.000173	0.000129	0.000428	0.001274	0.006569	0.791765	0.000700	0.000269	0.001637	0.000576	0.000750	0.000152	0.000875	0.001144	0.000158	0.000079	0.000166	0.000147	0.000056	0.000202	0.000043	0.000293	0.037306	0.096876
other	0.024231	0.001543	0.000603	0.001314	0.002594	0.000073	0.001677	0.000934	0.001960	0.000692	0.000399	0.000390	0.000739	0.004946	0.001299	0.001281	0.001202	0.026810	0.000276	0.000225	0.000396	0.000423	0.001262	0.000074	0.000638	0.003043	0.002295	0.001009	0.000540	0.000084	0.000882	0.000383	0.001303	0.002688	0.001222	0.082743	0.001199	0.000447	0.001619	0.001059	0.001138	0.000261	0.000960	0.001478	0.000185	0.000207	0.000370	0.000341	0.000464	0.000332	0.000198	0.000435	0.029079	0.788054
types	0.099122	0.009984	0.003659	0.003965	0.008465	0.000770	0.001215	0.003271	0.003197	0.009782	0.002696	0.000605	0.001771	0.005850	0.002866	0.005614	0.001259	0.008397	0.001849	0.000972	0.002710	0.001169	0.002560	0.001052	0.000949	0.001660	0.002137	0.003219	0.000809	0.000752	0.001618	0.000729	0.001411	0.006827	0.000430	0.019970	0.006003	0.004306	0.003489	0.002128	0.005233	0.001070	0.003136	0.002167	0.002337	0.002390	0.004459	0.003022	0.002556	0.001997	0.000660	0.002924	0.042704	0.686107
of	0.049930	0.010314	0.008995	0.010404	0.008487	0.001797	0.009213	0.004574	0.017401	0.006590	0.003494	0.005849	0.004218	0.004073	0.007034	0.004636	0.009755	0.026993	0.007161	0.002175	0.002868	0.005310	0.024410	0.001534	0.003641	0.007940	0.007898	0.002701	0.002574	0.003870	0.003910	0.002764	0.004617	0.011610	0.009837	0.052381	0.005437	0.002781	0.006724	0.002450	0.004954	0.002235	0.005939	0.010313	0.001207	0.001137	0.003967	0.001874	0.001082	0.003031	0.003645	0.005098	0.042595	0.544577
for	0.025016	0.002553	0.001178	0.000700	0.005179	0.000095	0.001197	0.000889	0.003144	0.000362	0.000433	0.000879	0.000815	0.000889	0.002177	0.000411	0.001909	0.011411	0.001145	0.000145	0.000797	0.000803	0.004274	0.000222	0.000588	0.003718	0.001416	0.000792	0.000315	0.000470	0.000481	0.000442	0.000791	0.004689	0.000319	0.054964	0.000778	0.000317	0.002188	0.000361	0.000479	0.000433	0.002643	0.002684	0.000312	0.000186	0.000348	0.000658	0.000125	0.000245	0.000106	0.001237	0.025640	0.825650
##feit	0.040914	0.002954	0.001739	0.002320	0.005387	0.001886	0.003437	0.001960	0.004807	0.008834	0.003170	0.001333	0.002272	0.003000	0.004806	0.007493	0.006053	0.006767	0.000621	0.004183	0.006139	0.001069	0.001431	0.000870	0.002034	0.001800	0.001414	0.000393	0.000663	0.000252	0.002161	0.001132	0.000455	0.011956	0.000555	0.005942	0.001904	0.001122	0.004250	0.000737	0.002365	0.000492	0.002910	0.011159	0.000954	0.001477	0.002669	0.003223	0.000848	0.004310	0.000401	0.002502	0.035248	0.771229
##ed	0.051373	0.006462	0.003123	0.002937	0.017502	0.001345	0.006901	0.002150	0.019963	0.000806	0.000685	0.011139	0.002586	0.001931	0.010084	0.001536	0.016427	0.024050	0.004776	0.001149	0.004066	0.008752	0.014441	0.001646	0.002406	0.015710	0.006345	0.001985	0.002528	0.001715	0.002188	0.004979	0.005757	0.014361	0.003889	0.033343	0.001450	0.000250	0.005078	0.000505	0.002539	0.002001	0.004893	0.009926	0.001745	0.000158	0.001955	0.001656	0.001057	0.002232	0.000533	0.002990	0.039942	0.610054
property	0.164520	0.023750	0.005901	0.017383	0.017145	0.024888	0.037676	0.010837	0.093284	0.008766	0.004071	0.063010	0.002683	0.005686	0.012789	0.009499	0.015445	0.001374	0.015355	0.032735	0.006683	0.057181	0.003777	0.007120	0.022837	0.006875	0.007829	0.015111	0.003834	0.001576	0.006940	0.012507	0.007379	0.026593	0.000741	0.001755	0.008516	0.004275	0.003952	0.002358	0.005287	0.003606	0.003753	0.021871	0.003450	0.002918	0.016738	0.005022	0.001874	0.002300	0.002573	0.004660	0.019755	0.131556
must	0.110333	0.022542	0.004246	0.018745	0.006280	0.001310	0.016306	0.008432	0.006939	0.305217	0.024394	0.002553	0.004886	0.015178	0.007604	0.034838	0.001809	0.004831	0.020292	0.005016	0.003566	0.006902	0.007519	0.005387	0.007057	0.002964	0.001597	0.010400	0.002378	0.003982	0.005129	0.003310	0.001726	0.004561	0.005679	0.003681	0.012424	0.059846	0.003756	0.004850	0.004560	0.001821	0.001762	0.004567	0.000896	0.024950	0.018447	0.005285	0.000726	0.001004	0.001872	0.012095	0.028657	0.114890
