TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.380316	0.006912	0.003882	0.008590	0.014510	0.006090	0.007663	0.009881	0.007074	0.015830	0.010612	0.005489	0.006177	0.006406	0.010840	0.016666	0.007817	0.025384	0.006336	0.002559	0.016586	0.007706	0.007351	0.004633	0.005311	0.008733	0.001920	0.007275	0.007856	0.003321	0.004171	0.002680	0.004687	0.007493	0.007296	0.026498	0.004452	0.013349	0.007702	0.007746	0.014676	0.005580	0.006250	0.006916	0.006381	0.010759	0.010323	0.005233	0.005921	0.005108	0.005259	0.021335	0.055060	0.125397
Although	0.656577	0.001229	0.000929	0.005874	0.004966	0.001477	0.000819	0.003939	0.002440	0.014581	0.007231	0.000751	0.001380	0.005282	0.005830	0.010576	0.002429	0.012240	0.002834	0.000687	0.018239	0.000847	0.003022	0.001423	0.001185	0.001866	0.000450	0.001190	0.001821	0.000883	0.001954	0.000915	0.002273	0.004425	0.003097	0.012239	0.002923	0.005633	0.002682	0.001921	0.013628	0.000755	0.001433	0.005337	0.001680	0.003839	0.020704	0.002139	0.001231	0.000373	0.000153	0.002851	0.029897	0.104925
other	0.548817	0.004683	0.000176	0.015926	0.004726	0.003070	0.004001	0.006718	0.005429	0.006255	0.008297	0.001479	0.000804	0.000900	0.005021	0.010453	0.001202	0.013961	0.003015	0.001218	0.009739	0.001583	0.002733	0.002112	0.000309	0.001985	0.000484	0.000327	0.000470	0.001577	0.001542	0.000697	0.002584	0.005712	0.003689	0.012614	0.001608	0.006768	0.001938	0.001935	0.011654	0.000665	0.001340	0.000857	0.002444	0.007173	0.028606	0.002066	0.006919	0.000609	0.002610	0.002441	0.032691	0.193364
types	0.189355	0.008505	0.003683	0.007778	0.017192	0.003573	0.034048	0.037683	0.096394	0.013133	0.012483	0.002774	0.002783	0.002392	0.006358	0.012396	0.014493	0.035145	0.004454	0.007685	0.146599	0.005353	0.009821	0.002505	0.004393	0.002726	0.002274	0.005991	0.004934	0.002451	0.003309	0.001928	0.006515	0.013589	0.002594	0.019348	0.002454	0.006276	0.002298	0.003107	0.002358	0.001921	0.004154	0.001401	0.005808	0.008895	0.015021	0.006699	0.005482	0.004563	0.018951	0.005594	0.063376	0.095009
of	0.565198	0.004413	0.001934	0.007008	0.006796	0.002477	0.005010	0.006707	0.010211	0.008218	0.009808	0.003545	0.002330	0.001264	0.006307	0.005492	0.005558	0.019845	0.004091	0.002249	0.010801	0.004009	0.006067	0.004603	0.002066	0.002791	0.001353	0.002020	0.001653	0.001658	0.001375	0.001121	0.003557	0.004564	0.004013	0.019268	0.002807	0.009552	0.003796	0.004381	0.004261	0.001290	0.002346	0.004878	0.003167	0.007437	0.015355	0.003074	0.002576	0.001643	0.001101	0.005512	0.044743	0.132699
for	0.493057	0.001904	0.000755	0.003493	0.009614	0.000809	0.023320	0.005493	0.010762	0.006858	0.003275	0.004866	0.001199	0.000648	0.004488	0.004713	0.022977	0.016567	0.004660	0.002796	0.012589	0.005089	0.005931	0.001444	0.002705	0.002969	0.001786	0.006831	0.000997	0.002688	0.001138	0.000873	0.005681	0.008131	0.002365	0.018028	0.001262	0.003711	0.001989	0.004243	0.001483	0.001061	0.001096	0.002685	0.002264	0.005245	0.003897	0.002078	0.000202	0.000715	0.001327	0.008791	0.055528	0.200926
##feit	0.025310	0.002433	0.001179	0.004239	0.008302	0.013519	0.063529	0.022277	0.049519	0.035788	0.005088	0.049535	0.006879	0.045175	0.008136	0.044615	0.087314	0.019343	0.003645	0.001078	0.031040	0.042277	0.006366	0.013672	0.075907	0.011756	0.004150	0.015920	0.007922	0.004052	0.008504	0.006852	0.087887	0.004963	0.002892	0.012998	0.008517	0.003437	0.002743	0.003983	0.003539	0.006310	0.005541	0.031618	0.013900	0.008780	0.003409	0.003766	0.004904	0.004626	0.001834	0.003872	0.016999	0.038159
##ed	0.063975	0.005466	0.006788	0.028684	0.027219	0.011631	0.250150	0.003676	0.007812	0.057926	0.007068	0.004514	0.006359	0.007254	0.013650	0.008918	0.028486	0.016788	0.015777	0.010305	0.026047	0.005221	0.011588	0.007211	0.002998	0.009636	0.005338	0.018544	0.006168	0.012454	0.001401	0.013597	0.012566	0.019360	0.009536	0.020680	0.004867	0.005055	0.006585	0.009420	0.005456	0.007765	0.006936	0.039034	0.015698	0.008274	0.012716	0.006513	0.007444	0.004740	0.010298	0.009858	0.032362	0.042184
property	0.016605	0.007915	0.006049	0.012360	0.015901	0.012242	0.329498	0.018702	0.096112	0.013668	0.001772	0.088494	0.003589	0.001157	0.007740	0.006247	0.004702	0.009414	0.004797	0.002988	0.009142	0.051245	0.004404	0.001905	0.012243	0.006848	0.009118	0.014216	0.004058	0.003058	0.007767	0.003732	0.019280	0.002230	0.002722	0.008916	0.001740	0.001602	0.001717	0.008231	0.000116	0.001817	0.003203	0.002059	0.008651	0.003932	0.001113	0.001875	0.003707	0.000375	0.001215	0.014520	0.031331	0.091963
must	0.086900	0.005381	0.003405	0.007907	0.008935	0.007454	0.283674	0.014257	0.020889	0.052112	0.030918	0.014089	0.002934	0.069789	0.010938	0.024055	0.024814	0.021058	0.004278	0.000293	0.027155	0.009564	0.005384	0.007347	0.012053	0.004031	0.005737	0.005458	0.006554	0.003768	0.002296	0.001879	0.006525	0.014310	0.005156	0.010343	0.009450	0.004299	0.003338	0.005214	0.007760	0.001764	0.001537	0.010016	0.007800	0.006566	0.026435	0.003943	0.002726	0.000196	0.004955	0.004775	0.024151	0.053434
be	0.248177	0.007866	0.005071	0.015138	0.014351	0.003343	0.033319	0.005739	0.004944	0.061909	0.003485	0.009155	0.003886	0.013654	0.013084	0.004694	0.005779	0.025693	0.016238	0.001423	0.044367	0.008228	0.012315	0.022414	0.011190	0.006441	0.003979	0.008035	0.007233	0.011286	0.002771	0.002785	0.026576	0.005205	0.004535	0.026576	0.011281	0.014631	0.008909	0.026568	0.003194	0.003219	0.005029	0.016367	0.010064	0.012643	0.013967	0.003745	0.001828	0.000475	0.000319	0.007526	0.042646	0.116705
sold	0.003076	0.000686	0.000643	0.007399	0.004948	0.007422	0.048690	0.001242	0.688329	0.000480	0.001560	0.059380	0.002769	0.001391	0.002877	0.000996	0.043571	0.003042	0.000756	0.002493	0.001978	0.042216	0.003017	0.000693	0.000942	0.004985	0.003061	0.002066	0.001948	0.000715	0.000221	0.001771	0.005892	0.002653	0.002336	0.004204	0.000578	0.000333	0.000834	0.000466	0.000035	0.001852	0.001438	0.001920	0.002300	0.001030	0.000171	0.000813	0.001980	0.000106	0.000221	0.005702	0.006751	0.013021
in	0.539691	0.002094	0.001404	0.002275	0.006710	0.002753	0.007925	0.004536	0.007216	0.009649	0.007127	0.003518	0.002156	0.001337	0.007861	0.009192	0.009913	0.018552	0.005157	0.001496	0.023067	0.003530	0.005439	0.002770	0.005016	0.005719	0.001430	0.000869	0.001382	0.003650	0.001006	0.000788	0.005768	0.005767	0.003400	0.015808	0.003777	0.004045	0.002386	0.003975	0.006693	0.001640	0.001571	0.003342	0.003183	0.002878	0.013749	0.001767	0.000586	0.000471	0.000228	0.003847	0.042242	0.167649
order	0.166857	0.002716	0.003823	0.004242	0.014058	0.004310	0.005864	0.017488	0.001025	0.022308	0.002429	0.019872	0.002862	0.000858	0.007397	0.010420	0.003686	0.016489	0.001569	0.000492	0.085042	0.022697	0.002880	0.001387	0.006289	0.003378	0.000578	0.004687	0.000324	0.001077	0.002006	0.001783	0.004604	0.001698	0.002161	0.019449	0.003379	0.003762	0.003728	0.003297	0.001170	0.001246	0.002859	0.002332	0.003989	0.003174	0.004351	0.002930	0.001014	0.003306	0.006935	0.013582	0.086071	0.384070
to	0.528223	0.004222	0.002281	0.003135	0.005707	0.003374	0.010647	0.004276	0.006755	0.007274	0.009911	0.012132	0.002617	0.014792	0.005175	0.007530	0.007512	0.020393	0.004292	0.001939	0.009394	0.011417	0.007148	0.005884	0.009739	0.003187	0.002414	0.002123	0.003924	0.002580	0.001481	0.000804	0.002894	0.005809	0.004846	0.020446	0.006278	0.008256	0.003401	0.006419	0.005259	0.001643	0.002395	0.005634	0.003381	0.006986	0.012533	0.002153	0.001448	0.000787	0.000899	0.007287	0.043433	0.125534
recognize	0.023395	0.006403	0.001152	0.028992	0.013854	0.004963	0.332576	0.009875	0.020683	0.040440	0.003670	0.003659	0.006654	0.041308	0.011124	0.028028	0.014129	0.018162	0.007718	0.002527	0.034852	0.003582	0.012355	0.004569	0.009525	0.010729	0.006880	0.026934	0.048950	0.008319	0.021993	0.010563	0.028304	0.009113	0.003492	0.011780	0.005782	0.005002	0.004270	0.005104	0.001422	0.004316	0.007417	0.002720	0.009116	0.009938	0.004704	0.005330	0.004589	0.001593	0.003126	0.005926	0.017666	0.030725
revenue	0.005742	0.002508	0.005366	0.007072	0.013121	0.009781	0.107745	0.012746	0.010606	0.017703	0.001410	0.081332	0.006333	0.027995	0.003510	0.028666	0.015266	0.005942	0.006022	0.005152	0.009779	0.054805	0.003420	0.005606	0.150796	0.007094	0.027477	0.076368	0.021537	0.009269	0.012194	0.004360	0.080451	0.016165	0.003289	0.004916	0.002879	0.001102	0.000894	0.008948	0.000832	0.003810	0.004131	0.019682	0.007702	0.003859	0.000909	0.003102	0.005194	0.001707	0.008670	0.008301	0.015130	0.041608
,	0.520208	0.003934	0.002569	0.006432	0.006632	0.005083	0.004759	0.005911	0.008441	0.008536	0.009308	0.004736	0.003645	0.003711	0.005574	0.009374	0.005218	0.019295	0.005056	0.007763	0.010899	0.005269	0.007611	0.005130	0.003421	0.004861	0.002803	0.003739	0.002891	0.003661	0.002794	0.001646	0.005451	0.009565	0.006335	0.017878	0.004138	0.013309	0.004928	0.006730	0.006510	0.003205	0.003074	0.003375	0.003912	0.010100	0.025065	0.004661	0.004342	0.003998	0.001702	0.015848	0.048892	0.096073
or	0.429819	0.005994	0.009642	0.014387	0.009888	0.003532	0.008003	0.002028	0.003790	0.028720	0.019722	0.002422	0.005485	0.002358	0.014183	0.003738	0.001555	0.022619	0.005655	0.002861	0.017583	0.002260	0.009875	0.006718	0.002754	0.004234	0.002829	0.001511	0.001499	0.003307	0.000484	0.002172	0.001423	0.002107	0.009515	0.023560	0.011385	0.015321	0.007476	0.014131	0.009413	0.003130	0.002670	0.002877	0.005519	0.009334	0.020456	0.002778	0.003075	0.001266	0.001119	0.005589	0.056243	0.139983
