TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.032280	0.001736	0.009051	0.008905	0.002080	0.000604	0.001710	0.000967	0.000825	0.003113	0.000541	0.000240	0.000828	0.000191	0.000395	0.000860	0.000530	0.000481	0.000509	0.000208	0.000323	0.000187	0.000256	0.000101	0.000621	0.000307	0.004979	0.001834	0.000583	0.000346	0.000245	0.000239	0.001319	0.000774	0.001069	0.003646	0.004894	0.004438	0.002757	0.003838	0.005187	0.001355	0.006079	0.004422	0.003101	0.001464	0.004054	0.000955	0.000825	0.000517	0.001126	0.000933	0.001302	0.869872
Although	0.001627	0.005193	0.017806	0.005033	0.005707	0.001213	0.004041	0.003038	0.004896	0.016673	0.003300	0.002236	0.000920	0.000322	0.000945	0.000779	0.000232	0.000601	0.001138	0.000087	0.000429	0.000428	0.000381	0.000361	0.000555	0.000111	0.000450	0.000172	0.000190	0.000464	0.000278	0.000295	0.000870	0.000334	0.001023	0.001689	0.001907	0.002884	0.004077	0.000580	0.000795	0.000336	0.000677	0.001001	0.000750	0.000275	0.001309	0.000293	0.000343	0.000059	0.000028	0.000484	0.001561	0.898824
other	0.003959	0.099798	0.030423	0.024034	0.018350	0.003837	0.002388	0.006943	0.013028	0.008177	0.011234	0.001774	0.009558	0.000926	0.001925	0.003190	0.000424	0.001539	0.002535	0.000143	0.000217	0.000170	0.000311	0.000140	0.000076	0.000082	0.000329	0.000412	0.000179	0.001177	0.000111	0.000139	0.000646	0.001338	0.001330	0.001812	0.001211	0.000750	0.000502	0.000059	0.000139	0.000085	0.000169	0.000423	0.000204	0.000033	0.000210	0.000021	0.000116	0.000028	0.000032	0.000105	0.000749	0.742510
types	0.001138	0.006661	0.002441	0.008355	0.007261	0.000753	0.000812	0.002504	0.012225	0.002526	0.001792	0.000868	0.000757	0.000145	0.000182	0.000092	0.000248	0.000105	0.000069	0.000018	0.000028	0.000114	0.000010	0.000010	0.000010	0.000008	0.000008	0.000052	0.000071	0.000031	0.000016	0.000014	0.000047	0.000390	0.000158	0.000214	0.000124	0.000026	0.000008	0.000001	0.000023	0.000007	0.000023	0.000277	0.000013	0.000010	0.000021	0.000004	0.000007	0.000004	0.000005	0.000010	0.000148	0.949156
of	0.001528	0.010686	0.007518	0.030777	0.015497	0.001361	0.003727	0.004082	0.009380	0.007333	0.003596	0.004880	0.000998	0.000267	0.000430	0.001158	0.000925	0.000324	0.000279	0.000103	0.000144	0.000572	0.000100	0.000058	0.000190	0.000070	0.000050	0.000335	0.000217	0.000169	0.000206	0.000156	0.000156	0.000436	0.000143	0.000305	0.000474	0.000226	0.000044	0.000007	0.000085	0.000062	0.000107	0.000353	0.000093	0.000203	0.000115	0.000031	0.000049	0.000041	0.000025	0.000079	0.000723	0.889125
for	0.001834	0.009086	0.015276	0.027576	0.020059	0.003634	0.022710	0.009786	0.014118	0.021819	0.004712	0.010694	0.001363	0.000509	0.000463	0.000767	0.001013	0.000240	0.000208	0.000164	0.000243	0.001253	0.000085	0.000170	0.000565	0.000070	0.000044	0.000183	0.000207	0.000075	0.000327	0.000417	0.000355	0.000374	0.000349	0.000897	0.000475	0.000162	0.000024	0.000005	0.000079	0.000099	0.000113	0.000554	0.000145	0.000331	0.000355	0.000064	0.000035	0.000100	0.000158	0.000110	0.001851	0.823692
##feit	0.001491	0.004442	0.002037	0.006524	0.005242	0.003307	0.009409	0.004042	0.018825	0.000877	0.001481	0.020222	0.000522	0.000261	0.000297	0.000437	0.001483	0.000049	0.000047	0.000074	0.000146	0.001008	0.000028	0.000045	0.000195	0.000082	0.000031	0.000118	0.000151	0.000028	0.000071	0.000082	0.000081	0.000349	0.000043	0.000102	0.000060	0.000033	0.000014	0.000001	0.000030	0.000088	0.000066	0.000753	0.000090	0.000166	0.000224	0.000109	0.000157	0.000097	0.000177	0.000216	0.000848	0.913242
##ed	0.002237	0.004201	0.025544	0.110156	0.023234	0.004151	0.013922	0.009087	0.020212	0.009726	0.005521	0.012393	0.001680	0.000358	0.000528	0.000486	0.001072	0.000196	0.000246	0.000136	0.000255	0.001232	0.000123	0.000209	0.000496	0.000089	0.000074	0.000186	0.000288	0.000084	0.000209	0.000176	0.000144	0.000328	0.000402	0.001467	0.000759	0.000520	0.000059	0.000006	0.000180	0.000145	0.000196	0.001360	0.000095	0.000464	0.000260	0.000074	0.000120	0.000158	0.000110	0.000244	0.002746	0.741660
property	0.000900	0.003212	0.001046	0.002694	0.002778	0.000483	0.001287	0.000886	0.006133	0.000844	0.000682	0.001330	0.000246	0.000119	0.000191	0.000100	0.000146	0.000132	0.000093	0.000025	0.000053	0.000246	0.000014	0.000074	0.000066	0.000022	0.000004	0.000031	0.000049	0.000032	0.000029	0.000051	0.000022	0.000084	0.000123	0.000720	0.000094	0.000043	0.000007	0.000001	0.000013	0.000031	0.000029	0.000054	0.000021	0.000065	0.000011	0.000010	0.000005	0.000014	0.000040	0.000044	0.000564	0.974006
must	0.001895	0.027358	0.051319	0.058934	0.089111	0.008920	0.011298	0.013353	0.040672	0.028370	0.007924	0.009636	0.001516	0.002142	0.001564	0.002160	0.001183	0.000428	0.001906	0.001134	0.001996	0.001470	0.000105	0.002636	0.001143	0.000200	0.000234	0.000151	0.000344	0.000524	0.000348	0.000390	0.000344	0.000351	0.000169	0.001245	0.001334	0.002183	0.000479	0.000050	0.000890	0.001138	0.000770	0.001617	0.001152	0.001703	0.000899	0.000411	0.000122	0.000399	0.000349	0.000455	0.002619	0.610957
