TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.021583	0.042078	0.008034	0.026274	0.023453	0.009386	0.028458	0.014365	0.014159	0.011479	0.004095	0.014581	0.009918	0.005763	0.014227	0.026346	0.027784	0.031805	0.010305	0.013855	0.071381	0.016337	0.023779	0.004799	0.021551	0.011479	0.005232	0.015291	0.008876	0.008984	0.032644	0.005633	0.021230	0.018474	0.021522	0.040669	0.007221	0.006849	0.013928	0.008254	0.019089	0.010123	0.011025	0.007150	0.007677	0.006499	0.042923	0.009275	0.011379	0.005573	0.028699	0.014675	0.078162	0.025673
Although	0.026561	0.000106	0.000815	0.000438	0.137690	0.012921	0.000153	0.000704	0.000925	0.000997	0.002226	0.001075	0.045047	0.000886	0.048732	0.000067	0.000039	0.229536	0.005137	0.000175	0.000353	0.001250	0.016578	0.000821	0.000188	0.017439	0.000320	0.000073	0.000210	0.003140	0.000226	0.000375	0.000029	0.000126	0.003310	0.125523	0.000287	0.002046	0.045114	0.000118	0.000247	0.023156	0.036576	0.000154	0.001703	0.001660	0.000036	0.000360	0.000088	0.000076	0.000095	0.000178	0.183133	0.020783
other	0.087128	0.002261	0.003319	0.002287	0.068055	0.025297	0.000821	0.003123	0.003679	0.001447	0.002439	0.002699	0.059338	0.001191	0.043721	0.000531	0.002266	0.181382	0.007914	0.002210	0.002399	0.003452	0.024217	0.001325	0.000973	0.022356	0.002205	0.000889	0.001389	0.005525	0.000356	0.001543	0.000752	0.001189	0.004591	0.089757	0.000366	0.001885	0.055250	0.000159	0.000408	0.023956	0.024195	0.000450	0.002720	0.001878	0.000543	0.002723	0.000131	0.000329	0.000073	0.000595	0.145182	0.075131
types	0.227873	0.001057	0.001366	0.002719	0.069917	0.009613	0.000680	0.004267	0.010935	0.006649	0.012347	0.003234	0.051159	0.005775	0.041594	0.000570	0.000524	0.061645	0.008882	0.001755	0.000530	0.003789	0.019772	0.002726	0.000601	0.030041	0.001996	0.000480	0.000699	0.009721	0.001171	0.010409	0.000644	0.001122	0.004727	0.029727	0.001722	0.011667	0.037293	0.000510	0.003355	0.031316	0.020956	0.003192	0.003255	0.008678	0.000527	0.002300	0.000405	0.002775	0.000682	0.000802	0.086648	0.143206
of	0.027017	0.001712	0.003437	0.002156	0.114311	0.027520	0.001337	0.003123	0.005087	0.002105	0.002763	0.004794	0.034615	0.001258	0.049334	0.001099	0.003748	0.185647	0.005701	0.002042	0.005910	0.005855	0.023750	0.002543	0.003291	0.042488	0.002779	0.001858	0.001346	0.004549	0.002236	0.001853	0.001244	0.001957	0.009138	0.089057	0.001659	0.002877	0.052646	0.001094	0.001550	0.023614	0.017713	0.001596	0.004463	0.003637	0.000795	0.002330	0.001003	0.000721	0.000475	0.001473	0.175985	0.027711
for	0.067325	0.000150	0.000721	0.000486	0.066547	0.008699	0.000353	0.001236	0.005928	0.000254	0.000529	0.005872	0.015409	0.000926	0.026650	0.000084	0.000867	0.227999	0.002239	0.000465	0.000416	0.005789	0.005002	0.000139	0.000813	0.017375	0.000508	0.000744	0.000510	0.002096	0.000397	0.000315	0.000225	0.000375	0.002243	0.119391	0.000207	0.000717	0.029805	0.000169	0.000139	0.011556	0.021235	0.002479	0.000876	0.000909	0.000110	0.000556	0.000086	0.000236	0.000063	0.000564	0.282594	0.058622
##feit	0.272241	0.000383	0.000767	0.000706	0.038699	0.037026	0.002018	0.005273	0.031943	0.001560	0.001289	0.033122	0.021872	0.001374	0.037860	0.000384	0.024894	0.085681	0.005270	0.000914	0.001080	0.025096	0.013432	0.000959	0.001997	0.022315	0.002040	0.002708	0.002913	0.004959	0.001495	0.001892	0.000634	0.001505	0.003592	0.029779	0.000366	0.003238	0.019700	0.000335	0.000171	0.012639	0.015187	0.001219	0.002235	0.004838	0.000338	0.001596	0.000306	0.002104	0.000155	0.001485	0.069109	0.145308
##ed	0.104231	0.000185	0.001632	0.001039	0.106872	0.019437	0.001090	0.002696	0.009287	0.000546	0.001954	0.003809	0.022224	0.000883	0.058319	0.000349	0.001107	0.217856	0.019571	0.001622	0.001917	0.004102	0.013907	0.001957	0.000848	0.030431	0.001746	0.001092	0.001126	0.014008	0.000348	0.000870	0.000096	0.000660	0.002640	0.089502	0.000516	0.001154	0.029249	0.000156	0.000255	0.018897	0.027628	0.001409	0.004378	0.001977	0.000091	0.001543	0.000094	0.000729	0.000151	0.001599	0.101564	0.068651
property	0.098108	0.005706	0.018423	0.007269	0.065240	0.030270	0.022530	0.013039	0.033235	0.011323	0.010350	0.039823	0.017279	0.007078	0.036336	0.003354	0.033786	0.064241	0.032923	0.008943	0.006969	0.032738	0.015462	0.006646	0.008822	0.012542	0.006129	0.013380	0.010380	0.026925	0.007463	0.003960	0.003751	0.005799	0.007203	0.035568	0.003395	0.005425	0.018279	0.002269	0.009564	0.010360	0.020623	0.007313	0.013990	0.006457	0.003756	0.003504	0.001411	0.006506	0.003228	0.003613	0.048956	0.068354
must	0.104989	0.000174	0.001292	0.002332	0.075433	0.018186	0.000615	0.001398	0.003193	0.003196	0.020814	0.001341	0.135480	0.008643	0.046265	0.000584	0.000398	0.070334	0.012426	0.001852	0.001552	0.001326	0.033589	0.006427	0.001403	0.030555	0.001010	0.001983	0.003816	0.013258	0.001400	0.004163	0.000200	0.000680	0.007641	0.034585	0.000873	0.044820	0.034226	0.000278	0.001466	0.067710	0.020526	0.001701	0.001291	0.034538	0.000324	0.002861	0.000096	0.001131	0.000180	0.000856	0.059538	0.075050
