TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.010112	0.016022	0.017840	0.066862	0.016434	0.013088	0.010614	0.029438	0.030511	0.022466	0.009664	0.011705	0.002906	0.004539	0.006393	0.016436	0.011288	0.001715	0.004857	0.002804	0.008451	0.007814	0.004519	0.010526	0.004578	0.006743	0.005641	0.012421	0.005562	0.002229	0.012864	0.004959	0.003229	0.006035	0.001526	0.003194	0.010503	0.021877	0.007677	0.008258	0.008704	0.003629	0.011219	0.016235	0.008182	0.023663	0.010798	0.018004	0.011116	0.008049	0.002538	0.016093	0.069929	0.337540
Although	0.014661	0.006242	0.001362	0.001442	0.000118	0.000144	0.000219	0.000128	0.000491	0.001248	0.000391	0.000120	0.000472	0.000839	0.000534	0.000794	0.000440	0.001004	0.002863	0.000274	0.000299	0.000260	0.001527	0.000986	0.000081	0.000055	0.000612	0.000253	0.000185	0.000828	0.000220	0.000155	0.001310	0.000426	0.001871	0.009951	0.005991	0.006895	0.002531	0.002581	0.000830	0.001445	0.000925	0.000419	0.000434	0.001014	0.003014	0.000421	0.001161	0.000120	0.000356	0.000203	0.005362	0.913491
other	0.031427	0.007739	0.005531	0.016367	0.002389	0.000095	0.000068	0.000594	0.003126	0.000413	0.001762	0.000393	0.000690	0.000700	0.000615	0.000981	0.001064	0.002511	0.019222	0.000302	0.001354	0.000623	0.005104	0.005429	0.000245	0.000323	0.002333	0.000482	0.001305	0.006861	0.000485	0.000899	0.003730	0.003221	0.003320	0.004142	0.001350	0.002464	0.001336	0.000502	0.000756	0.004652	0.002475	0.005076	0.001195	0.001286	0.004302	0.000515	0.000430	0.000052	0.000342	0.000466	0.016530	0.820426
types	0.082633	0.001301	0.002539	0.145609	0.043312	0.003496	0.002888	0.014755	0.005395	0.001435	0.028518	0.013114	0.000171	0.000255	0.000256	0.001195	0.003900	0.001283	0.007291	0.001497	0.004654	0.016481	0.001321	0.003122	0.001037	0.000163	0.000467	0.000795	0.000288	0.001246	0.002185	0.000863	0.002689	0.009711	0.001647	0.001940	0.001346	0.000684	0.000186	0.000111	0.000181	0.001417	0.001745	0.003736	0.002104	0.005433	0.008144	0.002596	0.001105	0.000099	0.000197	0.001050	0.053168	0.507243
of	0.037051	0.001185	0.001031	0.038039	0.050778	0.003438	0.018163	0.027148	0.074506	0.001152	0.006424	0.057570	0.000208	0.000202	0.000378	0.003644	0.010059	0.000527	0.002553	0.001608	0.003885	0.112527	0.000234	0.001788	0.011005	0.001431	0.000997	0.000679	0.000434	0.000955	0.005681	0.003455	0.006884	0.050315	0.001680	0.001720	0.005994	0.000926	0.000185	0.000154	0.000761	0.002260	0.008859	0.034457	0.001240	0.009155	0.009255	0.003352	0.002332	0.000196	0.000836	0.002467	0.053850	0.324388
for	0.019454	0.000686	0.000062	0.000452	0.000794	0.038346	0.117167	0.022077	0.005403	0.002498	0.005674	0.122691	0.000240	0.000146	0.000335	0.006254	0.006356	0.000049	0.000700	0.004082	0.005000	0.241688	0.000026	0.000511	0.013000	0.000414	0.000240	0.000574	0.000130	0.000277	0.007825	0.001185	0.001479	0.002650	0.000638	0.000632	0.000619	0.000109	0.000024	0.000271	0.000097	0.000471	0.000639	0.006359	0.000208	0.001942	0.005297	0.000971	0.018318	0.000958	0.001106	0.005327	0.040211	0.287338
##feit	0.013808	0.000114	0.000006	0.000033	0.000076	0.009413	0.226208	0.030186	0.013222	0.000324	0.001146	0.071644	0.000060	0.000055	0.000127	0.002255	0.009881	0.000018	0.000109	0.000381	0.000903	0.319696	0.000007	0.000078	0.053685	0.000333	0.000084	0.000307	0.000027	0.000054	0.006730	0.000141	0.000282	0.000552	0.000249	0.000168	0.000117	0.000017	0.000006	0.000140	0.000034	0.000090	0.000027	0.001666	0.000037	0.000096	0.000300	0.000071	0.000764	0.000065	0.000365	0.000938	0.021348	0.211555
##ed	0.005422	0.000302	0.000035	0.000630	0.000883	0.003762	0.087206	0.057930	0.026517	0.000496	0.003086	0.184635	0.000154	0.000102	0.000211	0.004371	0.007499	0.000039	0.000374	0.001022	0.001352	0.410995	0.000046	0.000532	0.079958	0.000695	0.000167	0.000414	0.000112	0.000371	0.014113	0.000777	0.001252	0.006490	0.000895	0.000242	0.000555	0.000046	0.000010	0.000114	0.000092	0.000406	0.000406	0.005173	0.000199	0.000563	0.001451	0.000321	0.001908	0.000137	0.000477	0.002747	0.010377	0.071931
property	0.027089	0.000199	0.000014	0.000115	0.000362	0.000195	0.010781	0.003006	0.136432	0.000033	0.000163	0.028379	0.000114	0.000016	0.000118	0.001407	0.003876	0.000177	0.000144	0.000111	0.000114	0.079708	0.000021	0.000083	0.034018	0.002126	0.000171	0.001063	0.000135	0.000377	0.001234	0.000348	0.000778	0.002704	0.000469	0.000391	0.000026	0.000005	0.000002	0.000002	0.000003	0.000086	0.000123	0.000041	0.000045	0.000027	0.000230	0.000020	0.000103	0.000038	0.000194	0.000193	0.060348	0.602045
must	0.047346	0.002460	0.000269	0.003716	0.000487	0.002689	0.001234	0.001025	0.000947	0.107919	0.008173	0.001487	0.000606	0.001006	0.007278	0.005170	0.000971	0.001219	0.001138	0.001721	0.001542	0.000840	0.000611	0.004493	0.001429	0.000121	0.000175	0.000242	0.000175	0.000487	0.003303	0.001031	0.001431	0.002095	0.002083	0.005063	0.013644	0.005789	0.001382	0.004204	0.006348	0.002588	0.004553	0.050498	0.001772	0.005792	0.004030	0.001519	0.005263	0.000654	0.000631	0.003780	0.025317	0.640250
