TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.379259	0.003147	0.001822	0.003135	0.010416	0.002268	0.003404	0.001851	0.003472	0.002736	0.001210	0.001428	0.003359	0.002391	0.006012	0.003476	0.005426	0.019608	0.002397	0.003006	0.007375	0.002483	0.004328	0.001668	0.001322	0.003211	0.001041	0.003506	0.002339	0.001305	0.001553	0.001076	0.002594	0.001559	0.002443	0.016185	0.002059	0.002714	0.002813	0.003030	0.002120	0.001394	0.001307	0.002518	0.001463	0.002440	0.005492	0.002489	0.001809	0.003254	0.001703	0.005343	0.027133	0.417110
Although	0.042571	0.015509	0.045564	0.028560	0.030344	0.002917	0.017680	0.005303	0.005782	0.072467	0.046408	0.010790	0.009838	0.040098	0.032288	0.005159	0.007410	0.005055	0.032970	0.004799	0.023230	0.008672	0.004673	0.002681	0.004631	0.002906	0.004107	0.001696	0.002391	0.015664	0.014480	0.007140	0.005757	0.032944	0.027751	0.009993	0.015740	0.048284	0.020931	0.012754	0.016855	0.002786	0.005263	0.010180	0.003914	0.016636	0.040239	0.007317	0.010924	0.003652	0.001365	0.020621	0.008335	0.123978
other	0.101608	0.063573	0.017005	0.006788	0.050416	0.001781	0.010508	0.014000	0.005707	0.013104	0.006341	0.003519	0.025080	0.008670	0.061775	0.001174	0.001793	0.021467	0.022366	0.001156	0.005176	0.003202	0.007622	0.004547	0.002010	0.022650	0.008695	0.000695	0.000961	0.021345	0.001346	0.010952	0.003127	0.021933	0.028658	0.035808	0.008764	0.010785	0.030081	0.002016	0.003527	0.005947	0.005782	0.002564	0.007711	0.004269	0.003041	0.003882	0.003249	0.000672	0.000744	0.007824	0.017734	0.264848
types	0.262540	0.007078	0.003928	0.002435	0.015547	0.003722	0.008710	0.018676	0.008772	0.004561	0.004191	0.010189	0.005997	0.003618	0.004872	0.004336	0.005622	0.010996	0.001539	0.000940	0.007141	0.005507	0.001695	0.001192	0.000947	0.001631	0.001278	0.004398	0.001484	0.000769	0.000973	0.001987	0.005251	0.006415	0.002436	0.008506	0.002012	0.002879	0.005007	0.003428	0.002052	0.001607	0.002962	0.001964	0.002429	0.003897	0.004023	0.003430	0.002487	0.005556	0.002583	0.012014	0.013194	0.488597
of	0.217847	0.029619	0.010324	0.010346	0.023864	0.003797	0.007708	0.019142	0.004636	0.006990	0.004535	0.002144	0.010470	0.009289	0.025079	0.003776	0.008528	0.022721	0.004499	0.004409	0.017861	0.001825	0.004438	0.001543	0.002185	0.005954	0.001867	0.002292	0.002113	0.002124	0.002717	0.003805	0.005287	0.005269	0.014806	0.020936	0.004333	0.002225	0.010417	0.004934	0.002590	0.002389	0.004479	0.003411	0.003003	0.001959	0.004278	0.003447	0.001505	0.003391	0.001459	0.013278	0.017387	0.390768
for	0.331395	0.000188	0.000282	0.000343	0.005790	0.000827	0.003340	0.006348	0.003163	0.000205	0.000229	0.001062	0.002080	0.000422	0.002738	0.001498	0.005016	0.025062	0.000148	0.000739	0.003111	0.000887	0.000953	0.000057	0.000205	0.001105	0.000340	0.000690	0.000697	0.000073	0.000089	0.000284	0.001234	0.000894	0.000611	0.008606	0.000124	0.000045	0.000422	0.000131	0.000082	0.000277	0.000422	0.000304	0.000239	0.000072	0.000155	0.000363	0.000072	0.000502	0.000145	0.000800	0.006906	0.578228
##feit	0.298258	0.000408	0.000462	0.001184	0.005877	0.020508	0.009098	0.006038	0.074600	0.004073	0.001840	0.008351	0.004141	0.001176	0.002540	0.008140	0.015527	0.024208	0.000334	0.001492	0.008120	0.004687	0.003169	0.000227	0.001543	0.001640	0.000776	0.003685	0.004672	0.000326	0.001743	0.000887	0.003903	0.002860	0.002792	0.009193	0.000274	0.000405	0.000466	0.000413	0.000846	0.000600	0.000587	0.001297	0.000597	0.000885	0.001023	0.000484	0.000445	0.002765	0.001070	0.000964	0.008632	0.439768
##ed	0.218781	0.000561	0.002745	0.005007	0.008065	0.015117	0.041438	0.002809	0.033147	0.003564	0.001457	0.009769	0.004163	0.004157	0.006291	0.012314	0.020661	0.016186	0.002247	0.014979	0.020981	0.011293	0.003147	0.000650	0.003281	0.001911	0.002917	0.011007	0.009136	0.000887	0.002540	0.002577	0.010893	0.005820	0.002372	0.004251	0.000571	0.000548	0.000853	0.001270	0.001117	0.000432	0.000618	0.001542	0.000269	0.000863	0.019082	0.000423	0.001122	0.005741	0.002854	0.002074	0.007457	0.436045
property	0.141856	0.001149	0.001996	0.006431	0.010038	0.012120	0.094539	0.030085	0.024513	0.002514	0.001671	0.021685	0.008050	0.005096	0.005876	0.013089	0.054006	0.017670	0.003151	0.004841	0.020240	0.021696	0.001253	0.001618	0.008219	0.004357	0.003893	0.045135	0.013889	0.001654	0.006674	0.002449	0.017943	0.005075	0.001639	0.004877	0.000742	0.000616	0.003129	0.002572	0.001749	0.002315	0.004689	0.003027	0.001435	0.002182	0.007367	0.002768	0.004385	0.009644	0.012204	0.010692	0.017232	0.292266
must	0.032148	0.045812	0.024220	0.043068	0.009119	0.003218	0.067805	0.033216	0.018066	0.007153	0.011726	0.038351	0.008084	0.089026	0.010132	0.052664	0.034916	0.003021	0.005011	0.016320	0.036345	0.020958	0.001106	0.007469	0.013887	0.001220	0.003851	0.044363	0.011083	0.002309	0.010434	0.003416	0.015085	0.021466	0.000970	0.002033	0.013532	0.001466	0.011021	0.015529	0.006384	0.001606	0.005094	0.010921	0.006451	0.001702	0.024402	0.005075	0.024858	0.008670	0.002083	0.010729	0.001994	0.099410
