TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.039623	0.033150	0.007323	0.019128	0.007652	0.006197	0.067416	0.016589	0.032359	0.021660	0.004170	0.028283	0.002560	0.005007	0.006058	0.068071	0.067062	0.011067	0.007144	0.011486	0.044358	0.024653	0.019848	0.014374	0.017228	0.007246	0.012161	0.029942	0.013419	0.003193	0.023461	0.004871	0.017427	0.018993	0.005303	0.015160	0.003390	0.020030	0.006076	0.013873	0.008131	0.004312	0.004518	0.014849	0.005387	0.025233	0.063007	0.009055	0.005966	0.003128	0.012834	0.013077	0.029768	0.023724
Although	0.142064	0.016917	0.010143	0.002616	0.024482	0.023513	0.002529	0.002817	0.008675	0.002851	0.004082	0.005764	0.025321	0.004708	0.015309	0.005779	0.001289	0.145330	0.012518	0.002639	0.002534	0.007375	0.029544	0.004336	0.003466	0.012738	0.002124	0.000604	0.000913	0.021794	0.003107	0.006779	0.000463	0.003471	0.027849	0.064506	0.013536	0.001758	0.027960	0.001024	0.000496	0.007492	0.033109	0.001833	0.021567	0.000766	0.003392	0.001205	0.002468	0.000447	0.000170	0.001587	0.090546	0.139697
other	0.103572	0.013023	0.009644	0.001953	0.035706	0.026709	0.001917	0.002779	0.004467	0.002216	0.001597	0.003317	0.044640	0.004873	0.010660	0.004009	0.001879	0.082872	0.007959	0.001984	0.003381	0.003956	0.005374	0.001525	0.002000	0.009938	0.004598	0.001124	0.001481	0.009652	0.001048	0.007727	0.000535	0.001670	0.004703	0.044482	0.002827	0.000980	0.030611	0.000779	0.002332	0.014068	0.023155	0.001841	0.009895	0.000589	0.002638	0.003294	0.005999	0.000383	0.000886	0.000848	0.028274	0.401628
types	0.119863	0.003259	0.010146	0.001731	0.029181	0.036280	0.003875	0.010041	0.020129	0.002525	0.002381	0.004720	0.015263	0.006474	0.012453	0.003395	0.002845	0.073302	0.011077	0.001412	0.003179	0.003663	0.001039	0.002388	0.015969	0.014295	0.002250	0.002376	0.004572	0.011480	0.004500	0.009793	0.001465	0.001980	0.004567	0.024681	0.002157	0.001403	0.021599	0.000416	0.002684	0.012175	0.019542	0.005333	0.009116	0.001094	0.002140	0.002620	0.002317	0.000686	0.000407	0.002265	0.019317	0.416183
of	0.106798	0.005277	0.007816	0.001930	0.110134	0.036442	0.002322	0.007835	0.013309	0.004713	0.002226	0.007572	0.040554	0.003222	0.044519	0.004850	0.010976	0.176725	0.020355	0.003891	0.000846	0.008096	0.009278	0.001206	0.004325	0.029247	0.003346	0.002439	0.006520	0.012051	0.000614	0.009215	0.002037	0.002776	0.009715	0.036273	0.002855	0.002195	0.016792	0.000385	0.000436	0.015076	0.023383	0.005315	0.006860	0.001046	0.000848	0.001349	0.000753	0.000939	0.000794	0.003293	0.016265	0.151966
for	0.049087	0.004124	0.005363	0.000828	0.048030	0.278753	0.001960	0.002903	0.006738	0.001174	0.001920	0.002691	0.066247	0.004092	0.058375	0.001174	0.002157	0.015487	0.010615	0.005977	0.000571	0.003007	0.000820	0.001682	0.001835	0.034161	0.002494	0.000610	0.000627	0.009243	0.001728	0.025927	0.000150	0.001408	0.001993	0.011044	0.002781	0.000537	0.010383	0.000286	0.000523	0.013902	0.018293	0.001517	0.004103	0.000459	0.001062	0.001925	0.004152	0.004960	0.002102	0.001422	0.016356	0.250241
##feit	0.054550	0.002258	0.008867	0.001755	0.028562	0.039287	0.009160	0.025896	0.044007	0.009363	0.005251	0.027894	0.030799	0.009004	0.056219	0.010812	0.006263	0.005735	0.010367	0.003971	0.000555	0.021216	0.000997	0.002149	0.035147	0.038558	0.002598	0.010459	0.005264	0.006818	0.031292	0.023637	0.001799	0.003474	0.010570	0.010823	0.004915	0.003409	0.005677	0.000710	0.000309	0.006135	0.006181	0.003838	0.002237	0.002753	0.003016	0.001452	0.000801	0.020572	0.001540	0.011838	0.015362	0.313876
##ed	0.112405	0.004162	0.003578	0.002797	0.023538	0.014858	0.003270	0.010952	0.009526	0.068265	0.030332	0.004445	0.019245	0.002720	0.019568	0.008107	0.002607	0.052285	0.025739	0.003006	0.001217	0.004687	0.002861	0.003059	0.005276	0.023441	0.004553	0.011805	0.003251	0.011961	0.001394	0.004656	0.000833	0.002386	0.006133	0.032894	0.003638	0.065563	0.010386	0.001897	0.000471	0.008245	0.016821	0.000997	0.002578	0.058494	0.001399	0.002062	0.002475	0.006248	0.001983	0.013112	0.039955	0.221865
property	0.169222	0.003184	0.006187	0.001743	0.035412	0.018878	0.006540	0.006186	0.008092	0.007980	0.002315	0.003978	0.011202	0.005304	0.031482	0.003538	0.006192	0.039647	0.019390	0.001405	0.001124	0.002562	0.003524	0.001672	0.003815	0.031628	0.003051	0.025878	0.005427	0.018614	0.002030	0.007020	0.001636	0.001402	0.015283	0.051690	0.002068	0.004371	0.015497	0.000331	0.000652	0.007510	0.008929	0.003585	0.007012	0.001836	0.001233	0.000993	0.000512	0.003193	0.000758	0.003100	0.035479	0.338710
must	0.158958	0.005812	0.007808	0.003067	0.025005	0.011807	0.002087	0.016881	0.031510	0.006311	0.008376	0.010077	0.008427	0.009435	0.069556	0.002955	0.005408	0.090110	0.028983	0.001060	0.001139	0.008832	0.006662	0.001055	0.011378	0.035969	0.003557	0.004234	0.017938	0.017175	0.000730	0.004350	0.001147	0.008065	0.016025	0.032063	0.009234	0.006585	0.018305	0.000160	0.000298	0.003364	0.010759	0.004973	0.005040	0.003646	0.001135	0.001207	0.000421	0.000961	0.000617	0.003880	0.037897	0.217566
