TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.660589	0.001056	0.001160	0.002573	0.010240	0.005223	0.005428	0.004268	0.004039	0.003130	0.001639	0.004247	0.006391	0.003950	0.010687	0.002605	0.006919	0.020631	0.003249	0.002704	0.004749	0.006310	0.008221	0.001957	0.002100	0.011709	0.001778	0.012386	0.005643	0.002744	0.001935	0.006165	0.003803	0.003833	0.007013	0.022335	0.004405	0.003506	0.007880	0.003078	0.002707	0.009075	0.012157	0.005038	0.003500	0.003529	0.004836	0.006533	0.001840	0.004511	0.002895	0.009437	0.021267	0.030396
Although	0.043086	0.003830	0.003895	0.008046	0.027457	0.012175	0.009436	0.010339	0.005604	0.019684	0.010330	0.008279	0.036243	0.008356	0.030667	0.005498	0.021933	0.049666	0.024302	0.007431	0.013649	0.011605	0.053339	0.016972	0.006694	0.029339	0.007161	0.012701	0.008260	0.024306	0.004749	0.036101	0.005313	0.008383	0.026416	0.065845	0.015812	0.033122	0.018516	0.010958	0.005333	0.061780	0.036990	0.005263	0.018829	0.016613	0.008205	0.011601	0.006658	0.003680	0.007001	0.013687	0.039488	0.009375
other	0.098682	0.004194	0.003652	0.007195	0.037837	0.014374	0.009592	0.013749	0.006988	0.013887	0.007090	0.006882	0.032708	0.009299	0.029190	0.007255	0.025274	0.028780	0.022315	0.014607	0.007409	0.010348	0.026959	0.014390	0.004152	0.027874	0.005268	0.028181	0.009273	0.023423	0.007390	0.059191	0.008201	0.008079	0.025024	0.033739	0.015735	0.021755	0.021196	0.003894	0.006016	0.052111	0.039607	0.008602	0.019230	0.013411	0.007949	0.007740	0.006116	0.004842	0.007800	0.023839	0.039027	0.008681
types	0.029414	0.007565	0.009592	0.014300	0.026767	0.005144	0.009969	0.013898	0.037060	0.047254	0.008785	0.019627	0.014709	0.015014	0.007705	0.005883	0.020169	0.019531	0.020053	0.020959	0.010089	0.026768	0.018960	0.029211	0.012657	0.007516	0.003217	0.041619	0.028980	0.021955	0.012554	0.029137	0.020825	0.027147	0.010595	0.025772	0.017307	0.038825	0.007753	0.011171	0.037880	0.023563	0.014889	0.017135	0.017509	0.019398	0.010068	0.011868	0.005067	0.013649	0.010273	0.032653	0.026483	0.004108
of	0.073244	0.007077	0.006125	0.011773	0.030676	0.019246	0.012886	0.010734	0.011875	0.008753	0.008401	0.011962	0.026928	0.015035	0.028738	0.009184	0.035332	0.050044	0.012306	0.012546	0.008853	0.015650	0.026605	0.011966	0.009532	0.027452	0.006515	0.022105	0.016579	0.011943	0.010301	0.029539	0.007481	0.012369	0.015451	0.050586	0.018228	0.010014	0.040099	0.005588	0.006531	0.034712	0.040055	0.011345	0.016174	0.006368	0.011264	0.011723	0.006662	0.004311	0.011283	0.019070	0.047597	0.013184
for	0.122851	0.005355	0.006176	0.006454	0.035719	0.008569	0.006270	0.011914	0.015357	0.009934	0.005123	0.013313	0.026246	0.007689	0.023320	0.003879	0.015918	0.046398	0.009509	0.011586	0.006943	0.019273	0.031172	0.012303	0.007775	0.026025	0.002985	0.021232	0.013932	0.009137	0.007242	0.033609	0.006590	0.011679	0.011728	0.052957	0.016535	0.014159	0.022744	0.006402	0.011341	0.046003	0.027804	0.011852	0.018167	0.008799	0.013700	0.014897	0.004834	0.005749	0.005541	0.028249	0.064187	0.012877
##feit	0.252092	0.001478	0.002970	0.012452	0.046256	0.008441	0.001628	0.016644	0.018983	0.009517	0.001592	0.010431	0.012737	0.006971	0.014612	0.003571	0.017805	0.039141	0.007571	0.005860	0.002730	0.017516	0.014043	0.003818	0.003770	0.015549	0.001060	0.028390	0.016455	0.005892	0.004460	0.015338	0.012127	0.011129	0.021543	0.047513	0.006489	0.016444	0.011542	0.005203	0.014212	0.024936	0.011713	0.012065	0.005355	0.012069	0.006884	0.012105	0.001995	0.014185	0.003650	0.041821	0.064875	0.022366
##ed	0.127998	0.004582	0.004483	0.004575	0.048399	0.009265	0.004259	0.012325	0.006964	0.009877	0.004898	0.005377	0.024673	0.005897	0.020547	0.003667	0.007341	0.058378	0.008924	0.007335	0.009969	0.008143	0.035498	0.006097	0.004476	0.022912	0.002490	0.013956	0.008451	0.008116	0.003191	0.024176	0.005877	0.006318	0.023928	0.075443	0.012490	0.021817	0.018632	0.006800	0.006289	0.046180	0.028776	0.008540	0.013463	0.015096	0.008798	0.020821	0.005093	0.010808	0.004380	0.049780	0.069855	0.013578
property	0.070001	0.005135	0.006932	0.015703	0.030293	0.005359	0.012670	0.013713	0.017071	0.016574	0.005034	0.025131	0.016635	0.011365	0.009717	0.006111	0.040062	0.024253	0.011673	0.027640	0.010337	0.036309	0.023984	0.013227	0.010556	0.008704	0.002431	0.069863	0.039043	0.009719	0.012296	0.029363	0.022959	0.017653	0.005939	0.024176	0.011151	0.016168	0.009629	0.005385	0.043027	0.020783	0.012087	0.018688	0.011393	0.008792	0.016337	0.011065	0.002841	0.009660	0.013385	0.022657	0.041984	0.017339
must	0.029730	0.010209	0.009467	0.014167	0.045453	0.014119	0.013005	0.014200	0.016058	0.022728	0.011891	0.028234	0.025919	0.008897	0.015214	0.005048	0.029669	0.019718	0.016483	0.011033	0.008948	0.036359	0.018335	0.025936	0.017174	0.012049	0.002871	0.047861	0.041243	0.015829	0.012491	0.041476	0.020402	0.017494	0.007189	0.025385	0.014326	0.035786	0.007477	0.017413	0.014390	0.031998	0.010004	0.011227	0.012528	0.016797	0.008178	0.008489	0.002949	0.008767	0.013092	0.020736	0.044484	0.009075
