TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.065923	0.002463	0.001218	0.004371	0.013338	0.003462	0.012275	0.007698	0.014282	0.025861	0.001545	0.001695	0.000683	0.000760	0.000434	0.005007	0.002130	0.002838	0.002072	0.000306	0.000634	0.001057	0.003534	0.002226	0.002345	0.000141	0.002051	0.003835	0.002122	0.000278	0.000480	0.000177	0.000403	0.001745	0.001404	0.008547	0.076262	0.370998	0.041957	0.011858	0.011624	0.001009	0.031012	0.031920	0.000901	0.006586	0.003060	0.004259	0.003503	0.001402	0.004229	0.014397	0.089160	0.096523
Although	0.024415	0.004918	0.001376	0.002071	0.001256	0.001361	0.002280	0.000743	0.000316	0.018844	0.001242	0.000222	0.007762	0.002113	0.004691	0.008819	0.000654	0.001836	0.001342	0.000895	0.000723	0.000129	0.002889	0.001762	0.000326	0.000078	0.000379	0.006427	0.000248	0.000204	0.000159	0.000226	0.000194	0.000875	0.004221	0.044054	0.082103	0.146377	0.026714	0.009728	0.006904	0.004272	0.010208	0.010410	0.003020	0.010393	0.012995	0.023824	0.016408	0.007127	0.002722	0.008680	0.067568	0.400495
other	0.004026	0.002020	0.005121	0.028838	0.023714	0.016687	0.033043	0.029692	0.012132	0.011620	0.001865	0.001921	0.005663	0.004851	0.006890	0.009607	0.020402	0.002550	0.010333	0.000578	0.000378	0.001027	0.000339	0.001443	0.001630	0.001083	0.000734	0.019425	0.001355	0.001793	0.000767	0.000747	0.000665	0.007244	0.000324	0.000432	0.000484	0.000376	0.000021	0.000060	0.000319	0.000386	0.000955	0.015141	0.000250	0.000177	0.000855	0.000389	0.000329	0.000255	0.000218	0.000556	0.128987	0.579306
types	0.007127	0.000169	0.000438	0.010804	0.056076	0.035366	0.184748	0.152696	0.170650	0.003969	0.001951	0.012718	0.000936	0.000226	0.000549	0.002374	0.015298	0.000462	0.001498	0.000277	0.000634	0.012454	0.000118	0.000913	0.003773	0.000295	0.000353	0.011909	0.005010	0.000084	0.001036	0.000170	0.000814	0.005045	0.000050	0.000049	0.000113	0.000110	0.000008	0.000043	0.000507	0.000219	0.002568	0.048498	0.000126	0.000205	0.000771	0.000363	0.000480	0.000183	0.000624	0.001159	0.058806	0.184178
of	0.005337	0.000031	0.000250	0.011852	0.011024	0.008992	0.130083	0.050547	0.637706	0.000755	0.000497	0.007881	0.000174	0.000282	0.000253	0.002973	0.024258	0.000153	0.000248	0.000255	0.000213	0.005334	0.000065	0.000230	0.006245	0.000077	0.000072	0.020518	0.005060	0.000010	0.000310	0.000042	0.000530	0.006956	0.000008	0.000016	0.000021	0.000012	0.000000	0.000002	0.000065	0.000002	0.000090	0.003913	0.000004	0.000008	0.000053	0.000015	0.000031	0.000030	0.000070	0.000068	0.018626	0.037756
for	0.007055	0.000030	0.000077	0.000549	0.002087	0.001962	0.024756	0.004510	0.114679	0.000250	0.000121	0.001852	0.000073	0.000021	0.000058	0.001479	0.007069	0.000165	0.000148	0.000117	0.000117	0.001537	0.000063	0.000124	0.002010	0.000076	0.000072	0.022125	0.004150	0.000018	0.000162	0.000075	0.000307	0.004036	0.000039	0.000036	0.000010	0.000019	0.000001	0.000003	0.000009	0.000011	0.000103	0.000362	0.000013	0.000033	0.000153	0.000061	0.000063	0.000085	0.000444	0.000101	0.122607	0.673917
##feit	0.010180	0.000028	0.000053	0.000447	0.001401	0.003630	0.037811	0.007363	0.201070	0.000085	0.000097	0.003679	0.000200	0.000051	0.000173	0.003480	0.025962	0.000330	0.000101	0.000282	0.000249	0.004634	0.000277	0.000234	0.006675	0.000160	0.000070	0.051115	0.003660	0.000056	0.000851	0.000158	0.001048	0.012772	0.000117	0.000181	0.000026	0.000038	0.000004	0.000012	0.000013	0.000044	0.000167	0.000427	0.000029	0.000054	0.000176	0.000098	0.000303	0.000531	0.001066	0.000369	0.125997	0.491969
##ed	0.012335	0.000009	0.000047	0.001157	0.001970	0.005304	0.111862	0.010040	0.301087	0.000167	0.000067	0.004176	0.000066	0.000035	0.000060	0.002014	0.018932	0.000200	0.000124	0.000099	0.000077	0.003888	0.000083	0.000173	0.003992	0.000044	0.000023	0.039944	0.003146	0.000017	0.000197	0.000027	0.000283	0.009225	0.000014	0.000016	0.000009	0.000012	0.000000	0.000001	0.000005	0.000004	0.000041	0.000329	0.000008	0.000021	0.000073	0.000038	0.000074	0.000115	0.000360	0.000093	0.109782	0.358134
property	0.016288	0.000046	0.000099	0.000233	0.001004	0.001469	0.021074	0.002426	0.223195	0.000037	0.000054	0.001520	0.000156	0.000020	0.000161	0.001672	0.008838	0.000390	0.000258	0.000189	0.000129	0.001186	0.000084	0.000169	0.003969	0.000126	0.000059	0.063093	0.002020	0.000073	0.000351	0.000234	0.001686	0.005922	0.000216	0.000301	0.000029	0.000045	0.000003	0.000004	0.000002	0.000015	0.000065	0.000031	0.000008	0.000044	0.000063	0.000056	0.000163	0.000408	0.000364	0.000158	0.101574	0.538223
must	0.021746	0.000423	0.001002	0.011392	0.008820	0.031011	0.107215	0.011383	0.019681	0.012863	0.005508	0.012450	0.001242	0.002347	0.004005	0.008164	0.001905	0.000378	0.001732	0.001154	0.003005	0.006304	0.000422	0.004269	0.016459	0.000763	0.000549	0.054816	0.006660	0.000249	0.001601	0.000909	0.002332	0.008007	0.000239	0.000170	0.001273	0.000108	0.000028	0.000071	0.000178	0.000118	0.001817	0.020527	0.000133	0.000343	0.002994	0.001815	0.000864	0.000344	0.002345	0.003412	0.115934	0.476517
be	0.025395	0.000207	0.000752	0.014818	0.016004	0.013090	0.080455	0.023532	0.085859	0.004295	0.005192	0.019144	0.001123	0.001877	0.002211	0.004003	0.004615	0.000490	0.001912	0.000368	0.000855	0.009011	0.000189	0.002131	0.010424	0.000296	0.000171	0.023647	0.002758	0.000088	0.001514	0.000403	0.001244	0.021420	0.000226	0.000109	0.000597	0.000110	0.000008	0.000044	0.000280	0.000101	0.001003	0.017705	0.000013	0.000020	0.000173	0.000040	0.000045	0.000029	0.000116	0.000248	0.162170	0.437465
sold	0.015245	0.000069	0.000466	0.001019	0.001849	0.001342	0.011348	0.002447	0.059045	0.000042	0.000091	0.002061	0.000103	0.000072	0.000056	0.000355	0.001611	0.000328	0.000169	0.000109	0.000129	0.000840	0.000042	0.000070	0.001069	0.000032	0.000032	0.008430	0.000528	0.000045	0.000122	0.000043	0.000305	0.001429	0.000059	0.000128	0.000019	0.000006	0.000001	0.000004	0.000005	0.000024	0.000023	0.000031	0.000005	0.000005	0.000024	0.000010	0.000031	0.000060	0.000169	0.000087	0.160377	0.727991
in	0.008861	0.000297	0.001189	0.005985	0.019368	0.016800	0.126629	0.048429	0.044171	0.021371	0.020174	0.112361	0.002086	0.002165	0.001381	0.011971	0.017619	0.000515	0.003306	0.000927	0.002023	0.039842	0.000556	0.003031	0.036855	0.003009	0.001485	0.014080	0.007789	0.000083	0.001796	0.000471	0.001385	0.011476	0.000112	0.000106	0.000988	0.000267	0.000021	0.000117	0.000480	0.000114	0.001557	0.026957	0.000047	0.000254	0.000668	0.000281	0.000262	0.000093	0.000450	0.000358	0.087113	0.290275
order	0.029977	0.000256	0.000774	0.002955	0.005600	0.011482	0.032123	0.013184	0.014319	0.006179	0.013197	0.049509	0.002634	0.003182	0.003355	0.014513	0.056777	0.000465	0.003541	0.007399	0.007162	0.032346	0.000789	0.011499	0.038960	0.003339	0.002462	0.008905	0.008138	0.000174	0.003615	0.001438	0.003935	0.008468	0.000175	0.000093	0.000427	0.000062	0.000015	0.000149	0.000924	0.000376	0.003821	0.016250	0.000070	0.000268	0.001495	0.000213	0.000708	0.000209	0.001086	0.000426	0.100548	0.470032
to	0.021088	0.000454	0.002626	0.008591	0.023501	0.006361	0.049518	0.035461	0.150611	0.008749	0.017443	0.070374	0.001114	0.001937	0.002190	0.011786	0.028205	0.000435	0.001879	0.001381	0.001941	0.025851	0.000470	0.002542	0.030025	0.001548	0.002472	0.066228	0.060105	0.000095	0.004069	0.000724	0.004733	0.025113	0.000226	0.000223	0.001045	0.000190	0.000023	0.000096	0.001262	0.000131	0.003512	0.072223	0.000079	0.000118	0.000297	0.000079	0.000145	0.000062	0.000285	0.000263	0.077986	0.172137
recognize	0.031712	0.000314	0.000656	0.008313	0.020217	0.012907	0.087617	0.044964	0.103105	0.002786	0.002493	0.023018	0.000884	0.000626	0.001331	0.009348	0.050209	0.001401	0.001216	0.000714	0.000524	0.012306	0.000628	0.001439	0.022079	0.000828	0.000482	0.029335	0.008378	0.000057	0.000953	0.000332	0.001009	0.009435	0.000320	0.000186	0.000224	0.000110	0.000012	0.000024	0.000141	0.000059	0.001139	0.009330	0.000188	0.000238	0.000426	0.000235	0.000284	0.000165	0.000459	0.000507	0.186781	0.307557
revenue	0.012279	0.000075	0.001241	0.003653	0.014889	0.005203	0.067608	0.027022	0.166621	0.001134	0.001944	0.043710	0.000471	0.000371	0.001924	0.011391	0.064347	0.000316	0.001356	0.000385	0.000388	0.032066	0.000263	0.000706	0.024217	0.001496	0.000620	0.082215	0.068017	0.000088	0.001334	0.000602	0.001249	0.036964	0.000133	0.000060	0.000066	0.000068	0.000003	0.000006	0.000030	0.000011	0.000214	0.005947	0.000026	0.000046	0.000031	0.000028	0.000032	0.000038	0.000156	0.000070	0.069601	0.247269
,	0.014326	0.000516	0.000967	0.000922	0.002351	0.003057	0.007041	0.001392	0.002137	0.002726	0.003207	0.001595	0.002278	0.001485	0.003342	0.010491	0.011795	0.001309	0.000715	0.000794	0.000642	0.000586	0.001136	0.002021	0.001579	0.000183	0.000742	0.009307	0.000709	0.000069	0.000366	0.000173	0.000697	0.005888	0.000747	0.001295	0.004188	0.003965	0.000905	0.000587	0.000534	0.000471	0.004821	0.014955	0.000271	0.000817	0.001701	0.001111	0.001534	0.000551	0.001039	0.000943	0.191888	0.671131
or	0.003595	0.001504	0.015243	0.004828	0.020930	0.009264	0.014865	0.017513	0.007109	0.034755	0.026226	0.015422	0.011802	0.006251	0.003378	0.004100	0.002273	0.000987	0.003318	0.000775	0.001177	0.004583	0.000563	0.001523	0.002159	0.000216	0.001064	0.000694	0.000191	0.000118	0.000535	0.000117	0.000205	0.001230	0.000240	0.000594	0.002802	0.002529	0.000293	0.000525	0.000528	0.000248	0.001923	0.006844	0.000066	0.000158	0.000159	0.000224	0.000211	0.000103	0.000176	0.000207	0.097746	0.665912
construct	0.011982	0.000408	0.000340	0.001109	0.005268	0.002706	0.023913	0.025980	0.117674	0.012053	0.005336	0.054289	0.001581	0.000612	0.001230	0.008055	0.010510	0.001356	0.004832	0.001156	0.001204	0.086179	0.002194	0.004872	0.019224	0.001006	0.000638	0.006947	0.001991	0.000178	0.003064	0.000384	0.000846	0.012292	0.000921	0.000934	0.000656	0.001532	0.000058	0.000129	0.000406	0.000142	0.001881	0.007133	0.000054	0.000258	0.000462	0.000124	0.000126	0.000068	0.000090	0.000148	0.093441	0.460026
##ively	0.012091	0.000159	0.000465	0.004749	0.009384	0.005645	0.069141	0.037247	0.108957	0.014351	0.010511	0.087946	0.002248	0.002392	0.003204	0.008230	0.003380	0.000499	0.002648	0.001502	0.000695	0.106820	0.002300	0.007526	0.059884	0.001620	0.000599	0.023196	0.003025	0.000185	0.009168	0.000762	0.001634	0.029392	0.000166	0.000387	0.001399	0.000883	0.000059	0.000071	0.000150	0.000026	0.001032	0.021718	0.000049	0.000135	0.000227	0.000103	0.000062	0.000025	0.000064	0.000203	0.086438	0.255244
sold	0.009351	0.000047	0.000233	0.000276	0.000898	0.000936	0.011639	0.001282	0.050013	0.000029	0.000124	0.003708	0.000116	0.000098	0.000117	0.001044	0.004086	0.000253	0.000229	0.000371	0.000190	0.002837	0.000209	0.000238	0.002873	0.000062	0.000029	0.006263	0.000158	0.000057	0.000288	0.000090	0.000639	0.005165	0.000086	0.000146	0.000012	0.000007	0.000001	0.000003	0.000003	0.000015	0.000016	0.000029	0.000003	0.000005	0.000020	0.000010	0.000041	0.000064	0.000132	0.000060	0.118145	0.777251
(	0.014362	0.000908	0.002604	0.003474	0.005830	0.004118	0.008691	0.006670	0.003847	0.008212	0.005483	0.004449	0.005027	0.004721	0.002339	0.011291	0.015249	0.004556	0.019518	0.005990	0.004148	0.008577	0.011477	0.028400	0.020944	0.002108	0.003012	0.004064	0.000781	0.003163	0.005121	0.002230	0.001838	0.009410	0.001711	0.001459	0.001487	0.001404	0.000148	0.000301	0.000617	0.000443	0.001577	0.004006	0.000121	0.000429	0.000444	0.000387	0.000245	0.000124	0.000098	0.000173	0.107839	0.634378
if	0.017878	0.001080	0.006587	0.009671	0.015463	0.007191	0.022043	0.010127	0.009071	0.031815	0.028809	0.054485	0.030158	0.027099	0.022149	0.010009	0.005916	0.004858	0.029468	0.006008	0.006857	0.072658	0.008878	0.046160	0.022331	0.009468	0.004637	0.002904	0.000726	0.002535	0.005298	0.003828	0.001890	0.007580	0.001056	0.000641	0.003115	0.001061	0.000274	0.000433	0.000777	0.000363	0.001338	0.006266	0.000083	0.000283	0.000445	0.000306	0.000369	0.000258	0.000330	0.000303	0.071350	0.365314
