TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.035054	0.000110	0.000225	0.002428	0.000508	0.000137	0.002511	0.000606	0.007059	0.001388	0.000132	0.000887	0.000080	0.000405	0.000181	0.000601	0.005126	0.000040	0.000241	0.000303	0.000627	0.000773	0.000044	0.000468	0.000727	0.000538	0.000125	0.001060	0.000937	0.000031	0.000729	0.000135	0.000707	0.002079	0.000039	0.000275	0.000793	0.000151	0.000164	0.000189	0.001963	0.000127	0.000133	0.009735	0.000133	0.000304	0.000882	0.000228	0.001937	0.000475	0.003749	0.002117	0.002688	0.906913
Although	0.000407	0.007217	0.132110	0.008921	0.000850	0.000472	0.000573	0.000879	0.000568	0.105280	0.017094	0.000700	0.011741	0.012328	0.009192	0.004751	0.002433	0.000726	0.006085	0.000854	0.009267	0.000277	0.001067	0.008425	0.000555	0.000460	0.007127	0.000047	0.000121	0.000422	0.000702	0.000386	0.000538	0.000389	0.001455	0.002934	0.024412	0.004050	0.005622	0.003438	0.001873	0.000163	0.000445	0.000518	0.000285	0.000880	0.002682	0.001416	0.000635	0.000179	0.000248	0.000680	0.002139	0.592978
other	0.000616	0.005007	0.017266	0.074359	0.011142	0.002417	0.022960	0.007471	0.014648	0.022288	0.008254	0.022319	0.002483	0.005526	0.001507	0.003630	0.009781	0.000219	0.001297	0.005101	0.007272	0.005358	0.000379	0.002015	0.006768	0.001499	0.001229	0.000288	0.001052	0.000056	0.001250	0.000089	0.001258	0.006510	0.000402	0.000932	0.001624	0.000135	0.000160	0.000121	0.002639	0.000127	0.000114	0.001348	0.000050	0.000202	0.000723	0.000140	0.000965	0.000170	0.000822	0.001132	0.000547	0.714332
types	0.000640	0.001154	0.006229	0.005091	0.006373	0.011267	0.028819	0.011387	0.036938	0.011959	0.004238	0.078828	0.000761	0.000708	0.000250	0.002589	0.007106	0.000076	0.000452	0.002189	0.007441	0.032505	0.000197	0.001191	0.024607	0.001860	0.001469	0.000530	0.000644	0.000051	0.003601	0.000217	0.002418	0.008873	0.000553	0.000523	0.000820	0.000147	0.000220	0.000099	0.001850	0.000037	0.000045	0.001641	0.000027	0.000115	0.000389	0.000059	0.002137	0.000101	0.000950	0.001460	0.000994	0.685174
of	0.000588	0.000845	0.006312	0.111858	0.013130	0.047806	0.135491	0.038881	0.117806	0.011946	0.010114	0.155760	0.001490	0.001923	0.000756	0.002537	0.018639	0.000272	0.000858	0.014227	0.014283	0.037324	0.000258	0.000768	0.024390	0.006276	0.001203	0.000830	0.001715	0.000053	0.003101	0.000136	0.002099	0.033425	0.000125	0.000160	0.000185	0.000059	0.000067	0.000062	0.001525	0.000059	0.000030	0.001368	0.000020	0.000119	0.001006	0.000123	0.001457	0.000209	0.000966	0.000860	0.000698	0.173804
for	0.000658	0.001171	0.003388	0.004227	0.002466	0.014618	0.263827	0.022160	0.044715	0.009715	0.001439	0.008347	0.000991	0.001299	0.000190	0.001643	0.008883	0.000079	0.000155	0.005527	0.006531	0.002573	0.000199	0.000145	0.001259	0.000346	0.000553	0.000207	0.000216	0.000019	0.000404	0.000067	0.000263	0.000440	0.000039	0.000351	0.000214	0.000040	0.000028	0.000065	0.000419	0.000060	0.000039	0.000816	0.000031	0.000030	0.000066	0.000013	0.000430	0.000431	0.000950	0.000184	0.000398	0.586676
##feit	0.001138	0.000786	0.001772	0.002838	0.003573	0.012503	0.012522	0.007662	0.025594	0.002750	0.000367	0.005165	0.000186	0.000178	0.000109	0.000929	0.002427	0.000050	0.000130	0.001748	0.001704	0.002335	0.000021	0.000163	0.001135	0.001252	0.000705	0.000681	0.001341	0.000013	0.000171	0.000086	0.000648	0.000667	0.000254	0.000368	0.000102	0.000022	0.000035	0.000011	0.000426	0.000084	0.000065	0.001020	0.000042	0.000037	0.000200	0.000016	0.000491	0.000082	0.000338	0.000389	0.000976	0.901691
##ed	0.002223	0.001451	0.004854	0.038313	0.011502	0.101483	0.244080	0.033234	0.138490	0.006289	0.001359	0.040967	0.000970	0.001030	0.000259	0.002650	0.032732	0.000215	0.000297	0.010715	0.010335	0.017790	0.000427	0.000542	0.006757	0.001905	0.001155	0.001851	0.003386	0.000037	0.002244	0.000138	0.002055	0.006704	0.000387	0.000436	0.000342	0.000063	0.000077	0.000038	0.000830	0.000105	0.000143	0.003643	0.000049	0.000143	0.002168	0.000122	0.008892	0.000632	0.003186	0.000630	0.000981	0.248691
property	0.000589	0.000891	0.003860	0.021397	0.002184	0.017412	0.306677	0.019672	0.044316	0.001412	0.000690	0.146662	0.000165	0.000386	0.000148	0.002450	0.041734	0.000115	0.000326	0.005074	0.001319	0.079381	0.000137	0.000108	0.022356	0.002362	0.001166	0.004021	0.003317	0.000032	0.001601	0.000110	0.003813	0.007314	0.000150	0.000159	0.000459	0.000047	0.000024	0.000035	0.001168	0.000034	0.000017	0.004073	0.000025	0.000068	0.000295	0.000023	0.008166	0.000828	0.005911	0.000931	0.000539	0.233848
must	0.000752	0.007931	0.014475	0.003187	0.001575	0.002706	0.011517	0.002695	0.007107	0.019240	0.012831	0.014472	0.002933	0.003880	0.001795	0.002106	0.008047	0.000535	0.009738	0.002553	0.007937	0.001941	0.000381	0.002985	0.003047	0.000476	0.003883	0.000312	0.000349	0.000620	0.000314	0.000137	0.001204	0.001099	0.000772	0.000776	0.001841	0.000313	0.000830	0.000496	0.000397	0.000053	0.000189	0.000503	0.000123	0.000305	0.000843	0.000161	0.000827	0.000603	0.001318	0.001106	0.001086	0.832697
