TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.304270	0.011353	0.019543	0.011990	0.021749	0.026450	0.008362	0.018861	0.008572	0.013807	0.012911	0.007669	0.015317	0.012077	0.014702	0.008600	0.004439	0.017104	0.012073	0.006507	0.012394	0.010136	0.018586	0.020226	0.008147	0.014509	0.019003	0.008727	0.007169	0.009982	0.006803	0.011871	0.011283	0.007276	0.020812	0.015534	0.015956	0.012022	0.015957	0.009364	0.006822	0.010244	0.013459	0.007593	0.012575	0.008107	0.006370	0.011699	0.011794	0.006838	0.005371	0.009879	0.020467	0.056664
Although	0.047001	0.009648	0.016591	0.004913	0.033213	0.049887	0.002337	0.042137	0.002250	0.087750	0.078733	0.010242	0.083956	0.028442	0.071981	0.019399	0.001606	0.096375	0.085112	0.001700	0.011189	0.005237	0.041576	0.037666	0.007112	0.008046	0.004272	0.000320	0.000811	0.008220	0.000920	0.004802	0.001608	0.000621	0.009167	0.016954	0.020415	0.006559	0.003382	0.001358	0.001461	0.002127	0.001197	0.001157	0.008845	0.000967	0.000507	0.001188	0.000723	0.000034	0.000406	0.001524	0.012170	0.004185
other	0.134157	0.014931	0.027721	0.018408	0.034131	0.050350	0.011656	0.049600	0.018881	0.071624	0.070004	0.035293	0.078829	0.043062	0.037853	0.015904	0.005527	0.056386	0.045825	0.004279	0.006118	0.012774	0.015032	0.014452	0.002660	0.003290	0.007826	0.001123	0.000861	0.003610	0.000733	0.003097	0.003122	0.002813	0.004864	0.010218	0.022851	0.007193	0.005512	0.004560	0.004028	0.003307	0.006140	0.003185	0.005042	0.001746	0.001252	0.001877	0.001235	0.000171	0.000861	0.001337	0.006291	0.006401
types	0.221030	0.036511	0.005618	0.000893	0.055321	0.026290	0.005132	0.076378	0.009869	0.038422	0.130891	0.015700	0.041791	0.016357	0.022926	0.010354	0.005824	0.052968	0.050870	0.001299	0.001978	0.007185	0.026169	0.023839	0.001685	0.003493	0.004482	0.001590	0.001452	0.005250	0.000562	0.000770	0.002168	0.000826	0.008285	0.011417	0.009282	0.010252	0.006094	0.005136	0.003858	0.002588	0.005956	0.006273	0.002675	0.002817	0.000651	0.000811	0.000579	0.000103	0.000173	0.000780	0.012397	0.003979
of	0.031621	0.008325	0.007181	0.011839	0.019973	0.036991	0.006235	0.052329	0.023323	0.242770	0.182871	0.030815	0.065036	0.030341	0.041583	0.046067	0.005956	0.020946	0.017695	0.010830	0.009833	0.008849	0.010957	0.021501	0.006126	0.003528	0.003681	0.001062	0.000997	0.000946	0.000369	0.001013	0.001669	0.001225	0.001006	0.001667	0.006236	0.004089	0.001695	0.001423	0.001781	0.001230	0.001290	0.002010	0.004148	0.001256	0.001285	0.000891	0.000488	0.000137	0.000240	0.000448	0.002197	0.002003
for	0.045355	0.006122	0.002701	0.006899	0.009913	0.028190	0.014337	0.046386	0.011608	0.240526	0.162667	0.034612	0.084961	0.029767	0.086574	0.028335	0.008415	0.018831	0.026058	0.006106	0.007122	0.009266	0.009583	0.015501	0.005337	0.006928	0.002521	0.000997	0.000854	0.001717	0.000708	0.001483	0.000955	0.000958	0.001976	0.001223	0.003301	0.004047	0.001092	0.001237	0.002552	0.002068	0.001852	0.001779	0.004081	0.002553	0.001482	0.001346	0.000952	0.000297	0.000352	0.000729	0.002008	0.002778
##feit	0.493139	0.004924	0.006500	0.010170	0.040036	0.054286	0.000341	0.010256	0.004106	0.020186	0.040418	0.003163	0.057682	0.011618	0.051397	0.008101	0.004169	0.030891	0.014960	0.011162	0.006279	0.002180	0.010268	0.011271	0.001735	0.009744	0.002576	0.001997	0.000985	0.002238	0.000414	0.001912	0.002309	0.000891	0.004163	0.004194	0.001935	0.003325	0.006039	0.000666	0.004959	0.004879	0.006516	0.002293	0.002651	0.002350	0.002798	0.002587	0.000819	0.000459	0.000180	0.001295	0.007014	0.008575
##ed	0.112271	0.005342	0.004569	0.007044	0.013516	0.023834	0.006884	0.029443	0.009736	0.113217	0.170133	0.015741	0.112811	0.046478	0.077810	0.031944	0.008041	0.037987	0.030131	0.007616	0.011044	0.004098	0.009552	0.021386	0.005617	0.006526	0.004578	0.001376	0.001347	0.002656	0.000673	0.001780	0.002251	0.000796	0.001826	0.002287	0.002652	0.003133	0.002292	0.001349	0.004240	0.003417	0.005422	0.006058	0.006230	0.003945	0.002701	0.004351	0.002889	0.000332	0.000509	0.001238	0.003339	0.003562
property	0.536049	0.003402	0.003369	0.001403	0.013139	0.014813	0.002174	0.005286	0.000938	0.008101	0.021789	0.004036	0.059204	0.022640	0.089875	0.031333	0.009317	0.054832	0.026029	0.006313	0.002231	0.003024	0.009057	0.010353	0.000933	0.010760	0.003782	0.000815	0.000893	0.001935	0.000439	0.001112	0.001981	0.000991	0.001574	0.002087	0.003513	0.000544	0.002303	0.000677	0.000765	0.002050	0.003898	0.001678	0.006705	0.000784	0.001390	0.000834	0.001357	0.000272	0.000225	0.000417	0.003539	0.003039
must	0.077368	0.018109	0.003767	0.000976	0.004743	0.008270	0.002878	0.014647	0.002069	0.061738	0.046502	0.032427	0.084914	0.048058	0.183159	0.045540	0.006881	0.076929	0.092079	0.007040	0.004976	0.023363	0.026807	0.034280	0.005876	0.015241	0.006072	0.002212	0.001099	0.006553	0.001181	0.002641	0.001051	0.000743	0.002419	0.002700	0.006491	0.004008	0.001457	0.000645	0.000699	0.001886	0.001506	0.001404	0.010964	0.004861	0.001092	0.000876	0.000950	0.000175	0.000225	0.000480	0.004386	0.002588
