TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.600334	0.003575	0.000506	0.000783	0.021496	0.006207	0.000812	0.002206	0.000770	0.000884	0.001406	0.000373	0.007426	0.001168	0.006538	0.000643	0.001379	0.051974	0.007628	0.000673	0.001064	0.000373	0.011458	0.001922	0.000403	0.005599	0.000279	0.001239	0.000742	0.006335	0.000373	0.003090	0.000390	0.000923	0.015037	0.046496	0.000450	0.003522	0.001996	0.000312	0.002616	0.006064	0.001956	0.001053	0.001349	0.003168	0.000854	0.001419	0.000443	0.003730	0.001760	0.004390	0.067481	0.084936
Although	0.887622	0.005380	0.004203	0.001487	0.003263	0.001536	0.000862	0.000427	0.000114	0.001744	0.002468	0.000145	0.001586	0.000494	0.005860	0.002260	0.000400	0.007625	0.001047	0.000280	0.001527	0.000152	0.000984	0.001095	0.000187	0.003347	0.000673	0.000666	0.000072	0.001078	0.000098	0.002416	0.000523	0.000917	0.000686	0.012219	0.005747	0.002399	0.002429	0.002301	0.001393	0.001786	0.001831	0.000480	0.002792	0.001610	0.002189	0.000475	0.003010	0.000253	0.000255	0.000538	0.013985	0.001085
other	0.603022	0.015341	0.000767	0.007160	0.019555	0.009080	0.001912	0.002031	0.008703	0.008824	0.013825	0.008726	0.007560	0.014562	0.018089	0.006631	0.001598	0.031223	0.003458	0.000730	0.002648	0.006465	0.005199	0.001954	0.008064	0.010819	0.002595	0.002320	0.000893	0.003614	0.003200	0.005393	0.002696	0.004406	0.006038	0.031786	0.014651	0.009366	0.009381	0.005476	0.002021	0.006316	0.009239	0.001793	0.008332	0.004033	0.009094	0.002125	0.001517	0.000247	0.001102	0.001844	0.025721	0.006857
types	0.339047	0.012287	0.009463	0.016257	0.021322	0.003868	0.019699	0.005680	0.039229	0.013251	0.001641	0.015976	0.009785	0.031405	0.006441	0.084197	0.005843	0.013492	0.016072	0.035016	0.006012	0.014206	0.003929	0.003632	0.009677	0.004661	0.000315	0.007154	0.007965	0.010819	0.005881	0.009043	0.021723	0.036212	0.005599	0.010072	0.003995	0.002720	0.000472	0.004098	0.005690	0.005971	0.000464	0.029475	0.001217	0.002261	0.020247	0.004050	0.009596	0.008286	0.003343	0.005179	0.013407	0.022659
of	0.653684	0.006924	0.006660	0.003957	0.011797	0.004432	0.009267	0.002094	0.001718	0.005894	0.006028	0.001102	0.004710	0.005236	0.015369	0.002933	0.002798	0.029460	0.002002	0.000978	0.002058	0.001114	0.005909	0.002100	0.003724	0.009865	0.006648	0.003736	0.001109	0.001750	0.000853	0.005201	0.001335	0.002034	0.006451	0.026263	0.012889	0.005503	0.025992	0.003142	0.003545	0.003687	0.022987	0.001799	0.004205	0.003531	0.003758	0.000949	0.001779	0.000455	0.001613	0.000874	0.029905	0.016190
for	0.398722	0.007094	0.011839	0.007228	0.022318	0.003992	0.064428	0.004818	0.013094	0.036739	0.012991	0.028815	0.010583	0.007040	0.025479	0.021972	0.006658	0.022874	0.008549	0.001877	0.006863	0.025435	0.009769	0.011692	0.012558	0.014681	0.004872	0.003946	0.008326	0.004864	0.002411	0.013163	0.002997	0.019182	0.003553	0.014047	0.006158	0.006401	0.006821	0.005084	0.003730	0.005979	0.007564	0.002124	0.007681	0.004229	0.005621	0.002775	0.002236	0.000253	0.003723	0.001877	0.033453	0.018820
##feit	0.285141	0.000969	0.001519	0.004169	0.014693	0.086862	0.024126	0.012618	0.031995	0.025253	0.001025	0.034116	0.011808	0.017102	0.023112	0.026403	0.071093	0.048391	0.006612	0.003165	0.002696	0.030183	0.010597	0.000985	0.005502	0.016185	0.001051	0.010581	0.005185	0.004610	0.004822	0.028830	0.005559	0.007112	0.011192	0.025524	0.004316	0.000784	0.001879	0.004038	0.003507	0.006240	0.002085	0.004817	0.003219	0.000974	0.003875	0.002411	0.000566	0.001968	0.002882	0.002980	0.033933	0.018739
##ed	0.457687	0.004914	0.002621	0.002624	0.024964	0.023686	0.009874	0.000710	0.001001	0.011177	0.003616	0.005447	0.026034	0.003185	0.026800	0.009902	0.005169	0.066836	0.021643	0.004766	0.003680	0.006049	0.009670	0.004940	0.001698	0.013278	0.000711	0.002666	0.001864	0.016255	0.000958	0.023703	0.002294	0.002600	0.008058	0.043793	0.002432	0.002747	0.001369	0.004168	0.000936	0.016049	0.001611	0.003220	0.004403	0.002677	0.001589	0.005824	0.001687	0.003204	0.010602	0.005720	0.055958	0.020925
property	0.220511	0.006483	0.006724	0.042453	0.003196	0.004679	0.079245	0.002095	0.013600	0.014080	0.000575	0.084340	0.002824	0.005153	0.001905	0.031460	0.008568	0.002586	0.005218	0.004024	0.004686	0.073998	0.000593	0.002070	0.007564	0.001158	0.000508	0.170541	0.029976	0.003438	0.000802	0.007360	0.059214	0.016250	0.000493	0.002173	0.001710	0.001530	0.000068	0.025267	0.002844	0.001576	0.000108	0.001750	0.000675	0.001013	0.012873	0.002105	0.001545	0.001814	0.001784	0.000829	0.004422	0.017549
must	0.269226	0.017165	0.012660	0.096477	0.005619	0.003642	0.111615	0.005330	0.026675	0.046353	0.024360	0.010675	0.003325	0.036587	0.007206	0.032453	0.011612	0.007555	0.001781	0.007556	0.008691	0.009543	0.001210	0.017551	0.011597	0.003932	0.002705	0.027662	0.003577	0.001469	0.001081	0.005040	0.015641	0.011198	0.000535	0.005270	0.027756	0.001612	0.001099	0.005443	0.016408	0.001733	0.000942	0.033880	0.004129	0.000837	0.010450	0.002698	0.018467	0.000213	0.000918	0.001176	0.005068	0.002596
be	0.554067	0.017614	0.030699	0.012203	0.009046	0.002715	0.008502	0.004081	0.007026	0.047526	0.005397	0.004470	0.007012	0.012334	0.028580	0.020255	0.004673	0.014544	0.003612	0.001691	0.015217	0.002881	0.002653	0.006905	0.002402	0.011595	0.007529	0.001510	0.000490	0.002644	0.000943	0.015642	0.003524	0.003673	0.001906	0.013284	0.037942	0.002508	0.004773	0.006238	0.002651	0.003211	0.004606	0.003001	0.007636	0.001491	0.009495	0.001107	0.007691	0.000712	0.000371	0.001093	0.013672	0.002955
sold	0.104131	0.006260	0.005061	0.013262	0.014662	0.017383	0.139468	0.014613	0.016655	0.016389	0.007833	0.042071	0.013591	0.057893	0.049028	0.018911	0.027257	0.010019	0.004287	0.004294	0.002649	0.021510	0.001945	0.012254	0.005127	0.028368	0.000931	0.048215	0.016120	0.002646	0.006688	0.076358	0.007370	0.011626	0.001619	0.006339	0.005297	0.002193	0.001049	0.032673	0.002990	0.005210	0.000843	0.029210	0.006416	0.001536	0.003845	0.001038	0.000546	0.000512	0.003819	0.012472	0.015399	0.042120
