TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.459341	0.003093	0.001011	0.008141	0.005212	0.002799	0.014100	0.006677	0.028125	0.009124	0.001676	0.013786	0.001868	0.001667	0.001823	0.005088	0.024498	0.006491	0.001881	0.002806	0.006856	0.016259	0.008883	0.001296	0.002811	0.001106	0.001151	0.036023	0.010658	0.001477	0.007641	0.000700	0.008438	0.005113	0.003042	0.006243	0.001199	0.004492	0.000974	0.003605	0.010339	0.001617	0.001350	0.005425	0.001571	0.004142	0.008650	0.002830	0.004012	0.007581	0.012915	0.005561	0.012407	0.194427
Although	0.099955	0.011248	0.002921	0.000701	0.010159	0.001030	0.000444	0.001840	0.000458	0.018278	0.006040	0.001479	0.007563	0.002508	0.010712	0.002085	0.001228	0.058511	0.026869	0.001492	0.009629	0.001473	0.132575	0.004910	0.002180	0.001754	0.000581	0.000683	0.000657	0.016933	0.012151	0.004754	0.001339	0.000899	0.120278	0.070024	0.001348	0.013107	0.003974	0.007154	0.007981	0.003602	0.003015	0.000926	0.003891	0.007777	0.027688	0.004531	0.000587	0.000364	0.001176	0.003306	0.079107	0.184121
other	0.166486	0.012669	0.002587	0.002186	0.016368	0.001252	0.001156	0.006025	0.001519	0.006751	0.002063	0.006170	0.006263	0.000545	0.010240	0.002303	0.002864	0.082485	0.005301	0.003039	0.011096	0.006135	0.050069	0.002088	0.001683	0.003960	0.001271	0.001426	0.000475	0.003548	0.015748	0.004868	0.001389	0.001344	0.080313	0.095523	0.001374	0.006456	0.003695	0.003326	0.002311	0.003805	0.005314	0.001501	0.001510	0.004306	0.006620	0.003271	0.000521	0.000233	0.001652	0.003633	0.099237	0.232024
types	0.158188	0.009357	0.001975	0.017349	0.015603	0.004350	0.010788	0.013696	0.039913	0.008218	0.002426	0.006527	0.006518	0.005725	0.003859	0.039219	0.021729	0.024083	0.007260	0.005458	0.040329	0.010727	0.057575	0.005485	0.008987	0.002410	0.002150	0.025218	0.015044	0.002909	0.021672	0.002248	0.011461	0.015951	0.015510	0.022541	0.001359	0.014615	0.000683	0.011036	0.011765	0.007437	0.001493	0.010732	0.002095	0.010800	0.048065	0.008570	0.003234	0.004084	0.027321	0.009760	0.037023	0.127470
of	0.232315	0.011716	0.002899	0.012872	0.017978	0.005181	0.006701	0.010029	0.015978	0.010897	0.002947	0.016858	0.011194	0.002022	0.012258	0.005324	0.028332	0.032819	0.004821	0.005701	0.026628	0.016572	0.027500	0.006474	0.006407	0.009999	0.002153	0.013800	0.003570	0.003276	0.010121	0.003931	0.005593	0.009327	0.022704	0.034786	0.003375	0.008306	0.005173	0.006459	0.014021	0.008614	0.003877	0.009079	0.004413	0.006657	0.014296	0.003335	0.002332	0.002227	0.006430	0.008595	0.051245	0.189884
for	0.262982	0.003544	0.001269	0.020521	0.022457	0.005136	0.008615	0.005456	0.006771	0.003508	0.001347	0.009130	0.004796	0.001385	0.010079	0.008779	0.035117	0.033101	0.002199	0.006748	0.027349	0.012233	0.009534	0.000717	0.003883	0.013670	0.003386	0.017813	0.003650	0.001800	0.005610	0.004995	0.014059	0.010172	0.012125	0.041158	0.001681	0.001758	0.007849	0.002581	0.009850	0.005541	0.004954	0.010640	0.005221	0.002650	0.010081	0.002215	0.005513	0.003528	0.006576	0.011692	0.042151	0.230426
##feit	0.116179	0.007024	0.005362	0.002375	0.010505	0.013892	0.007539	0.008078	0.010749	0.009943	0.010682	0.041508	0.012513	0.002269	0.005108	0.010747	0.122866	0.017766	0.002357	0.004958	0.030969	0.051236	0.017367	0.008434	0.004585	0.004514	0.007683	0.039554	0.023832	0.002276	0.011990	0.007138	0.015110	0.008869	0.011750	0.020125	0.003722	0.007706	0.005701	0.010116	0.014268	0.009277	0.008485	0.004300	0.007761	0.011480	0.004548	0.001455	0.002372	0.003320	0.009188	0.005732	0.042606	0.160114
##ed	0.101735	0.009215	0.002117	0.023134	0.008976	0.007881	0.050605	0.012023	0.038888	0.013951	0.006304	0.024797	0.007250	0.003437	0.003211	0.023049	0.047693	0.011399	0.003483	0.020282	0.034367	0.041491	0.019986	0.004457	0.011199	0.003839	0.005777	0.040031	0.023027	0.002229	0.013204	0.005589	0.027275	0.017369	0.005993	0.015048	0.003906	0.010861	0.000954	0.014324	0.022324	0.009638	0.002225	0.018445	0.002270	0.011065	0.046664	0.003504	0.010923	0.008867	0.023357	0.010881	0.018510	0.090973
property	0.074170	0.002987	0.000888	0.039962	0.002759	0.001737	0.047042	0.019479	0.021400	0.020772	0.002963	0.021862	0.002736	0.002079	0.001240	0.030840	0.139165	0.004609	0.000879	0.008190	0.069194	0.035172	0.001978	0.002810	0.019648	0.001343	0.002195	0.119477	0.037684	0.000515	0.014838	0.001113	0.024395	0.011828	0.001101	0.003904	0.000775	0.007765	0.000412	0.004417	0.046743	0.001874	0.001318	0.007289	0.000900	0.009707	0.021626	0.001642	0.007319	0.005200	0.009151	0.006180	0.007314	0.067416
must	0.070354	0.011058	0.002491	0.016113	0.004313	0.001386	0.027618	0.011072	0.010318	0.016458	0.011109	0.012281	0.004402	0.002071	0.002527	0.035440	0.025854	0.009676	0.040119	0.007762	0.020059	0.015254	0.022772	0.017014	0.031574	0.000744	0.002090	0.029389	0.012018	0.011921	0.022914	0.001443	0.004409	0.011733	0.014098	0.014001	0.001685	0.064364	0.000653	0.017019	0.022516	0.003978	0.001452	0.005383	0.002032	0.037920	0.177002	0.004777	0.001351	0.000463	0.013776	0.006571	0.030984	0.054222
