TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.016748	0.014377	0.000842	0.001734	0.000107	0.000150	0.000502	0.000390	0.000495	0.014456	0.001054	0.001173	0.001892	0.025705	0.005071	0.002073	0.000256	0.007221	0.005271	0.000364	0.000125	0.000626	0.001028	0.002523	0.000580	0.000834	0.001074	0.000516	0.000175	0.000611	0.000183	0.000147	0.000100	0.000105	0.000755	0.010954	0.015181	0.018408	0.018357	0.186552	0.052099	0.009942	0.043423	0.008396	0.010744	0.024243	0.016375	0.017728	0.017887	0.004787	0.017959	0.047508	0.224500	0.145694
Although	0.005556	0.039453	0.003833	0.001180	0.000100	0.000078	0.000136	0.000026	0.000307	0.003086	0.000108	0.001290	0.001904	0.000679	0.000243	0.000462	0.000302	0.009160	0.001763	0.000474	0.000054	0.000538	0.001167	0.000131	0.000158	0.000006	0.000176	0.000108	0.000051	0.000035	0.000013	0.000004	0.000029	0.000078	0.005504	0.403928	0.010559	0.001283	0.000588	0.001587	0.002602	0.000912	0.000934	0.001186	0.000074	0.000142	0.000125	0.000051	0.001273	0.000273	0.000544	0.000610	0.138432	0.356709
other	0.002653	0.021006	0.001818	0.002493	0.000300	0.002888	0.026122	0.000697	0.004326	0.013687	0.001093	0.387955	0.000911	0.000510	0.000063	0.000637	0.001250	0.001257	0.001783	0.002931	0.000278	0.054323	0.000354	0.000017	0.015973	0.000024	0.000046	0.000123	0.000932	0.000013	0.000176	0.000000	0.000064	0.008254	0.000731	0.005652	0.001037	0.000091	0.000045	0.001101	0.001023	0.000085	0.000048	0.005365	0.000002	0.000003	0.000017	0.000001	0.002559	0.000237	0.005490	0.003422	0.082214	0.335920
types	0.005391	0.006402	0.041009	0.026337	0.005075	0.013131	0.023547	0.016559	0.022670	0.011095	0.005604	0.173092	0.001714	0.001073	0.000279	0.003151	0.007131	0.008226	0.007761	0.009972	0.002146	0.117329	0.001940	0.000072	0.022728	0.000352	0.001170	0.000468	0.002314	0.000277	0.000970	0.000018	0.000618	0.021365	0.000945	0.005011	0.019078	0.001939	0.000688	0.005627	0.007314	0.001568	0.001106	0.029069	0.000075	0.000348	0.000298	0.000067	0.004337	0.000582	0.005438	0.028197	0.068994	0.258336
of	0.007925	0.004580	0.002009	0.009866	0.000431	0.002469	0.036380	0.006232	0.017262	0.007990	0.001438	0.374610	0.000268	0.000317	0.000036	0.000683	0.001785	0.000540	0.001096	0.001663	0.001100	0.332417	0.000227	0.000009	0.017003	0.000047	0.000036	0.000076	0.001645	0.000017	0.000750	0.000001	0.000077	0.024346	0.000306	0.001793	0.002827	0.000347	0.000086	0.000605	0.003117	0.000064	0.000023	0.020777	0.000002	0.000014	0.000028	0.000003	0.001563	0.000065	0.002429	0.005379	0.023741	0.081500
for	0.001828	0.002857	0.007666	0.022382	0.009100	0.007117	0.018084	0.011462	0.045172	0.003802	0.001391	0.011021	0.000119	0.000073	0.000052	0.000328	0.002134	0.001509	0.001270	0.001512	0.001366	0.006118	0.000382	0.000031	0.003251	0.000051	0.000411	0.000971	0.003979	0.000027	0.000103	0.000004	0.000051	0.002043	0.000427	0.000569	0.000620	0.000088	0.000059	0.000395	0.000830	0.000019	0.000250	0.009668	0.000005	0.000034	0.000040	0.000019	0.000406	0.000328	0.000942	0.005008	0.096904	0.715722
##feit	0.004449	0.004859	0.031782	0.102005	0.026808	0.118162	0.014352	0.063002	0.053194	0.008177	0.008963	0.009080	0.000548	0.000125	0.000155	0.000383	0.003050	0.003184	0.016850	0.012212	0.019516	0.005302	0.001866	0.000143	0.002116	0.000047	0.000355	0.000713	0.002552	0.000227	0.000250	0.000017	0.000247	0.001416	0.001200	0.001371	0.005213	0.000952	0.000840	0.003421	0.004024	0.000212	0.001994	0.066245	0.000162	0.000443	0.000613	0.000222	0.002081	0.003019	0.001128	0.012177	0.069851	0.308724
##ed	0.009522	0.009137	0.008060	0.069476	0.014499	0.032441	0.085882	0.013039	0.021911	0.008342	0.002381	0.079885	0.000490	0.000475	0.000337	0.001734	0.005518	0.003638	0.015316	0.023114	0.016740	0.076280	0.001325	0.000119	0.012985	0.000122	0.000251	0.000227	0.001685	0.000092	0.000889	0.000015	0.000213	0.007694	0.002330	0.005591	0.004211	0.001113	0.000484	0.006347	0.014223	0.000648	0.000679	0.074066	0.000029	0.000190	0.000377	0.000079	0.007350	0.000683	0.004656	0.004216	0.085364	0.263533
property	0.002271	0.001425	0.015034	0.076477	0.012098	0.043138	0.111569	0.092912	0.019857	0.006113	0.006662	0.167162	0.000175	0.000086	0.000095	0.001762	0.001952	0.001882	0.010919	0.007938	0.013688	0.183982	0.001034	0.000118	0.034612	0.000980	0.002463	0.001843	0.002765	0.000468	0.000855	0.000100	0.003055	0.034623	0.001299	0.001419	0.007189	0.000572	0.000150	0.000827	0.000718	0.000436	0.000927	0.008893	0.000031	0.000201	0.000131	0.000075	0.000930	0.000263	0.001794	0.005738	0.030911	0.077384
must	0.002026	0.008458	0.004920	0.001830	0.000204	0.000069	0.000187	0.000266	0.000324	0.008326	0.000838	0.003115	0.000683	0.000167	0.000011	0.000023	0.000009	0.000581	0.000937	0.000412	0.000234	0.000386	0.000427	0.000032	0.000314	0.000007	0.000193	0.000154	0.000073	0.000017	0.000020	0.000001	0.000009	0.000058	0.000211	0.001011	0.000423	0.000076	0.000040	0.000257	0.000157	0.000014	0.000071	0.000354	0.000004	0.000002	0.000006	0.000001	0.000042	0.000045	0.000052	0.000329	0.112090	0.849506
be	0.002317	0.015727	0.001518	0.000658	0.000078	0.000031	0.000090	0.000114	0.000154	0.167837	0.006485	0.003999	0.009767	0.006964	0.000173	0.000074	0.000013	0.000445	0.003971	0.000340	0.000258	0.000629	0.000278	0.000195	0.000593	0.000037	0.000079	0.000041	0.000043	0.000023	0.000118	0.000001	0.000006	0.000056	0.000168	0.001650	0.000444	0.000243	0.000051	0.000463	0.000328	0.000014	0.000058	0.000600	0.000006	0.000002	0.000007	0.000001	0.000039	0.000031	0.000121	0.000223	0.128890	0.643549
sold	0.004514	0.018208	0.008945	0.010748	0.003544	0.001003	0.000345	0.003804	0.000997	0.095549	0.069694	0.006264	0.009839	0.002963	0.000416	0.000175	0.000067	0.001506	0.054046	0.000958	0.011153	0.000674	0.004787	0.000369	0.000476	0.000287	0.000805	0.000302	0.000217	0.000942	0.000344	0.000026	0.000033	0.000059	0.000654	0.000826	0.002024	0.001248	0.000343	0.002147	0.001071	0.000066	0.000428	0.004713	0.000040	0.000055	0.000091	0.000030	0.000313	0.000438	0.000057	0.000880	0.107546	0.562972
in	0.001132	0.005508	0.000809	0.000355	0.000612	0.000017	0.000015	0.000088	0.000343	0.049500	0.048658	0.002759	0.029133	0.011601	0.002932	0.000407	0.000072	0.000731	0.003171	0.000023	0.000182	0.000161	0.000469	0.000160	0.000028	0.000317	0.000640	0.000067	0.000152	0.000160	0.000056	0.000012	0.000009	0.000008	0.000095	0.000176	0.000122	0.000096	0.000031	0.000061	0.000110	0.000039	0.000050	0.000268	0.000009	0.000032	0.000030	0.000023	0.000052	0.000051	0.000006	0.000059	0.142712	0.695691
order	0.000653	0.003904	0.000597	0.000083	0.000098	0.000050	0.000005	0.000009	0.000389	0.011082	0.007205	0.000574	0.411068	0.042746	0.025812	0.003116	0.000586	0.006256	0.002800	0.000155	0.000143	0.000095	0.000742	0.001250	0.000042	0.000558	0.000681	0.000100	0.000214	0.000582	0.000223	0.000236	0.000352	0.000031	0.000258	0.000148	0.000133	0.000079	0.000067	0.000099	0.000159	0.000140	0.000086	0.000345	0.000053	0.000062	0.000271	0.000098	0.000143	0.000192	0.000023	0.000069	0.091651	0.383489
to	0.001500	0.006389	0.000573	0.000052	0.000060	0.000011	0.000008	0.000026	0.000948	0.008034	0.004750	0.001880	0.167639	0.188151	0.038271	0.012877	0.003593	0.001843	0.002182	0.000050	0.000085	0.000624	0.000476	0.002304	0.000336	0.002569	0.000765	0.000224	0.000920	0.000970	0.003570	0.000962	0.001005	0.000764	0.000326	0.000098	0.000136	0.000091	0.000043	0.000076	0.000248	0.000168	0.000150	0.000998	0.000042	0.000040	0.000182	0.000056	0.000249	0.000143	0.000078	0.000199	0.097085	0.445181
recognize	0.000393	0.016959	0.001261	0.000243	0.000385	0.000302	0.000098	0.000157	0.003637	0.001891	0.002256	0.001181	0.075682	0.219164	0.255753	0.093687	0.068385	0.022961	0.015641	0.001319	0.002121	0.001947	0.001351	0.005029	0.001087	0.005148	0.001334	0.000505	0.002042	0.003725	0.006098	0.011552	0.005844	0.007119	0.002631	0.000179	0.000126	0.000030	0.000011	0.000061	0.000211	0.000089	0.000352	0.004728	0.000086	0.000103	0.000394	0.000135	0.001391	0.000357	0.000435	0.000348	0.037908	0.114169
revenue	0.000246	0.000962	0.000611	0.000608	0.000120	0.000596	0.000647	0.000597	0.000555	0.000429	0.000750	0.001678	0.004599	0.007737	0.024155	0.834371	0.014811	0.004658	0.006567	0.000372	0.000964	0.005837	0.000482	0.001539	0.001200	0.003734	0.000748	0.000280	0.000278	0.003708	0.002272	0.009463	0.007809	0.005595	0.000594	0.000092	0.000034	0.000018	0.000004	0.000035	0.000022	0.000044	0.000051	0.000399	0.000009	0.000068	0.000078	0.000055	0.000764	0.000462	0.000895	0.000092	0.011170	0.036137
,	0.002091	0.007662	0.003100	0.001467	0.000537	0.000026	0.000051	0.000093	0.000309	0.012238	0.004928	0.000330	0.024482	0.029783	0.053861	0.092189	0.002427	0.046950	0.026853	0.001540	0.002852	0.001105	0.002969	0.007548	0.000131	0.001711	0.003799	0.000449	0.000192	0.002657	0.001098	0.008386	0.003059	0.000481	0.001040	0.001249	0.000272	0.000913	0.000338	0.000819	0.000882	0.001110	0.000627	0.001078	0.000072	0.001294	0.000529	0.000507	0.001000	0.001443	0.000123	0.000126	0.119663	0.519560
or	0.000931	0.016241	0.009725	0.001377	0.000700	0.000124	0.000038	0.000158	0.000744	0.045493	0.019495	0.000590	0.069464	0.028630	0.022773	0.010447	0.002335	0.093156	0.032341	0.007037	0.004749	0.002120	0.007273	0.010669	0.000721	0.000951	0.003596	0.000186	0.000234	0.001463	0.001786	0.000713	0.001112	0.000603	0.001248	0.001331	0.000938	0.001281	0.000653	0.001438	0.000798	0.000190	0.000194	0.000577	0.000024	0.000109	0.000086	0.000072	0.000208	0.000405	0.000105	0.000220	0.126448	0.465703
construct	0.000152	0.003705	0.009224	0.002632	0.005059	0.002901	0.000865	0.004767	0.004085	0.021586	0.049209	0.001762	0.005288	0.012811	0.012843	0.009651	0.001104	0.016966	0.336158	0.033997	0.205459	0.018460	0.071828	0.033363	0.007590	0.008219	0.009080	0.000290	0.000632	0.015037	0.010262	0.007710	0.001353	0.000862	0.004169	0.000867	0.000903	0.000771	0.000244	0.000677	0.000213	0.000008	0.000188	0.000620	0.000010	0.000064	0.000022	0.000032	0.000085	0.000312	0.000125	0.000345	0.013208	0.052230
##ively	0.000511	0.006335	0.002390	0.000445	0.003253	0.000201	0.000076	0.000239	0.000241	0.036270	0.062849	0.004267	0.010448	0.019897	0.014711	0.011377	0.000121	0.013620	0.338978	0.045243	0.015922	0.025335	0.023124	0.062613	0.023495	0.012760	0.005079	0.000110	0.000084	0.013219	0.023360	0.010610	0.000772	0.000986	0.001428	0.000289	0.000374	0.000897	0.000370	0.000282	0.000191	0.000104	0.000242	0.000164	0.000045	0.000132	0.000016	0.000043	0.000106	0.000163	0.000028	0.000097	0.037349	0.168738
sold	0.001085	0.006113	0.003562	0.001758	0.000591	0.000346	0.000072	0.000453	0.000261	0.028371	0.024501	0.000569	0.004241	0.003583	0.001737	0.001729	0.000254	0.008271	0.391850	0.026909	0.160384	0.003727	0.057171	0.018964	0.002628	0.001457	0.002592	0.000176	0.000141	0.019476	0.013491	0.003380	0.001642	0.000470	0.002961	0.000779	0.000978	0.001185	0.000229	0.001547	0.000700	0.000024	0.000405	0.002191	0.000037	0.000239	0.000129	0.000061	0.000309	0.000575	0.000119	0.000467	0.029203	0.165907
(	0.000167	0.001383	0.000822	0.000242	0.000259	0.000015	0.000038	0.000061	0.000274	0.030585	0.055987	0.003669	0.004377	0.002719	0.001118	0.004620	0.000100	0.005237	0.231585	0.016193	0.017711	0.106087	0.042890	0.027895	0.018547	0.048793	0.008885	0.000120	0.000143	0.007921	0.018505	0.003316	0.000762	0.000628	0.000635	0.000312	0.000774	0.006150	0.001290	0.000695	0.000435	0.000065	0.000051	0.000133	0.000003	0.000070	0.000003	0.000012	0.000023	0.000069	0.000036	0.000055	0.045903	0.281630
if	0.000611	0.014543	0.000986	0.000078	0.000118	0.000035	0.000037	0.000036	0.000280	0.009839	0.009104	0.000976	0.021934	0.012159	0.006528	0.003161	0.000484	0.029321	0.126950	0.024663	0.003256	0.013048	0.165238	0.212937	0.012635	0.039439	0.013849	0.000358	0.000601	0.019475	0.013441	0.001715	0.001202	0.001532	0.002586	0.000556	0.000636	0.001179	0.000743	0.001154	0.000731	0.000298	0.000114	0.000214	0.000023	0.000029	0.000010	0.000013	0.000038	0.000092	0.000232	0.000192	0.043567	0.187022
transferred	0.000837	0.002983	0.001506	0.000700	0.000692	0.000208	0.000284	0.000396	0.000826	0.004605	0.003624	0.001981	0.002148	0.001400	0.001548	0.001642	0.001145	0.002983	0.118650	0.021865	0.041137	0.017445	0.162534	0.216903	0.051569	0.016915	0.028228	0.001075	0.001607	0.040833	0.037008	0.004984	0.005135	0.004053	0.005786	0.000763	0.001770	0.000334	0.000118	0.000407	0.000410	0.000064	0.000630	0.001588	0.000014	0.000052	0.000020	0.000016	0.000107	0.000122	0.000101	0.000170	0.028186	0.159892
to	0.000515	0.000836	0.000210	0.000056	0.000089	0.000156	0.000228	0.000087	0.000263	0.008905	0.003837	0.001179	0.004727	0.004526	0.001657	0.002239	0.000972	0.002926	0.043317	0.003577	0.005350	0.003968	0.041429	0.038559	0.017420	0.120352	0.035018	0.002190	0.002723	0.057241	0.017276	0.003476	0.002450	0.000990	0.002414	0.000264	0.000537	0.000278	0.000076	0.000834	0.000286	0.000056	0.000091	0.000169	0.000007	0.000020	0.000019	0.000020	0.000087	0.000249	0.000148	0.000146	0.075257	0.490300
