TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.010231	0.011261	0.002508	0.001334	0.001026	0.000314	0.001535	0.000621	0.001458	0.007701	0.002287	0.000928	0.000970	0.000212	0.000677	0.002268	0.001098	0.002116	0.010415	0.001256	0.001922	0.002248	0.001252	0.003170	0.001436	0.000815	0.002054	0.000616	0.000181	0.001109	0.000336	0.000713	0.000938	0.002142	0.002852	0.014155	0.008141	0.008304	0.003650	0.002384	0.003276	0.004407	0.004275	0.002949	0.004690	0.007366	0.012451	0.005441	0.003645	0.000828	0.001977	0.003714	0.008183	0.818163
Although	0.017842	0.014106	0.010398	0.000862	0.001270	0.000590	0.000198	0.000145	0.001380	0.022085	0.001183	0.000563	0.001671	0.000434	0.000499	0.000081	0.000071	0.000304	0.001592	0.000083	0.000157	0.000097	0.000963	0.000572	0.000114	0.000024	0.000166	0.000079	0.000016	0.000732	0.000090	0.000041	0.000183	0.000051	0.000792	0.004980	0.001893	0.004848	0.000742	0.001879	0.000363	0.000236	0.000266	0.000063	0.001092	0.000127	0.000827	0.000066	0.000421	0.000079	0.000023	0.000048	0.001242	0.901371
other	0.009004	0.126466	0.023543	0.004630	0.004480	0.000718	0.000337	0.000304	0.000601	0.172237	0.001200	0.001039	0.001832	0.001232	0.003021	0.000220	0.000098	0.000413	0.006609	0.000895	0.000409	0.000086	0.000633	0.002058	0.000146	0.000095	0.000069	0.000008	0.000006	0.005155	0.000325	0.000112	0.000103	0.000059	0.001736	0.005553	0.000628	0.001788	0.000893	0.000385	0.001965	0.000310	0.000428	0.000068	0.000208	0.000040	0.000702	0.000086	0.000348	0.000020	0.000034	0.000162	0.000675	0.615831
types	0.016534	0.002806	0.726231	0.001573	0.037516	0.000134	0.000115	0.000543	0.000267	0.011888	0.000830	0.000997	0.001470	0.000203	0.000123	0.000838	0.000039	0.000777	0.000379	0.000013	0.000187	0.000055	0.000114	0.000077	0.000052	0.000037	0.000311	0.000023	0.000007	0.000126	0.000191	0.000667	0.000026	0.000016	0.000763	0.003511	0.000679	0.000670	0.000114	0.000003	0.000029	0.000052	0.000324	0.000004	0.000027	0.000090	0.000341	0.000045	0.000036	0.000006	0.000086	0.000054	0.001596	0.186405
of	0.047514	0.017744	0.061364	0.173421	0.011324	0.001785	0.001931	0.001340	0.005896	0.003129	0.003653	0.009596	0.002168	0.000901	0.000560	0.006589	0.003438	0.001497	0.001765	0.001020	0.000887	0.000438	0.000199	0.001491	0.000372	0.000335	0.000082	0.000606	0.000096	0.000487	0.000806	0.000908	0.000795	0.000697	0.000671	0.003162	0.000696	0.001995	0.000394	0.000038	0.000671	0.000134	0.000215	0.000484	0.000167	0.000813	0.001631	0.000230	0.000659	0.000377	0.000017	0.000419	0.003031	0.619364
for	0.035065	0.029122	0.007149	0.082207	0.028256	0.001657	0.003235	0.004864	0.011042	0.006947	0.005450	0.006333	0.001708	0.001480	0.001218	0.012757	0.010328	0.005646	0.004268	0.003131	0.003517	0.001406	0.000254	0.000775	0.000232	0.000283	0.000085	0.003341	0.003025	0.000742	0.000879	0.002751	0.001858	0.002291	0.000876	0.004194	0.000872	0.000846	0.000197	0.000036	0.000700	0.000328	0.000485	0.015164	0.000105	0.001017	0.000770	0.000225	0.000361	0.001043	0.000260	0.000503	0.006614	0.682097
##feit	0.032658	0.022128	0.011063	0.077785	0.042426	0.052084	0.002376	0.018900	0.017951	0.005057	0.012444	0.006519	0.000363	0.001862	0.000332	0.004891	0.004158	0.003702	0.002519	0.001746	0.002864	0.000811	0.000114	0.000549	0.000051	0.000030	0.000049	0.001053	0.000166	0.000187	0.000173	0.000254	0.000135	0.000270	0.000665	0.001712	0.000197	0.000247	0.000102	0.000065	0.000347	0.000020	0.000317	0.014388	0.000037	0.001463	0.000095	0.000061	0.002868	0.002089	0.000013	0.000276	0.005243	0.642125
##ed	0.098756	0.075607	0.023497	0.036377	0.044826	0.025034	0.003551	0.006519	0.045884	0.004195	0.018652	0.006170	0.000265	0.000994	0.000208	0.003016	0.001489	0.009431	0.005295	0.000610	0.009386	0.000763	0.000376	0.005617	0.000069	0.000098	0.000061	0.001371	0.000259	0.000213	0.000108	0.000180	0.000186	0.000325	0.000631	0.003033	0.000548	0.000237	0.000301	0.000027	0.000057	0.000009	0.000271	0.001005	0.000205	0.001341	0.000425	0.000350	0.004922	0.000697	0.000031	0.000380	0.011829	0.544310
property	0.079566	0.005881	0.068445	0.101569	0.096236	0.020071	0.078261	0.080932	0.033020	0.002096	0.008493	0.105228	0.001957	0.002297	0.001845	0.013526	0.002236	0.014639	0.002289	0.001757	0.002404	0.018917	0.000333	0.000626	0.002708	0.001575	0.001157	0.000255	0.000102	0.000097	0.000192	0.003360	0.000416	0.003843	0.003606	0.005900	0.000837	0.001472	0.000407	0.000008	0.000032	0.000184	0.001930	0.000321	0.000091	0.002343	0.000717	0.000117	0.000904	0.000995	0.000442	0.003211	0.026224	0.193931
must	0.037686	0.229583	0.168178	0.010918	0.017801	0.001526	0.000230	0.001106	0.004126	0.007067	0.001198	0.000519	0.005637	0.000764	0.000278	0.000870	0.000419	0.003717	0.005119	0.001754	0.000571	0.000041	0.000168	0.000133	0.000015	0.000015	0.000030	0.000071	0.000036	0.000028	0.000004	0.000010	0.000047	0.000010	0.002530	0.024861	0.001042	0.000561	0.000639	0.000391	0.000225	0.000206	0.000922	0.000287	0.000074	0.000031	0.000613	0.000011	0.000070	0.000064	0.000006	0.000047	0.003752	0.463994
