TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.110680	0.005434	0.001167	0.022164	0.000692	0.001051	0.018613	0.008410	0.053073	0.004587	0.000513	0.003993	0.000302	0.003588	0.000428	0.034036	0.041617	0.001117	0.000440	0.001836	0.016669	0.005590	0.003680	0.001424	0.013510	0.000534	0.003595	0.026582	0.056391	0.000436	0.004703	0.000654	0.009625	0.003512	0.000100	0.000536	0.000723	0.000975	0.000505	0.001385	0.015406	0.000365	0.001206	0.022089	0.005017	0.001157	0.038468	0.008340	0.004863	0.004994	0.025072	0.001820	0.003346	0.402986
Although	0.001353	0.014043	0.005831	0.003895	0.003576	0.000529	0.002799	0.002228	0.001347	0.002003	0.002126	0.000370	0.004081	0.013872	0.004380	0.002442	0.002840	0.013768	0.004589	0.001667	0.014091	0.000543	0.129823	0.004313	0.002507	0.004318	0.020793	0.001238	0.004015	0.018154	0.007236	0.007224	0.005296	0.002109	0.003536	0.007606	0.002061	0.005197	0.002296	0.007796	0.001889	0.002583	0.002947	0.003457	0.026524	0.005409	0.015553	0.018519	0.001401	0.001826	0.000503	0.001170	0.013613	0.566715
other	0.000508	0.010438	0.001543	0.005273	0.001009	0.000194	0.004112	0.000817	0.004388	0.002211	0.000997	0.000743	0.001194	0.006450	0.000848	0.006966	0.008220	0.003368	0.001143	0.001262	0.006816	0.000614	0.026773	0.003049	0.003083	0.000985	0.007184	0.001734	0.005169	0.001419	0.008690	0.002843	0.009816	0.002357	0.000519	0.002232	0.000596	0.001518	0.000565	0.002346	0.002106	0.000866	0.000754	0.006056	0.010165	0.001764	0.015871	0.009587	0.000633	0.000698	0.000262	0.000245	0.002526	0.798476
types	0.001629	0.009874	0.009455	0.009666	0.004325	0.000996	0.016121	0.002861	0.010875	0.005188	0.003136	0.003380	0.003046	0.010631	0.001730	0.035190	0.016213	0.011225	0.002873	0.002564	0.034346	0.003509	0.061813	0.008626	0.024600	0.002564	0.031645	0.003842	0.015735	0.004746	0.020751	0.004399	0.023913	0.006684	0.001711	0.007121	0.001275	0.004063	0.001593	0.012044	0.005089	0.003121	0.003390	0.009951	0.009879	0.005168	0.020498	0.009117	0.003134	0.002495	0.001239	0.002548	0.005075	0.483336
of	0.001351	0.027826	0.007261	0.038520	0.002181	0.000896	0.010740	0.008842	0.020785	0.011351	0.002788	0.003496	0.001676	0.012283	0.002476	0.031103	0.015675	0.012137	0.003926	0.006834	0.049103	0.002908	0.024630	0.018944	0.014497	0.001449	0.018885	0.005501	0.011962	0.006350	0.018580	0.004022	0.010143	0.008427	0.001913	0.004340	0.005555	0.004558	0.002438	0.016834	0.025459	0.002096	0.004654	0.018300	0.033651	0.005726	0.034489	0.017551	0.003590	0.002322	0.000687	0.002298	0.002252	0.393741
for	0.002893	0.001978	0.001232	0.001588	0.002853	0.000396	0.027476	0.007460	0.035405	0.003028	0.001275	0.021087	0.000765	0.001707	0.001229	0.006060	0.014620	0.000480	0.000390	0.000352	0.005624	0.015698	0.002556	0.001764	0.012086	0.001738	0.002642	0.003962	0.006953	0.000444	0.007146	0.000789	0.005602	0.006390	0.000225	0.000913	0.000337	0.000741	0.000627	0.001203	0.001066	0.000735	0.003974	0.015834	0.001276	0.001423	0.015629	0.001552	0.008012	0.001446	0.000477	0.002396	0.006132	0.730334
##feit	0.003663	0.002109	0.001744	0.001049	0.000876	0.000365	0.002775	0.002012	0.002215	0.001167	0.000219	0.000944	0.000462	0.000520	0.000606	0.003825	0.003139	0.000530	0.000270	0.000921	0.001942	0.001105	0.001503	0.000863	0.001846	0.001184	0.003084	0.005966	0.006842	0.000294	0.006078	0.000180	0.003242	0.002491	0.000164	0.001405	0.000362	0.000274	0.000461	0.000509	0.000396	0.000273	0.000870	0.004793	0.001856	0.000637	0.009473	0.000815	0.004098	0.001812	0.000761	0.001179	0.013227	0.890605
##ed	0.004684	0.007687	0.001701	0.007628	0.002154	0.001458	0.063274	0.010899	0.087487	0.007618	0.001783	0.032216	0.000873	0.005186	0.001299	0.034934	0.064867	0.001435	0.000895	0.003373	0.031702	0.038475	0.012054	0.011351	0.045048	0.003760	0.015472	0.026378	0.065983	0.001139	0.013455	0.002020	0.017702	0.008495	0.000387	0.001315	0.000883	0.001933	0.000788	0.003784	0.006285	0.000843	0.005736	0.034117	0.005886	0.003077	0.045480	0.006760	0.023955	0.006029	0.003732	0.001843	0.008287	0.204394
property	0.002687	0.003526	0.001670	0.012927	0.000317	0.000641	0.042728	0.004313	0.039484	0.004047	0.000378	0.023502	0.000276	0.001675	0.000279	0.039802	0.116429	0.000561	0.000505	0.004327	0.032388	0.026136	0.001872	0.003696	0.041736	0.000808	0.009254	0.051374	0.160192	0.000265	0.015146	0.000429	0.024068	0.012067	0.000122	0.001127	0.000506	0.000382	0.000220	0.001579	0.011784	0.000234	0.001448	0.041439	0.001013	0.000461	0.040289	0.004000	0.005640	0.003726	0.008019	0.001094	0.002376	0.195038
must	0.001974	0.013885	0.007942	0.015678	0.003845	0.001051	0.017432	0.003873	0.013145	0.013253	0.002892	0.002096	0.003126	0.014402	0.003431	0.043275	0.023504	0.017971	0.005551	0.002741	0.054854	0.002889	0.050182	0.018970	0.030179	0.002887	0.018830	0.014402	0.047278	0.010252	0.033480	0.003135	0.014529	0.004850	0.001853	0.005172	0.005883	0.010024	0.002416	0.006230	0.008732	0.003072	0.005577	0.015206	0.022630	0.009891	0.065069	0.030002	0.004780	0.002650	0.001602	0.001238	0.007418	0.272771
be	0.000870	0.009186	0.006260	0.010474	0.003573	0.000894	0.025126	0.004595	0.018264	0.018406	0.003212	0.005539	0.004218	0.013590	0.004718	0.044963	0.011538	0.005897	0.002040	0.001288	0.019669	0.004628	0.023380	0.017523	0.018199	0.002574	0.016570	0.004390	0.012265	0.004146	0.023986	0.005340	0.009086	0.006525	0.002191	0.002270	0.001612	0.004930	0.002769	0.009490	0.005478	0.004947	0.011908	0.016134	0.019345	0.007333	0.056704	0.010441	0.005094	0.001976	0.000436	0.001613	0.002944	0.469454
sold	0.003330	0.002980	0.001824	0.003279	0.001631	0.001210	0.023177	0.005486	0.021657	0.002255	0.000871	0.014547	0.000721	0.002910	0.001042	0.011369	0.027915	0.001078	0.000628	0.002618	0.007775	0.016058	0.003974	0.003721	0.009167	0.003181	0.006396	0.013254	0.025202	0.000595	0.006162	0.000969	0.011792	0.008922	0.000416	0.001853	0.000827	0.000769	0.000798	0.004647	0.004300	0.000652	0.003781	0.018817	0.003599	0.000888	0.041173	0.002807	0.009629	0.003257	0.001338	0.002050	0.010389	0.640314
in	0.000315	0.021044	0.005491	0.008649	0.005135	0.000532	0.002804	0.001808	0.003861	0.006890	0.004046	0.000497	0.005005	0.017808	0.004486	0.011735	0.001999	0.018299	0.004756	0.002077	0.022726	0.000382	0.089517	0.017251	0.006588	0.001899	0.010420	0.001500	0.003515	0.011389	0.013432	0.005507	0.002423	0.001931	0.006638	0.005617	0.003274	0.008287	0.001999	0.011933	0.005693	0.004857	0.005903	0.008192	0.055354	0.009198	0.017650	0.021700	0.001636	0.001600	0.000148	0.000657	0.003623	0.510321
