TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.453060	0.004316	0.008008	0.002281	0.002025	0.000620	0.001730	0.001007	0.010003	0.001565	0.000790	0.002153	0.002366	0.000955	0.000540	0.000793	0.001744	0.000351	0.000233	0.000432	0.000192	0.000842	0.000371	0.000841	0.001626	0.000884	0.002890	0.009785	0.002382	0.000641	0.001563	0.000807	0.002592	0.002060	0.000669	0.001329	0.002915	0.001284	0.000639	0.000473	0.002051	0.002042	0.004710	0.008504	0.001078	0.000892	0.002433	0.000145	0.000818	0.000488	0.001884	0.000629	0.004925	0.439641
Although	0.002386	0.190461	0.040231	0.006174	0.008609	0.002230	0.007231	0.002303	0.007489	0.051311	0.015412	0.007882	0.028128	0.032986	0.009833	0.017268	0.007996	0.030016	0.021284	0.002875	0.002981	0.001686	0.018665	0.018487	0.000962	0.001723	0.003090	0.000453	0.000396	0.001174	0.000265	0.000562	0.001337	0.000748	0.005734	0.102070	0.061106	0.008071	0.003339	0.004540	0.002039	0.001919	0.002021	0.003146	0.001344	0.000462	0.001093	0.000372	0.000513	0.000646	0.000441	0.000868	0.018712	0.236931
other	0.002351	0.261594	0.031428	0.007396	0.018139	0.025367	0.018805	0.021933	0.024532	0.141027	0.034926	0.008422	0.017580	0.014943	0.012356	0.028927	0.013056	0.014464	0.017110	0.009365	0.010576	0.003277	0.010992	0.021464	0.000864	0.000781	0.003865	0.000932	0.000270	0.000563	0.000487	0.000385	0.001169	0.000326	0.002229	0.046383	0.024592	0.004296	0.005063	0.004286	0.000532	0.000619	0.003870	0.000470	0.000608	0.000665	0.003078	0.000821	0.001425	0.000612	0.000212	0.000142	0.006639	0.113784
types	0.007342	0.117428	0.120050	0.043265	0.012041	0.017028	0.027850	0.024400	0.130910	0.062793	0.025913	0.009239	0.006492	0.006201	0.007163	0.011779	0.036364	0.006285	0.003247	0.003675	0.005572	0.004207	0.004494	0.005892	0.002507	0.000830	0.005926	0.002668	0.005649	0.000255	0.000580	0.000608	0.001168	0.001341	0.002762	0.016873	0.008824	0.001180	0.001893	0.001997	0.007117	0.001687	0.003584	0.004889	0.001409	0.001166	0.001748	0.000863	0.002140	0.000509	0.000339	0.000776	0.025023	0.194057
of	0.003009	0.049835	0.011149	0.011015	0.063267	0.020456	0.022655	0.136562	0.077342	0.187940	0.051746	0.038137	0.016235	0.005564	0.022363	0.032143	0.010983	0.006604	0.003402	0.000982	0.001877	0.016879	0.004213	0.004367	0.002125	0.002300	0.001880	0.003451	0.002843	0.000299	0.000598	0.000636	0.001356	0.000762	0.001243	0.009740	0.006629	0.000983	0.000848	0.000780	0.000722	0.001251	0.000926	0.001369	0.002961	0.000926	0.001219	0.000627	0.001404	0.000310	0.000122	0.000510	0.005285	0.147166
for	0.004621	0.016732	0.037984	0.018764	0.011629	0.091504	0.035661	0.029706	0.094229	0.072877	0.049324	0.072685	0.018734	0.005078	0.009241	0.024692	0.061698	0.006536	0.002131	0.031385	0.002643	0.023364	0.004573	0.001642	0.003866	0.002456	0.007974	0.006634	0.002687	0.000209	0.000780	0.000689	0.007723	0.001274	0.002324	0.016836	0.003748	0.001619	0.001893	0.003457	0.001826	0.000644	0.003037	0.002800	0.000904	0.001161	0.005000	0.000421	0.005840	0.001982	0.002489	0.000357	0.006390	0.175545
##feit	0.002657	0.018395	0.015041	0.033582	0.008312	0.007975	0.007426	0.011264	0.063249	0.181806	0.111847	0.221636	0.028751	0.011421	0.013125	0.046659	0.014958	0.003175	0.001609	0.005730	0.002322	0.029669	0.002070	0.002275	0.005418	0.004800	0.004796	0.004020	0.002905	0.000215	0.001775	0.000551	0.001381	0.002012	0.000761	0.005614	0.001692	0.002663	0.001999	0.000829	0.003865	0.001418	0.002233	0.004810	0.001449	0.001167	0.001435	0.000451	0.001489	0.000842	0.005275	0.000700	0.003150	0.085328
##ed	0.004971	0.015101	0.078550	0.013909	0.060054	0.004600	0.002884	0.026304	0.064260	0.108476	0.071238	0.142976	0.022672	0.014859	0.025848	0.054551	0.032547	0.005840	0.006671	0.003317	0.004858	0.013165	0.003334	0.003565	0.003918	0.004549	0.013116	0.004518	0.001420	0.000865	0.000881	0.001093	0.003974	0.001654	0.001624	0.008428	0.007707	0.003628	0.001886	0.002603	0.002055	0.001320	0.003688	0.002375	0.002319	0.002184	0.001599	0.000972	0.001067	0.000574	0.001354	0.007171	0.008170	0.118741
property	0.006114	0.010949	0.017141	0.054332	0.011463	0.006393	0.024095	0.019410	0.292865	0.040155	0.018465	0.037515	0.014528	0.008255	0.013096	0.024468	0.113178	0.017577	0.005652	0.001162	0.002394	0.009106	0.003690	0.003338	0.001229	0.002932	0.003927	0.008117	0.018303	0.000628	0.000335	0.001069	0.001264	0.003697	0.001522	0.009498	0.007719	0.000627	0.000342	0.000164	0.006022	0.000861	0.001096	0.016866	0.000592	0.000602	0.000712	0.000224	0.000337	0.000331	0.002030	0.002200	0.006627	0.144788
must	0.005058	0.072706	0.022677	0.014589	0.003845	0.008229	0.015036	0.013574	0.026376	0.092112	0.041695	0.027816	0.032093	0.045009	0.048380	0.059827	0.033895	0.015886	0.014858	0.004897	0.006046	0.011024	0.037512	0.019652	0.002760	0.002967	0.001959	0.000813	0.002867	0.000590	0.002046	0.002927	0.001615	0.001550	0.007020	0.046888	0.023563	0.012052	0.002753	0.002278	0.003392	0.001223	0.002624	0.006063	0.004859	0.008217	0.001587	0.001213	0.003083	0.000360	0.000608	0.001618	0.022843	0.154871
