TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.006123	0.012358	0.005582	0.004928	0.008682	0.013839	0.002366	0.007164	0.005335	0.004325	0.009123	0.003707	0.028197	0.023839	0.019418	0.002844	0.012690	0.015467	0.021745	0.013500	0.007298	0.004841	0.033450	0.027470	0.006202	0.014681	0.005322	0.010373	0.010938	0.026787	0.011891	0.010928	0.006842	0.004332	0.005712	0.008455	0.010930	0.011652	0.007693	0.016319	0.007940	0.033308	0.021866	0.014515	0.036378	0.034283	0.034416	0.010906	0.058038	0.040770	0.029324	0.057366	0.134475	0.023066
Although	0.000878	0.003255	0.002302	0.001493	0.069768	0.026332	0.001964	0.006311	0.004143	0.001903	0.007420	0.005264	0.061578	0.003087	0.097709	0.002412	0.004822	0.121281	0.057991	0.007001	0.002023	0.003988	0.096747	0.005770	0.003681	0.070608	0.002862	0.006246	0.010470	0.031154	0.006277	0.010216	0.001975	0.000913	0.004018	0.067492	0.000934	0.002945	0.029771	0.001429	0.000837	0.019589	0.014291	0.001691	0.013367	0.007788	0.001964	0.005817	0.003179	0.010729	0.000512	0.005365	0.055939	0.012499
other	0.003745	0.023016	0.006519	0.005360	0.036444	0.018677	0.015562	0.010163	0.013177	0.007451	0.008047	0.007209	0.036754	0.015761	0.038020	0.008752	0.020092	0.057358	0.063926	0.019178	0.007768	0.009097	0.039995	0.015230	0.008082	0.025394	0.008563	0.042017	0.045015	0.025450	0.011306	0.025652	0.017093	0.004551	0.005318	0.026719	0.003884	0.008051	0.007875	0.003312	0.002642	0.010870	0.006898	0.009908	0.006909	0.008976	0.008396	0.007132	0.013538	0.024466	0.008760	0.016832	0.019521	0.099571
types	0.019314	0.026065	0.008303	0.002109	0.048893	0.022829	0.006636	0.008948	0.010136	0.005810	0.006352	0.008837	0.038575	0.006749	0.069876	0.002869	0.009260	0.061985	0.014384	0.011035	0.006500	0.010322	0.043197	0.009205	0.005487	0.028340	0.004783	0.035600	0.006572	0.012230	0.007650	0.010614	0.006750	0.002387	0.006589	0.085627	0.005994	0.006903	0.042321	0.003101	0.002231	0.018947	0.036011	0.002519	0.019767	0.013102	0.008835	0.006949	0.010911	0.040144	0.003030	0.011579	0.041386	0.055454
of	0.006813	0.022369	0.008856	0.006662	0.040610	0.021880	0.007326	0.010444	0.012387	0.008402	0.009966	0.009225	0.039845	0.008024	0.042134	0.007757	0.011480	0.047550	0.038590	0.013428	0.007998	0.010653	0.040481	0.012225	0.007418	0.034992	0.009274	0.037513	0.018410	0.025701	0.009239	0.015845	0.006814	0.005161	0.005869	0.039079	0.007370	0.013846	0.023724	0.004695	0.003527	0.022230	0.019000	0.006502	0.013935	0.018028	0.011578	0.014416	0.011740	0.030611	0.005269	0.012893	0.031453	0.088762
for	0.008911	0.022868	0.008190	0.007156	0.053304	0.026572	0.003126	0.008456	0.010212	0.008971	0.011652	0.005451	0.057037	0.004775	0.039807	0.004849	0.009421	0.041086	0.036135	0.013754	0.003964	0.005078	0.049218	0.010904	0.004314	0.030736	0.004479	0.014690	0.009517	0.025470	0.006620	0.010548	0.003367	0.003143	0.008815	0.042736	0.006963	0.018154	0.030759	0.006661	0.005276	0.034286	0.017073	0.005842	0.015912	0.028637	0.010245	0.013454	0.010774	0.026255	0.002985	0.012486	0.067718	0.071188
##feit	0.020396	0.037809	0.012800	0.015071	0.086749	0.027593	0.000737	0.010215	0.006178	0.006389	0.010136	0.002495	0.087149	0.002419	0.045361	0.002330	0.001751	0.040834	0.030246	0.006727	0.002434	0.001912	0.075024	0.009236	0.001672	0.019872	0.002623	0.006267	0.002105	0.021885	0.002148	0.005004	0.001414	0.001196	0.006999	0.036360	0.003692	0.010794	0.042211	0.007187	0.004181	0.024798	0.018472	0.002327	0.014421	0.016690	0.006838	0.017686	0.007294	0.038515	0.000594	0.014539	0.059739	0.060486
##ed	0.016916	0.094052	0.011884	0.016329	0.058097	0.021108	0.005164	0.008502	0.014584	0.015582	0.010667	0.011352	0.041587	0.007229	0.035585	0.005237	0.008908	0.055869	0.044798	0.012341	0.005548	0.011878	0.038613	0.013961	0.005630	0.013717	0.004509	0.015435	0.007854	0.021276	0.005122	0.005380	0.004971	0.003605	0.008449	0.036907	0.007302	0.021168	0.030388	0.004622	0.006256	0.013576	0.015584	0.004686	0.010028	0.026555	0.008818	0.011385	0.009144	0.028311	0.001474	0.010026	0.030410	0.061626
property	0.022560	0.116673	0.019315	0.017710	0.045152	0.032240	0.002801	0.008148	0.003297	0.017011	0.010981	0.004533	0.033223	0.002966	0.036670	0.002280	0.001928	0.042441	0.028165	0.010214	0.004234	0.004690	0.030443	0.015204	0.001599	0.011702	0.004408	0.011590	0.001739	0.020614	0.004337	0.003882	0.002754	0.002052	0.014325	0.050041	0.017850	0.018558	0.049471	0.006172	0.006061	0.017493	0.016702	0.002374	0.013487	0.020819	0.016309	0.018261	0.007012	0.022671	0.002097	0.009133	0.051078	0.062534
must	0.013618	0.018203	0.004832	0.002766	0.050191	0.027290	0.015137	0.014533	0.025330	0.003933	0.005598	0.015122	0.040459	0.005476	0.046629	0.004264	0.017202	0.055207	0.019734	0.026842	0.006494	0.015053	0.044881	0.005129	0.005775	0.034424	0.003699	0.029011	0.017225	0.009387	0.006222	0.008868	0.010825	0.006223	0.007223	0.065151	0.003086	0.005155	0.030942	0.002826	0.003032	0.019194	0.014567	0.005164	0.012743	0.009753	0.008301	0.008639	0.009451	0.061846	0.004516	0.011080	0.034602	0.067147
