TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.066164	0.030359	0.022658	0.021288	0.013684	0.016235	0.011614	0.017468	0.012690	0.041992	0.020720	0.009604	0.010346	0.013246	0.010695	0.026528	0.018643	0.018062	0.013804	0.021479	0.011615	0.010108	0.013942	0.023455	0.015579	0.009546	0.014707	0.025173	0.013851	0.014350	0.014327	0.013115	0.015989	0.019194	0.024517	0.021668	0.019952	0.025139	0.011376	0.018852	0.010809	0.009815	0.011568	0.015273	0.015933	0.020312	0.012024	0.014876	0.019734	0.009901	0.020153	0.014843	0.025888	0.045141
Although	0.112419	0.047597	0.020255	0.050808	0.013586	0.003801	0.002900	0.003549	0.007042	0.042665	0.012490	0.015962	0.004417	0.014781	0.006784	0.020761	0.018184	0.015804	0.025282	0.006249	0.003677	0.014020	0.022189	0.064469	0.013705	0.005049	0.010997	0.013437	0.014556	0.025064	0.010257	0.011514	0.005573	0.029860	0.028608	0.022119	0.054323	0.041488	0.007507	0.017640	0.006804	0.002458	0.006555	0.013865	0.019842	0.021407	0.003342	0.004935	0.003917	0.000501	0.001032	0.001560	0.049225	0.003171
other	0.195708	0.007885	0.008792	0.033763	0.019009	0.014173	0.004672	0.007661	0.020488	0.025419	0.008851	0.003732	0.020630	0.016659	0.021602	0.013180	0.004417	0.021644	0.019334	0.005442	0.010432	0.003687	0.019625	0.022969	0.005167	0.017155	0.007654	0.009919	0.006249	0.016495	0.005415	0.015011	0.008689	0.014148	0.021215	0.021962	0.048910	0.014207	0.018527	0.012042	0.014638	0.024824	0.014506	0.015306	0.038148	0.010452	0.018201	0.009828	0.004487	0.002047	0.005684	0.010534	0.042644	0.016163
types	0.325678	0.011195	0.011731	0.087960	0.011061	0.002776	0.015562	0.003540	0.014669	0.019047	0.006858	0.005331	0.004024	0.013705	0.007756	0.006240	0.019137	0.020877	0.012623	0.007441	0.003600	0.006395	0.014597	0.008180	0.017588	0.003829	0.003903	0.016732	0.015289	0.007233	0.001811	0.001822	0.009137	0.047549	0.007650	0.013366	0.028183	0.020382	0.026217	0.001193	0.003279	0.001877	0.008219	0.024402	0.018484	0.022171	0.006208	0.002645	0.000670	0.000101	0.001853	0.000590	0.046227	0.001407
of	0.242392	0.015648	0.011395	0.031290	0.007479	0.009444	0.005650	0.013938	0.013511	0.026998	0.012832	0.006092	0.007977	0.011985	0.010542	0.011254	0.010691	0.023741	0.010669	0.007685	0.008244	0.007506	0.029851	0.008344	0.009134	0.007398	0.010690	0.022993	0.018293	0.010104	0.007894	0.005884	0.012467	0.023139	0.021881	0.021038	0.019574	0.020452	0.016401	0.011466	0.011584	0.010000	0.014604	0.022872	0.014406	0.020685	0.020959	0.009872	0.007987	0.004287	0.008144	0.013008	0.026626	0.031001
for	0.323394	0.006913	0.005011	0.019403	0.013462	0.013214	0.015189	0.013018	0.017699	0.024809	0.006178	0.007709	0.009703	0.021442	0.015540	0.013403	0.018561	0.025975	0.010953	0.010419	0.007814	0.008279	0.012617	0.011313	0.007414	0.013021	0.003554	0.024473	0.016382	0.008466	0.008635	0.007548	0.012767	0.016130	0.009962	0.024741	0.010759	0.006288	0.012590	0.004743	0.006342	0.009037	0.008753	0.019068	0.011294	0.006541	0.010163	0.017017	0.005536	0.004185	0.012608	0.018200	0.029586	0.022182
##feit	0.435178	0.000391	0.000501	0.002225	0.010342	0.011576	0.029710	0.005860	0.062888	0.011550	0.000915	0.017662	0.003811	0.040844	0.006503	0.007480	0.021904	0.041473	0.004675	0.004149	0.002086	0.024602	0.005044	0.009509	0.013214	0.006196	0.000398	0.028263	0.021874	0.005362	0.004067	0.001029	0.004560	0.001250	0.003196	0.037310	0.004925	0.002212	0.003143	0.000981	0.003499	0.002281	0.001671	0.010723	0.005442	0.002168	0.002022	0.001694	0.001170	0.001299	0.004737	0.002325	0.057356	0.004754
##ed	0.464659	0.004425	0.002710	0.003044	0.023222	0.019854	0.015414	0.010286	0.004464	0.007322	0.005841	0.001843	0.013566	0.003784	0.014858	0.003072	0.007288	0.034680	0.007842	0.004309	0.005142	0.002601	0.011389	0.007148	0.007257	0.013283	0.001369	0.007716	0.002375	0.007143	0.001883	0.007983	0.004557	0.005331	0.013857	0.030607	0.009664	0.006963	0.011506	0.004419	0.002824	0.017823	0.012238	0.006519	0.013934	0.006818	0.007072	0.010761	0.003343	0.006956	0.013412	0.012529	0.050649	0.020445
property	0.282380	0.001315	0.002226	0.002486	0.017935	0.013864	0.013638	0.002299	0.083683	0.002905	0.001695	0.017007	0.010419	0.014190	0.019411	0.000776	0.059181	0.068925	0.015577	0.001234	0.001698	0.017762	0.011531	0.005306	0.022069	0.011549	0.001427	0.022232	0.009463	0.011613	0.001402	0.003906	0.005134	0.006182	0.004676	0.054750	0.005186	0.002779	0.040139	0.000574	0.003154	0.006935	0.023892	0.006664	0.006883	0.003402	0.002448	0.001968	0.000497	0.001569	0.005770	0.003416	0.061135	0.001741
must	0.080335	0.010459	0.011674	0.053387	0.011463	0.004069	0.031093	0.001385	0.026826	0.121653	0.009630	0.010287	0.009115	0.023121	0.005461	0.044665	0.014232	0.015130	0.014443	0.004683	0.001337	0.008407	0.008968	0.028076	0.020246	0.004239	0.004247	0.031516	0.015071	0.015985	0.009489	0.004448	0.004952	0.050959	0.015459	0.010133	0.054124	0.038875	0.009772	0.004558	0.005454	0.004820	0.007579	0.014585	0.038919	0.039383	0.015716	0.001410	0.002850	0.000345	0.002554	0.001458	0.019770	0.001186
