TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.155698	0.019479	0.001507	0.006290	0.003964	0.001176	0.009216	0.006906	0.004657	0.195371	0.013004	0.027183	0.001332	0.001787	0.003884	0.008561	0.004215	0.014315	0.003954	0.000115	0.000602	0.006731	0.000629	0.001706	0.001807	0.000048	0.001626	0.014226	0.005132	0.000940	0.000298	0.000081	0.000447	0.002874	0.003921	0.024597	0.024821	0.109045	0.025583	0.007868	0.014758	0.004222	0.076255	0.036660	0.006932	0.068123	0.016215	0.010819	0.002647	0.000265	0.001923	0.004665	0.019889	0.021031
Although	0.001229	0.000462	0.000135	0.000132	0.000124	0.000193	0.000645	0.000171	0.001379	0.000492	0.000063	0.000310	0.000015	0.000057	0.000058	0.000456	0.001502	0.001177	0.000132	0.000024	0.000056	0.000225	0.000189	0.000210	0.000173	0.000024	0.000179	0.002200	0.000707	0.000090	0.000037	0.000019	0.000413	0.000088	0.000094	0.000161	0.000214	0.000395	0.000223	0.000359	0.000191	0.000032	0.000150	0.000319	0.000037	0.000478	0.000925	0.000138	0.000191	0.000164	0.000408	0.000190	0.448777	0.533184
other	0.002031	0.000566	0.001094	0.002037	0.003949	0.006461	0.033341	0.004679	0.024983	0.002190	0.000450	0.009085	0.000053	0.000145	0.000294	0.002983	0.033069	0.001175	0.000531	0.000183	0.000181	0.005309	0.000158	0.000405	0.003877	0.000475	0.001014	0.045951	0.006967	0.000213	0.000395	0.000089	0.003387	0.001339	0.000482	0.000600	0.000546	0.000449	0.000152	0.000434	0.000316	0.000039	0.000469	0.002212	0.000098	0.000734	0.000946	0.000190	0.000541	0.000338	0.001019	0.001436	0.364515	0.425426
types	0.001870	0.000435	0.001125	0.000863	0.001022	0.001536	0.002912	0.000631	0.005275	0.001168	0.000422	0.001897	0.000062	0.000142	0.000135	0.000700	0.002701	0.000991	0.000726	0.000082	0.000159	0.001321	0.000194	0.000502	0.000508	0.000165	0.000823	0.006894	0.002258	0.000297	0.000087	0.000052	0.000395	0.000172	0.000223	0.000202	0.000405	0.000417	0.000358	0.000548	0.000272	0.000079	0.000415	0.001418	0.000039	0.000386	0.000594	0.000184	0.000558	0.000135	0.000407	0.000552	0.437018	0.517268
of	0.005438	0.001769	0.001276	0.002147	0.006952	0.006118	0.021790	0.002839	0.019364	0.012846	0.001806	0.005258	0.000196	0.000294	0.000308	0.003159	0.013168	0.004286	0.000943	0.000087	0.000277	0.002799	0.000373	0.000896	0.001109	0.000037	0.000813	0.023565	0.002007	0.000180	0.000146	0.000039	0.000475	0.000353	0.000344	0.000592	0.000790	0.001255	0.000219	0.000268	0.000083	0.000016	0.001010	0.001200	0.000065	0.000895	0.000541	0.000193	0.000347	0.000070	0.000269	0.000313	0.388902	0.459516
for	0.001487	0.000468	0.000378	0.000732	0.001019	0.002444	0.006465	0.000759	0.006268	0.001922	0.000413	0.001435	0.000053	0.000141	0.000123	0.000718	0.002245	0.000992	0.000236	0.000029	0.000070	0.000741	0.000170	0.000259	0.000302	0.000025	0.000332	0.007490	0.001000	0.000102	0.000051	0.000033	0.000192	0.000131	0.000109	0.000114	0.000570	0.000347	0.000194	0.000318	0.000084	0.000018	0.000261	0.000587	0.000053	0.000406	0.000517	0.000099	0.000405	0.000126	0.000299	0.000428	0.437914	0.517925
##feit	0.001930	0.000291	0.000297	0.000678	0.001460	0.002572	0.012565	0.000932	0.010580	0.000971	0.000286	0.002898	0.000114	0.000292	0.000205	0.002130	0.009803	0.000843	0.000109	0.000104	0.000154	0.002321	0.000262	0.000228	0.001004	0.000086	0.000570	0.009732	0.003148	0.000091	0.000106	0.000049	0.001064	0.000658	0.000135	0.000125	0.000261	0.000204	0.000145	0.000269	0.000218	0.000032	0.000735	0.002740	0.000060	0.000266	0.000744	0.000136	0.000613	0.000231	0.000982	0.000855	0.424499	0.498215
##ed	0.003908	0.000653	0.000388	0.000774	0.002418	0.002592	0.014026	0.001144	0.014066	0.002125	0.000496	0.001783	0.000065	0.000128	0.000124	0.001774	0.007768	0.001990	0.000190	0.000038	0.000126	0.001157	0.000230	0.000220	0.000510	0.000009	0.000318	0.012751	0.000984	0.000075	0.000056	0.000017	0.000294	0.000256	0.000091	0.000218	0.000315	0.000303	0.000091	0.000232	0.000053	0.000013	0.001234	0.001407	0.000081	0.000460	0.000529	0.000164	0.000482	0.000089	0.000248	0.000394	0.419666	0.500477
property	0.013473	0.001372	0.000892	0.004918	0.012450	0.009335	0.068410	0.006790	0.125070	0.005199	0.001585	0.015043	0.000112	0.000178	0.000374	0.003820	0.028955	0.002605	0.000703	0.000374	0.000452	0.011905	0.001009	0.000765	0.006109	0.000217	0.001181	0.039102	0.005689	0.000315	0.000692	0.000155	0.002682	0.003228	0.000418	0.000776	0.000554	0.000487	0.000102	0.000286	0.000238	0.000048	0.001712	0.003669	0.000155	0.000901	0.001302	0.000383	0.000893	0.000425	0.001227	0.001823	0.285251	0.324192
must	0.025359	0.012257	0.006511	0.003686	0.008001	0.004607	0.012277	0.008063	0.014997	0.038392	0.003755	0.008794	0.001929	0.005084	0.004061	0.005055	0.008403	0.021469	0.005825	0.000165	0.000985	0.005393	0.001735	0.003503	0.003283	0.000806	0.004080	0.026641	0.006478	0.002022	0.000932	0.000258	0.000818	0.001065	0.002998	0.011926	0.020939	0.035639	0.019119	0.004978	0.002210	0.000739	0.015988	0.007924	0.003007	0.017082	0.010818	0.003295	0.003384	0.000966	0.000836	0.001585	0.272504	0.307369
