TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.275406	0.035359	0.019384	0.028535	0.039244	0.039804	0.036827	0.041970	0.050825	0.053716	0.043042	0.070679	0.112442	0.152769
A	0.114032	0.253874	0.043042	0.032598	0.106130	0.052657	0.030561	0.035683	0.090242	0.038951	0.032125	0.036225	0.071564	0.062315
person	0.144349	0.110370	0.379851	0.016008	0.047336	0.015033	0.011671	0.032909	0.041388	0.003732	0.013606	0.016344	0.066410	0.100993
on	0.117990	0.069203	0.008024	0.184053	0.043510	0.019594	0.014861	0.138254	0.047966	0.045512	0.094526	0.022114	0.071401	0.122990
a	0.079721	0.152004	0.021036	0.039140	0.093731	0.034711	0.031461	0.046974	0.113189	0.086888	0.050148	0.082665	0.085739	0.082591
horse	0.095367	0.030893	0.018484	0.020241	0.025854	0.265713	0.027637	0.021826	0.020776	0.018492	0.013225	0.019266	0.142761	0.279464
jumps	0.120627	0.028383	0.014881	0.028158	0.017558	0.039546	0.436001	0.026451	0.014237	0.018906	0.036205	0.013626	0.075161	0.130261
over	0.080071	0.038700	0.009137	0.033405	0.011806	0.013485	0.013695	0.376185	0.013160	0.038970	0.112483	0.055626	0.075356	0.127921
a	0.087170	0.137972	0.018842	0.055889	0.082991	0.029942	0.026846	0.061056	0.103583	0.091283	0.060927	0.063535	0.086289	0.093676
broken	0.115842	0.051504	0.012670	0.035357	0.026862	0.015664	0.015977	0.080527	0.021309	0.348194	0.053013	0.023418	0.057621	0.142044
down	0.090606	0.033144	0.011213	0.065059	0.019538	0.020900	0.046477	0.099472	0.014663	0.059848	0.316595	0.023899	0.056265	0.142320
airplane	0.136471	0.016022	0.003810	0.007702	0.015283	0.005575	0.004794	0.025107	0.016681	0.010726	0.005863	0.445976	0.114609	0.191381
.	0.194794	0.060235	0.022058	0.044613	0.037726	0.036113	0.027952	0.059572	0.045949	0.056313	0.042708	0.038837	0.147901	0.185228
[SEP]	0.378778	0.019867	0.026869	0.027588	0.020309	0.031289	0.017422	0.024536	0.020576	0.022411	0.022386	0.023775	0.063031	0.301162
