TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.745236	0.006668	0.017761	0.014217	0.009847	0.032356	0.011766	0.016737	0.008543	0.008597	0.016231	0.005713	0.011454	0.094874
A	0.363018	0.190061	0.006794	0.023265	0.035572	0.010509	0.011484	0.061610	0.070436	0.045481	0.065584	0.022827	0.048936	0.044423
person	0.388875	0.012040	0.314665	0.015750	0.013334	0.015574	0.007169	0.027653	0.031281	0.034243	0.035755	0.024682	0.045186	0.033793
on	0.339765	0.044909	0.016009	0.016243	0.031829	0.023152	0.033089	0.050444	0.058433	0.150721	0.090480	0.041091	0.046156	0.057680
a	0.473481	0.078731	0.026352	0.017934	0.033098	0.014450	0.026237	0.031427	0.058138	0.051421	0.078450	0.029290	0.038222	0.042769
horse	0.454506	0.006165	0.015421	0.010328	0.006871	0.288274	0.051792	0.015992	0.008533	0.015085	0.064482	0.026259	0.017408	0.018883
jumps	0.486863	0.043551	0.005282	0.021552	0.013422	0.011813	0.255407	0.026009	0.009637	0.036068	0.036084	0.018643	0.017148	0.018522
over	0.617008	0.034206	0.005617	0.019080	0.020722	0.010433	0.028031	0.076701	0.023074	0.052033	0.051878	0.008807	0.017681	0.034728
a	0.488991	0.096268	0.064824	0.030424	0.054694	0.013826	0.032201	0.032258	0.027483	0.053212	0.041513	0.020886	0.022558	0.020861
broken	0.336808	0.019835	0.016773	0.032305	0.011986	0.010491	0.017545	0.026491	0.005784	0.462555	0.037248	0.004316	0.007693	0.010170
down	0.657380	0.018323	0.004171	0.018911	0.020820	0.013783	0.031860	0.040139	0.011518	0.096298	0.067397	0.004438	0.006409	0.008553
airplane	0.136140	0.094035	0.018124	0.037032	0.070928	0.026924	0.093628	0.028817	0.041828	0.037622	0.028007	0.340075	0.019556	0.027285
.	0.711124	0.050146	0.037659	0.021812	0.034461	0.011448	0.018374	0.021101	0.022311	0.015295	0.019532	0.005250	0.008575	0.022912
[SEP]	0.782518	0.015590	0.030049	0.061759	0.017849	0.015675	0.010939	0.026750	0.004417	0.002163	0.012092	0.000554	0.002310	0.017333
