TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.516881	0.053067	0.038437	0.066651	0.048561	0.034434	0.021347	0.032389	0.038406	0.037767	0.022055	0.016847	0.040231	0.032927
A	0.032141	0.086232	0.136854	0.386797	0.071312	0.022736	0.031267	0.083613	0.018650	0.041450	0.029933	0.025858	0.025133	0.008025
person	0.035864	0.208405	0.123394	0.121611	0.209378	0.058439	0.042413	0.040161	0.051798	0.053938	0.022558	0.016906	0.009421	0.005715
on	0.007952	0.213628	0.287346	0.090138	0.102022	0.135945	0.038369	0.023611	0.017673	0.032796	0.014530	0.013207	0.014600	0.008184
a	0.010088	0.210808	0.225064	0.179845	0.102783	0.073541	0.079117	0.045362	0.018287	0.022153	0.015545	0.007207	0.007020	0.003178
horse	0.019424	0.131995	0.153717	0.118209	0.214588	0.108912	0.083877	0.067732	0.049195	0.026357	0.016169	0.005365	0.003663	0.000796
jumps	0.022037	0.108582	0.176600	0.079490	0.139930	0.291807	0.029399	0.037880	0.043572	0.028340	0.005506	0.021531	0.013083	0.002243
over	0.007207	0.080200	0.043290	0.042604	0.184966	0.235029	0.119255	0.042155	0.131346	0.056059	0.020015	0.022721	0.010995	0.004157
a	0.006961	0.066045	0.055609	0.079796	0.069619	0.083123	0.164179	0.183005	0.098768	0.088732	0.059901	0.019450	0.020647	0.004167
broken	0.048555	0.057033	0.038852	0.059624	0.086679	0.074448	0.046587	0.197005	0.210723	0.045762	0.072527	0.032066	0.025585	0.004554
down	0.008790	0.031547	0.024075	0.014948	0.046458	0.159077	0.079520	0.050710	0.161938	0.219333	0.023845	0.103122	0.062986	0.013651
airplane	0.014095	0.027450	0.015927	0.008550	0.017974	0.050994	0.071241	0.067269	0.094059	0.313291	0.157834	0.063717	0.068167	0.029432
.	0.002852	0.026449	0.015684	0.050671	0.029305	0.016742	0.031247	0.134791	0.104450	0.154375	0.169611	0.072356	0.141604	0.049865
[SEP]	0.029115	0.036615	0.029753	0.059792	0.023371	0.010430	0.005861	0.049167	0.053350	0.080574	0.122199	0.182360	0.279165	0.038248
