TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.026248	0.001341	0.002774	0.000087	0.000325	0.000191	0.000479	0.000206	0.000543	0.000080	0.000033	0.000658	0.011602	0.955431
A	0.012872	0.011651	0.010139	0.000369	0.000627	0.000756	0.004265	0.000361	0.001318	0.000185	0.000054	0.001109	0.035599	0.920698
person	0.003809	0.001102	0.003801	0.000388	0.000262	0.000954	0.000618	0.000070	0.000378	0.000172	0.000112	0.000342	0.001501	0.986489
on	0.015624	0.057355	0.085779	0.011046	0.012063	0.014235	0.016769	0.000439	0.002204	0.000100	0.000095	0.000419	0.004215	0.779658
a	0.004959	0.003890	0.006437	0.003431	0.004319	0.004223	0.000848	0.000040	0.000515	0.000032	0.000005	0.000128	0.005054	0.966121
horse	0.001319	0.000902	0.001795	0.000997	0.008987	0.016710	0.000444	0.000047	0.000076	0.000004	0.000021	0.000053	0.000815	0.967830
jumps	0.006046	0.003177	0.010851	0.002557	0.001585	0.001091	0.004587	0.000248	0.001228	0.000084	0.000025	0.000161	0.008478	0.959881
over	0.002358	0.001366	0.001854	0.000823	0.001279	0.000293	0.014395	0.010704	0.005283	0.000174	0.000090	0.000267	0.004487	0.956626
a	0.004371	0.001431	0.002459	0.000347	0.000968	0.000643	0.002581	0.003204	0.013478	0.001247	0.000184	0.003523	0.010197	0.955365
broken	0.011070	0.001926	0.001272	0.000064	0.000304	0.000386	0.000892	0.000296	0.003621	0.001880	0.000394	0.001615	0.005417	0.970862
down	0.002014	0.002105	0.001214	0.000027	0.000250	0.000174	0.001285	0.000549	0.004323	0.005176	0.001052	0.001116	0.002675	0.978040
airplane	0.003815	0.000123	0.000402	0.000021	0.000081	0.000603	0.001045	0.001048	0.003726	0.000574	0.001876	0.005279	0.005662	0.975747
.	0.043243	0.004666	0.003183	0.000149	0.000637	0.000870	0.007184	0.004216	0.006347	0.001241	0.000404	0.027280	0.195974	0.704605
[SEP]	0.017638	0.003610	0.005219	0.001626	0.003250	0.003191	0.008034	0.003554	0.003335	0.001262	0.000885	0.004724	0.034363	0.909309
