TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.831278	0.012597	0.006008	0.006438	0.019798	0.004145	0.003171	0.005237	0.017281	0.003542	0.006441	0.008480	0.029045	0.046539
A	0.177655	0.138280	0.046240	0.029321	0.134388	0.014201	0.017274	0.019514	0.160591	0.025176	0.021591	0.019461	0.111826	0.084482
person	0.169527	0.197585	0.094652	0.019676	0.091224	0.041040	0.037748	0.027606	0.093995	0.038381	0.022147	0.024847	0.056208	0.085364
on	0.274529	0.129660	0.018718	0.008739	0.151241	0.013114	0.010324	0.006326	0.141955	0.011483	0.008944	0.011542	0.104777	0.108649
a	0.140604	0.145819	0.022824	0.033969	0.164020	0.009934	0.016210	0.019792	0.156679	0.017594	0.020498	0.015774	0.128101	0.108180
horse	0.399285	0.110577	0.071754	0.012248	0.089341	0.005144	0.006607	0.008612	0.086144	0.018147	0.009246	0.010732	0.097226	0.074935
jumps	0.302886	0.146145	0.017501	0.013016	0.143849	0.004312	0.001987	0.009533	0.139846	0.008152	0.009329	0.004271	0.121150	0.078023
over	0.303374	0.113506	0.030421	0.014857	0.117020	0.009554	0.013090	0.009538	0.119239	0.013482	0.012884	0.013544	0.119961	0.109532
a	0.101464	0.145116	0.027868	0.040128	0.156347	0.009791	0.019970	0.021286	0.147073	0.019727	0.019296	0.021295	0.145490	0.125148
broken	0.298822	0.132338	0.018825	0.016572	0.132378	0.009801	0.006658	0.009268	0.123231	0.005553	0.007401	0.007632	0.098081	0.133439
down	0.363703	0.093509	0.017502	0.013938	0.105091	0.005856	0.009284	0.004432	0.109368	0.009847	0.006176	0.015050	0.149453	0.096791
airplane	0.151123	0.125036	0.041541	0.022766	0.139359	0.078703	0.019228	0.014722	0.147456	0.016484	0.011735	0.015739	0.108989	0.107118
.	0.093177	0.084409	0.019249	0.043131	0.151697	0.023370	0.031474	0.026753	0.144643	0.027619	0.041408	0.026600	0.117675	0.168796
[SEP]	0.682042	0.014823	0.002131	0.010654	0.030729	0.001500	0.001726	0.003519	0.025184	0.002238	0.005761	0.002717	0.045039	0.171937
