TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.022027	0.014871	0.024818	0.015054	0.011488	0.010934	0.003506	0.004211	0.005117	0.008329	0.014096	0.015247	0.026854	0.823447
A	0.004988	0.026634	0.520246	0.115580	0.031288	0.080937	0.010066	0.007649	0.007572	0.015954	0.007240	0.040549	0.020114	0.111181
person	0.026378	0.137536	0.028068	0.072186	0.123917	0.035519	0.039060	0.020462	0.035423	0.033443	0.013802	0.017303	0.049839	0.367066
on	0.011466	0.004748	0.013722	0.008060	0.021213	0.561640	0.014922	0.016585	0.022886	0.003387	0.031184	0.166073	0.026945	0.097169
a	0.013033	0.018624	0.096803	0.027951	0.043619	0.234701	0.016437	0.013936	0.016149	0.027568	0.043396	0.249320	0.040465	0.157998
horse	0.006540	0.006038	0.001855	0.029291	0.019964	0.144193	0.018732	0.007986	0.006674	0.004608	0.019163	0.011056	0.035261	0.688639
jumps	0.037327	0.007239	0.016734	0.031534	0.020164	0.266570	0.035676	0.049718	0.023506	0.006633	0.012294	0.194889	0.076043	0.221673
over	0.044853	0.008838	0.011996	0.006419	0.019998	0.092531	0.076159	0.007349	0.038967	0.153917	0.025800	0.166759	0.095162	0.251253
a	0.015759	0.007872	0.049128	0.005286	0.013494	0.067028	0.008867	0.011616	0.016219	0.070859	0.099181	0.516816	0.048714	0.069160
broken	0.046110	0.006470	0.005736	0.012057	0.010017	0.033516	0.004805	0.011226	0.021363	0.003179	0.006834	0.454596	0.148363	0.235728
down	0.010171	0.002055	0.000256	0.008901	0.003780	0.002809	0.101524	0.012931	0.013393	0.619649	0.002967	0.093251	0.055279	0.073034
airplane	0.007810	0.007114	0.004575	0.018794	0.006758	0.013415	0.021061	0.013267	0.013358	0.013979	0.067916	0.071827	0.058873	0.681253
.	0.018991	0.124295	0.126440	0.038953	0.073616	0.011848	0.020267	0.023972	0.040392	0.086777	0.063491	0.100864	0.031038	0.239056
[SEP]	0.003652	0.005464	0.012111	0.011097	0.007786	0.044699	0.007391	0.007409	0.007414	0.007711	0.010510	0.016497	0.007242	0.851018
