TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.550611	0.042279	0.006553	0.012075	0.022815	0.004399	0.003770	0.010667	0.023742	0.013694	0.006870	0.001978	0.027205	0.273342
A	0.135510	0.023122	0.080107	0.080427	0.040086	0.053478	0.055129	0.112099	0.041459	0.062237	0.087081	0.076763	0.055853	0.096648
person	0.059351	0.038094	0.049593	0.070234	0.038375	0.122607	0.110748	0.107669	0.039231	0.059912	0.116500	0.070826	0.028651	0.088210
on	0.198787	0.053218	0.044280	0.068565	0.078901	0.025729	0.053166	0.092449	0.083700	0.031173	0.076703	0.049777	0.045189	0.098364
a	0.087137	0.049776	0.052561	0.100629	0.040861	0.032415	0.056457	0.138031	0.042317	0.066010	0.142412	0.049212	0.044908	0.097273
horse	0.082642	0.090997	0.089659	0.045072	0.029816	0.050982	0.107412	0.100439	0.034578	0.021295	0.082326	0.149327	0.051760	0.063695
jumps	0.154007	0.045613	0.044493	0.098568	0.040122	0.036760	0.032607	0.152181	0.041061	0.054540	0.130474	0.045882	0.048934	0.074759
over	0.200608	0.065148	0.026755	0.065000	0.075885	0.029865	0.027354	0.090712	0.096508	0.026147	0.109822	0.016217	0.072222	0.097758
a	0.070263	0.044483	0.057114	0.111464	0.037666	0.033721	0.056311	0.155364	0.036558	0.068248	0.138123	0.054695	0.044258	0.091733
broken	0.215366	0.073066	0.050234	0.045429	0.070936	0.037596	0.091039	0.065306	0.087228	0.020827	0.088842	0.026310	0.025186	0.102635
down	0.256334	0.053898	0.033949	0.049791	0.052075	0.030720	0.037740	0.096700	0.059201	0.043291	0.074993	0.042471	0.048723	0.120117
airplane	0.320179	0.047508	0.062966	0.023180	0.058838	0.037508	0.086996	0.037834	0.060848	0.011579	0.023222	0.172671	0.026253	0.030418
.	0.051046	0.031365	0.036514	0.147754	0.022229	0.034042	0.023380	0.203584	0.021859	0.085018	0.169924	0.020323	0.032831	0.120131
[SEP]	0.208066	0.007167	0.005351	0.009782	0.006618	0.002002	0.001128	0.005299	0.003714	0.001933	0.001824	0.000470	0.000823	0.745823
