TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.027526	0.061381	0.152308	0.009242	0.025731	0.036495	0.091449	0.005795	0.020928	0.028046	0.032265	0.148704	0.175875	0.184253
A	0.216012	0.264319	0.000456	0.000167	0.070971	0.000042	0.000038	0.000026	0.019787	0.000088	0.000067	0.000658	0.175172	0.252196
person	0.166104	0.000417	0.181635	0.000028	0.000558	0.000059	0.000060	0.000009	0.000432	0.000209	0.000020	0.000322	0.072111	0.578036
on	0.207458	0.000233	0.000009	0.149260	0.000914	0.000072	0.000023	0.000565	0.001068	0.000029	0.000570	0.000125	0.061898	0.577776
a	0.214297	0.092629	0.000358	0.000981	0.192736	0.000156	0.000236	0.000455	0.077358	0.000361	0.000341	0.000548	0.068258	0.351284
horse	0.149819	0.000065	0.000029	0.000147	0.000198	0.153676	0.000379	0.000235	0.000072	0.000042	0.000176	0.000341	0.022716	0.672105
jumps	0.142924	0.000064	0.000023	0.000030	0.000308	0.000239	0.076427	0.000108	0.000461	0.000197	0.000352	0.000114	0.036533	0.742219
over	0.260728	0.000107	0.000003	0.000760	0.000758	0.000105	0.000021	0.110741	0.001233	0.000029	0.000366	0.000016	0.013074	0.612058
a	0.227431	0.047292	0.000323	0.001250	0.104771	0.000063	0.000448	0.000961	0.133434	0.000495	0.000099	0.000226	0.035113	0.448095
broken	0.251228	0.000312	0.000245	0.000066	0.001170	0.000103	0.000237	0.000069	0.001584	0.069560	0.000079	0.000174	0.027326	0.647847
down	0.347005	0.000182	0.000023	0.000778	0.000396	0.000328	0.000241	0.000367	0.000072	0.000095	0.114371	0.000119	0.015891	0.520131
airplane	0.147127	0.001163	0.000252	0.000399	0.000829	0.000474	0.000312	0.000050	0.000217	0.000074	0.000078	0.211419	0.016956	0.620654
.	0.155591	0.043637	0.018690	0.008568	0.009828	0.002326	0.009053	0.001295	0.004172	0.000999	0.002469	0.002999	0.192761	0.547612
[SEP]	0.034878	0.003435	0.003661	0.001178	0.004360	0.002857	0.004004	0.001364	0.003757	0.003978	0.001598	0.006452	0.035940	0.892538
