TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.076309	0.163433	0.019128	0.007475	0.011318	0.007238	0.026134	0.008137	0.015026	0.002070	0.001366	0.002697	0.464928	0.194740
A	0.247046	0.139871	0.017716	0.004339	0.013446	0.002315	0.011564	0.008103	0.009494	0.000090	0.000094	0.001360	0.329261	0.215304
person	0.212793	0.155531	0.060757	0.017968	0.028968	0.002894	0.029257	0.041652	0.045331	0.001177	0.001152	0.003191	0.114455	0.284874
on	0.183332	0.142037	0.087476	0.052677	0.050784	0.004411	0.040171	0.016651	0.026531	0.000564	0.000408	0.001745	0.149298	0.243918
a	0.197686	0.257264	0.084129	0.021815	0.076006	0.003366	0.038708	0.015580	0.041047	0.000344	0.000243	0.001447	0.223603	0.038760
horse	0.062901	0.050675	0.030968	0.166724	0.080665	0.027782	0.028090	0.022652	0.026046	0.001922	0.001505	0.005349	0.043071	0.451650
jumps	0.227759	0.106819	0.068839	0.068338	0.063543	0.010200	0.055730	0.047022	0.029843	0.000333	0.000237	0.004485	0.201115	0.115736
over	0.085619	0.046967	0.074767	0.060352	0.041404	0.012228	0.067165	0.083827	0.060808	0.005020	0.003879	0.007994	0.049840	0.400129
a	0.162119	0.190795	0.069701	0.015872	0.091352	0.006069	0.051330	0.046315	0.120741	0.000868	0.000538	0.003744	0.194277	0.046279
broken	0.046590	0.025247	0.038205	0.006336	0.011870	0.003970	0.021182	0.136856	0.159576	0.062355	0.029700	0.015245	0.037739	0.405128
down	0.038030	0.016450	0.025476	0.010551	0.018381	0.006427	0.013594	0.085100	0.097774	0.087418	0.033446	0.022022	0.014591	0.530740
airplane	0.014176	0.006457	0.011080	0.010097	0.011185	0.006264	0.009257	0.064483	0.054629	0.140547	0.088668	0.075918	0.007885	0.499356
.	0.121410	0.200823	0.016036	0.005501	0.016928	0.001905	0.011825	0.001362	0.006952	0.000065	0.000041	0.000456	0.202936	0.413759
[SEP]	0.025656	0.030827	0.045632	0.031039	0.032167	0.041472	0.041683	0.039716	0.043125	0.031991	0.026128	0.024248	0.025963	0.560354
