TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.000639	0.007706	0.022393	0.015897	0.007723	0.044256	0.048229	0.016159	0.007670	0.048044	0.025327	0.014269	0.021644	0.720045
A	0.000755	0.001333	0.006904	0.009862	0.001965	0.024932	0.013793	0.002903	0.001212	0.002445	0.001404	0.005129	0.002343	0.925021
person	0.004324	0.002877	0.027348	0.033041	0.011070	0.206965	0.020511	0.011135	0.002083	0.004306	0.003407	0.024022	0.001873	0.647040
on	0.000486	0.000422	0.007237	0.028098	0.002790	0.542773	0.017087	0.018939	0.000547	0.003217	0.000907	0.020655	0.000745	0.356098
a	0.000859	0.000342	0.006880	0.014535	0.001445	0.116795	0.010105	0.008907	0.000644	0.003806	0.001916	0.013055	0.000806	0.819906
horse	0.001222	0.000915	0.008096	0.022105	0.004549	0.157463	0.019734	0.029192	0.002060	0.009082	0.004063	0.021220	0.001344	0.718954
jumps	0.001292	0.000929	0.011454	0.045857	0.003641	0.254075	0.022358	0.019239	0.001758	0.010458	0.005401	0.038646	0.001002	0.583890
over	0.002910	0.000408	0.002910	0.002403	0.000687	0.044881	0.007651	0.013191	0.001887	0.013313	0.006292	0.094474	0.001564	0.807429
a	0.001410	0.000141	0.002214	0.001961	0.000408	0.026684	0.003622	0.005243	0.001086	0.011482	0.006280	0.063275	0.000629	0.875564
broken	0.001602	0.000139	0.001008	0.000858	0.000304	0.021239	0.004350	0.010041	0.000901	0.016369	0.007902	0.141875	0.000694	0.792716
down	0.000499	0.000059	0.000495	0.000401	0.000128	0.011664	0.001122	0.004468	0.000336	0.009954	0.007501	0.040396	0.000255	0.922723
airplane	0.000869	0.000266	0.001281	0.000814	0.000369	0.007669	0.002190	0.004689	0.000716	0.009142	0.003385	0.014336	0.001089	0.953185
.	0.006875	0.003047	0.011130	0.009516	0.003579	0.029223	0.015447	0.010248	0.004812	0.012076	0.007051	0.019084	0.005351	0.862561
[SEP]	0.049416	0.054421	0.071024	0.065686	0.063932	0.096552	0.071079	0.056163	0.062527	0.068379	0.069455	0.078718	0.061110	0.131539
