TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.045985	0.060857	0.028129	0.002579	0.002352	0.003403	0.004178	0.006456	0.005740	0.002009	0.001696	0.001850	0.035594	0.799172
A	0.031582	0.049321	0.101166	0.008972	0.003908	0.011067	0.043444	0.007574	0.003424	0.002542	0.001248	0.004270	0.059327	0.672156
person	0.012259	0.065269	0.141953	0.038286	0.019819	0.007407	0.104897	0.040799	0.016621	0.003272	0.001752	0.002292	0.029310	0.516066
on	0.004736	0.052008	0.135748	0.029219	0.011630	0.003050	0.026946	0.012328	0.004199	0.000169	0.000104	0.000190	0.012739	0.706932
a	0.009888	0.051458	0.344534	0.034039	0.012759	0.031074	0.012348	0.003662	0.003375	0.002140	0.001020	0.001269	0.013038	0.479398
horse	0.003791	0.034430	0.019830	0.047711	0.022151	0.009880	0.004602	0.016341	0.026354	0.014930	0.005524	0.002311	0.022798	0.769346
jumps	0.003794	0.050258	0.190268	0.031510	0.006601	0.005476	0.003536	0.009373	0.009781	0.002898	0.002264	0.003080	0.014009	0.667151
over	0.001592	0.012252	0.038235	0.005123	0.002734	0.002909	0.002775	0.017962	0.021933	0.007829	0.006934	0.012704	0.005973	0.861045
a	0.001788	0.003920	0.019532	0.001953	0.000878	0.004191	0.001896	0.011112	0.007706	0.012466	0.029242	0.021939	0.007551	0.875827
broken	0.000567	0.000877	0.006287	0.001343	0.001323	0.003815	0.000635	0.019211	0.030400	0.013118	0.029411	0.055871	0.002180	0.834963
down	0.001266	0.000943	0.004404	0.000698	0.002067	0.001159	0.000918	0.008268	0.023309	0.010267	0.015211	0.023127	0.001604	0.906759
airplane	0.000613	0.000772	0.000571	0.000580	0.000715	0.000437	0.000434	0.017834	0.027814	0.070410	0.165934	0.016820	0.003529	0.693536
.	0.009880	0.047473	0.030941	0.008108	0.003373	0.003293	0.003705	0.006852	0.009171	0.002223	0.003958	0.004185	0.020462	0.846376
[SEP]	0.028283	0.020139	0.008833	0.013821	0.018110	0.005542	0.025450	0.020054	0.018083	0.012082	0.016369	0.003636	0.036120	0.773477
