TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.056554	0.043974	0.014592	0.002816	0.002362	0.001540	0.007705	0.008599	0.023471	0.014023	0.005439	0.001505	0.066225	0.751195
A	0.091220	0.207618	0.092657	0.013357	0.025507	0.005489	0.086190	0.061035	0.126566	0.012669	0.013162	0.005161	0.113012	0.146357
person	0.183909	0.029452	0.047963	0.021796	0.023467	0.015928	0.094898	0.070386	0.084216	0.035049	0.010816	0.012362	0.078328	0.291431
on	0.274994	0.025774	0.019741	0.012473	0.017042	0.006523	0.113427	0.078567	0.036662	0.009200	0.003424	0.004318	0.047072	0.350782
a	0.204184	0.079353	0.046223	0.004661	0.014616	0.004709	0.093745	0.050219	0.123932	0.026747	0.008079	0.005724	0.117983	0.219827
horse	0.148098	0.031834	0.019497	0.006282	0.010237	0.015018	0.044316	0.032843	0.088100	0.038138	0.017850	0.021227	0.085004	0.441556
jumps	0.168299	0.051311	0.044027	0.019297	0.016697	0.004385	0.042719	0.020050	0.047860	0.010665	0.002963	0.003088	0.159308	0.409331
over	0.139644	0.011739	0.024914	0.007789	0.004165	0.002254	0.018339	0.012827	0.028826	0.015955	0.004334	0.004352	0.062654	0.662208
a	0.118036	0.082865	0.122409	0.009580	0.018427	0.006112	0.023233	0.014603	0.112964	0.101204	0.044908	0.016630	0.087367	0.241661
broken	0.069970	0.037816	0.019671	0.005880	0.009543	0.006855	0.014325	0.009312	0.062481	0.156389	0.092084	0.034273	0.037014	0.444388
down	0.057547	0.004855	0.009912	0.002116	0.003183	0.004665	0.005928	0.006562	0.018050	0.073390	0.059365	0.036563	0.005259	0.712605
airplane	0.101813	0.002716	0.010117	0.002606	0.004291	0.004241	0.003388	0.002617	0.018106	0.056876	0.024791	0.031417	0.020881	0.716138
.	0.068157	0.265520	0.044374	0.018283	0.025307	0.006662	0.045253	0.007999	0.048293	0.019871	0.014132	0.005005	0.091932	0.339211
[SEP]	0.058984	0.001470	0.001050	0.000873	0.001553	0.001170	0.002132	0.000902	0.002749	0.001408	0.001289	0.002688	0.007104	0.916628
