TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.180339	0.045164	0.011331	0.082571	0.283019	0.014451	0.014925	0.025161	0.218429	0.018071	0.024557	0.012772	0.037395	0.031814
A	0.009153	0.007332	0.493915	0.034402	0.020791	0.112221	0.066120	0.016470	0.016355	0.032360	0.024985	0.085668	0.033334	0.046894
person	0.007252	0.054695	0.168756	0.024227	0.049967	0.208408	0.129759	0.045807	0.045275	0.091992	0.061867	0.066243	0.012761	0.032991
on	0.003003	0.021201	0.257264	0.017830	0.031849	0.212840	0.103920	0.034795	0.031056	0.090322	0.061934	0.057373	0.018474	0.058139
a	0.004129	0.025674	0.258566	0.051583	0.053446	0.119699	0.074862	0.057139	0.051462	0.039730	0.054516	0.047444	0.045354	0.116398
horse	0.073541	0.046103	0.078295	0.047146	0.084120	0.137451	0.110807	0.031585	0.078191	0.127151	0.043685	0.035526	0.049007	0.057392
jumps	0.008207	0.007519	0.093776	0.011013	0.011064	0.311678	0.064554	0.022131	0.011446	0.166558	0.028215	0.232423	0.007037	0.024379
over	0.002550	0.019626	0.171047	0.023697	0.021898	0.228234	0.091361	0.016035	0.029708	0.098593	0.045424	0.158461	0.026938	0.066428
a	0.003927	0.020134	0.221099	0.035344	0.038328	0.085705	0.064225	0.065001	0.049443	0.049796	0.069410	0.074990	0.051961	0.170637
broken	0.003298	0.012364	0.123687	0.010080	0.008355	0.162404	0.211893	0.028410	0.013784	0.053639	0.070657	0.222147	0.025465	0.053817
down	0.000683	0.015095	0.164017	0.021337	0.016927	0.104050	0.115712	0.024394	0.020102	0.197997	0.018914	0.213749	0.031059	0.055962
airplane	0.016372	0.025784	0.090544	0.012122	0.018253	0.194359	0.080648	0.031702	0.030322	0.140398	0.083387	0.120305	0.022826	0.132978
.	0.002298	0.023039	0.034546	0.082999	0.076686	0.009884	0.018129	0.050832	0.111594	0.018734	0.080932	0.041222	0.184061	0.265044
[SEP]	0.247253	0.021497	0.044165	0.068090	0.109730	0.017595	0.017091	0.038940	0.112659	0.033644	0.056592	0.038598	0.139646	0.054501
