TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.032743	0.144297	0.078862	0.016899	0.018285	0.014511	0.156342	0.053129	0.083147	0.054058	0.028185	0.026223	0.097955	0.195363
A	0.289883	0.074283	0.020363	0.002372	0.005260	0.003156	0.025112	0.016172	0.037966	0.014464	0.002996	0.005744	0.181300	0.320928
person	0.121520	0.012492	0.004819	0.002847	0.004273	0.006906	0.018734	0.003193	0.014852	0.003966	0.001821	0.013047	0.055537	0.735992
on	0.214053	0.020359	0.013658	0.001224	0.003337	0.004610	0.010795	0.019135	0.040571	0.034971	0.008661	0.013096	0.079759	0.535769
a	0.294550	0.045997	0.018900	0.007029	0.008879	0.017751	0.039239	0.047702	0.072228	0.076248	0.011450	0.025881	0.107284	0.226860
horse	0.042984	0.006028	0.027737	0.003041	0.004319	0.002440	0.011575	0.012035	0.010110	0.011872	0.009098	0.485085	0.023661	0.350016
jumps	0.180015	0.085945	0.018912	0.010142	0.008112	0.006636	0.023245	0.055063	0.038866	0.012099	0.002031	0.004510	0.135309	0.419117
over	0.155586	0.015579	0.004956	0.004317	0.001943	0.007282	0.037936	0.007050	0.017275	0.013599	0.004582	0.004492	0.065186	0.660217
a	0.326190	0.070723	0.018572	0.013580	0.017948	0.035291	0.099264	0.052533	0.040320	0.031420	0.007032	0.011288	0.128230	0.147609
broken	0.305537	0.030060	0.006264	0.032702	0.031091	0.086505	0.084867	0.020616	0.032096	0.001947	0.001741	0.009536	0.061292	0.295746
down	0.270201	0.014280	0.010355	0.011787	0.020934	0.224290	0.028795	0.010053	0.025758	0.002745	0.000558	0.013508	0.051735	0.315000
airplane	0.083355	0.002836	0.010602	0.004213	0.004873	0.407126	0.016049	0.001918	0.003178	0.002868	0.000779	0.001310	0.024975	0.435917
.	0.582583	0.029977	0.004692	0.001443	0.002703	0.003845	0.015086	0.007806	0.015716	0.007623	0.002501	0.002689	0.169342	0.153994
[SEP]	0.013054	0.000846	0.001214	0.000581	0.000373	0.001786	0.000756	0.000435	0.000967	0.000617	0.000736	0.001436	0.010033	0.967165
