TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.025492	0.001513	0.000389	0.000115	0.000600	0.000391	0.000912	0.000123	0.000974	0.000600	0.000133	0.000143	0.037419	0.931195
A	0.003041	0.050419	0.006768	0.009024	0.003938	0.000195	0.012785	0.000738	0.003386	0.000395	0.000014	0.000146	0.045896	0.863253
person	0.004805	0.033384	0.020934	0.041251	0.005624	0.002157	0.022316	0.001707	0.002423	0.000354	0.000015	0.001094	0.018139	0.845795
on	0.001714	0.024471	0.019594	0.104552	0.037184	0.002065	0.047252	0.001351	0.000383	0.000176	0.000022	0.000085	0.012906	0.748244
a	0.002352	0.048903	0.042028	0.050312	0.042839	0.006628	0.015322	0.001543	0.002954	0.000412	0.000007	0.000981	0.030439	0.755281
horse	0.002220	0.013255	0.036797	0.293740	0.103553	0.031534	0.004876	0.004140	0.001576	0.000649	0.000015	0.006680	0.005036	0.495930
jumps	0.008385	0.014676	0.002315	0.000789	0.003754	0.000300	0.006911	0.002463	0.007107	0.000599	0.000248	0.000527	0.019705	0.932220
over	0.002178	0.002495	0.001355	0.002369	0.001397	0.000430	0.092035	0.011533	0.004611	0.001136	0.000037	0.000742	0.007152	0.872530
a	0.004891	0.016465	0.003873	0.002604	0.002674	0.000545	0.030021	0.013540	0.081731	0.002958	0.000039	0.004600	0.043373	0.792686
broken	0.004992	0.002509	0.001159	0.000911	0.000719	0.000473	0.007791	0.004967	0.025887	0.005460	0.035933	0.008734	0.021159	0.879307
down	0.007121	0.003888	0.001158	0.000066	0.000320	0.000284	0.001282	0.002392	0.022936	0.006234	0.000739	0.024971	0.010091	0.918518
airplane	0.012242	0.011901	0.002162	0.000680	0.003930	0.000675	0.004707	0.020401	0.137598	0.007669	0.000057	0.048075	0.037391	0.712511
.	0.027694	0.021478	0.002317	0.002629	0.007612	0.001755	0.006280	0.004025	0.032119	0.002671	0.002406	0.001859	0.075455	0.811699
[SEP]	0.033680	0.014170	0.013424	0.010424	0.008261	0.004950	0.013712	0.005759	0.010918	0.005187	0.002509	0.007737	0.027949	0.841320
