TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.062846	0.011290	0.021212	0.011101	0.009081	0.023171	0.014932	0.002527	0.002744	0.001636	0.000970	0.004074	0.021713	0.812704
A	0.030167	0.041852	0.075651	0.133519	0.115984	0.074642	0.166748	0.032303	0.026738	0.004845	0.004815	0.004937	0.205021	0.082779
person	0.040361	0.079974	0.009116	0.134758	0.238292	0.045061	0.081585	0.052985	0.054729	0.020741	0.011761	0.003534	0.070364	0.156739
on	0.058605	0.015596	0.102270	0.059429	0.152102	0.098098	0.222473	0.071239	0.061683	0.018521	0.002401	0.008339	0.026480	0.102765
a	0.033953	0.013112	0.023259	0.093856	0.084605	0.179039	0.105978	0.098629	0.094791	0.010935	0.011701	0.016543	0.106793	0.126806
horse	0.076927	0.034947	0.077553	0.031189	0.065254	0.004477	0.059433	0.008018	0.062909	0.101295	0.035623	0.028522	0.055572	0.358282
jumps	0.092223	0.029274	0.034221	0.006906	0.017005	0.024605	0.024266	0.057057	0.109639	0.157730	0.013083	0.038817	0.194323	0.200850
over	0.025939	0.001744	0.006962	0.005762	0.001346	0.001356	0.008839	0.003979	0.047953	0.491285	0.048436	0.266905	0.067413	0.022080
a	0.036030	0.006316	0.003164	0.005088	0.003780	0.003357	0.013158	0.030734	0.058863	0.028485	0.146749	0.186561	0.398014	0.079700
broken	0.024389	0.008201	0.003166	0.008690	0.001777	0.010972	0.046697	0.274432	0.017577	0.000640	0.085617	0.072911	0.157133	0.287800
down	0.020989	0.007545	0.016965	0.004522	0.002203	0.006455	0.002488	0.031074	0.022442	0.051555	0.008483	0.641023	0.034630	0.149626
airplane	0.044288	0.039355	0.014991	0.023667	0.014739	0.009530	0.002462	0.016448	0.029366	0.006190	0.015047	0.001290	0.194212	0.588415
.	0.031714	0.042767	0.032483	0.025624	0.020813	0.014593	0.017082	0.005804	0.008797	0.005951	0.012290	0.029824	0.079647	0.672611
[SEP]	0.010222	0.013076	0.003603	0.006637	0.005644	0.007434	0.001589	0.003304	0.004025	0.002353	0.003149	0.002905	0.015294	0.920765
