TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.024786	0.011597	0.002874	0.027728	0.005856	0.000811	0.008920	0.012031	0.003884	0.003414	0.001134	0.018403	0.309493	0.569069
A	0.098130	0.020119	0.003767	0.004770	0.000232	0.000032	0.001660	0.000272	0.000050	0.000057	0.000050	0.000241	0.044506	0.826114
person	0.001397	0.788038	0.004602	0.007390	0.017416	0.000139	0.002792	0.000050	0.000043	0.000012	0.000054	0.000062	0.002349	0.175655
on	0.000068	0.000887	0.990102	0.000129	0.000141	0.000953	0.001861	0.000001	0.000000	0.000001	0.000000	0.000001	0.000006	0.005850
a	0.000041	0.000083	0.000253	0.994677	0.001776	0.000071	0.000388	0.000343	0.000002	0.000001	0.000000	0.000000	0.000014	0.002352
horse	0.000180	0.005663	0.001069	0.236571	0.737766	0.000136	0.000108	0.000027	0.000045	0.000001	0.000001	0.000000	0.000052	0.018382
jumps	0.000664	0.002224	0.001797	0.000359	0.002820	0.029136	0.004825	0.000107	0.000373	0.000012	0.000036	0.000326	0.000859	0.956460
over	0.000059	0.000066	0.002623	0.000096	0.000033	0.000252	0.944434	0.012160	0.002671	0.001673	0.000011	0.000341	0.000169	0.035413
a	0.000050	0.000012	0.000018	0.006186	0.000011	0.000011	0.005039	0.944260	0.005970	0.000999	0.000120	0.000280	0.000630	0.036413
broken	0.003003	0.002273	0.000196	0.000230	0.000094	0.000170	0.000462	0.008494	0.324804	0.000378	0.004113	0.009316	0.022262	0.624206
down	0.000687	0.000310	0.001060	0.000025	0.000028	0.000023	0.006075	0.002604	0.021349	0.932488	0.009015	0.001626	0.002495	0.022214
airplane	0.000082	0.000457	0.000151	0.000070	0.000060	0.000026	0.001722	0.006438	0.004787	0.003509	0.396432	0.036703	0.003285	0.546278
.	0.003054	0.006210	0.000670	0.000408	0.000045	0.000079	0.006436	0.004886	0.001372	0.001383	0.002198	0.183841	0.063446	0.725970
[SEP]	0.002668	0.000934	0.000100	0.000692	0.000283	0.000028	0.000129	0.000080	0.000229	0.000066	0.000550	0.000333	0.008739	0.985169
