TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.208966	0.030399	0.005252	0.021660	0.021659	0.008278	0.008990	0.003836	0.020849	0.011975	0.011918	0.031419	0.059122	0.555677
A	0.210047	0.292199	0.000070	0.000166	0.021531	0.000129	0.000023	0.000033	0.016544	0.000050	0.000179	0.001303	0.020986	0.436741
person	0.187620	0.000644	0.558713	0.000083	0.000429	0.000069	0.000058	0.000001	0.000094	0.000036	0.000005	0.000120	0.008691	0.243437
on	0.272772	0.002704	0.000143	0.249313	0.002057	0.000256	0.000011	0.000134	0.000428	0.000041	0.000101	0.000138	0.003114	0.468787
a	0.186097	0.530974	0.001126	0.003889	0.061914	0.000161	0.000121	0.000095	0.011107	0.000033	0.000261	0.000190	0.006607	0.197426
horse	0.337191	0.003921	0.001410	0.009768	0.004754	0.237198	0.000182	0.000093	0.000208	0.000004	0.000099	0.000265	0.002548	0.402359
jumps	0.339778	0.006571	0.002574	0.001903	0.006172	0.002128	0.207637	0.000090	0.000473	0.000087	0.000985	0.000821	0.006909	0.423873
over	0.244777	0.012317	0.000548	0.095187	0.032115	0.000541	0.000281	0.375694	0.002207	0.000063	0.000874	0.000023	0.001414	0.233958
a	0.108651	0.344866	0.002860	0.013156	0.401947	0.000625	0.000614	0.000807	0.026478	0.000054	0.000130	0.000055	0.002362	0.097396
broken	0.260785	0.006477	0.001171	0.006728	0.024212	0.000142	0.002096	0.000440	0.003241	0.417303	0.000171	0.000550	0.007653	0.269029
down	0.171216	0.003404	0.000461	0.013012	0.022414	0.004922	0.004962	0.020365	0.004011	0.000249	0.545917	0.000158	0.002371	0.206539
airplane	0.144205	0.008283	0.003553	0.006994	0.014060	0.011880	0.053526	0.000910	0.008388	0.001369	0.001769	0.346029	0.007700	0.391334
.	0.252450	0.053275	0.018224	0.054145	0.094970	0.016260	0.029625	0.014156	0.038655	0.004954	0.006213	0.004623	0.034969	0.377480
[SEP]	0.237640	0.036511	0.007746	0.042033	0.049836	0.013090	0.013045	0.011904	0.032946	0.040812	0.028672	0.024082	0.041189	0.420492
