TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.024938	0.020455	0.014037	0.002786	0.010121	0.025470	0.025473	0.007565	0.032499	0.017329	0.010021	0.016620	0.039462	0.753223
A	0.002542	0.007999	0.005611	0.000733	0.004498	0.002806	0.006487	0.001566	0.010860	0.004227	0.003872	0.001436	0.008360	0.939004
person	0.005998	0.029839	0.013067	0.003624	0.016190	0.008225	0.013810	0.007698	0.025042	0.010144	0.007352	0.005372	0.016968	0.836671
on	0.002732	0.006884	0.007728	0.002567	0.005831	0.008391	0.004028	0.009681	0.006151	0.005691	0.005828	0.004212	0.004094	0.926182
a	0.000971	0.003310	0.003874	0.001015	0.002325	0.004346	0.002762	0.002788	0.003411	0.003612	0.004448	0.002171	0.002786	0.962179
horse	0.004723	0.009658	0.005312	0.001918	0.005466	0.007008	0.007370	0.003973	0.008118	0.005891	0.005285	0.003290	0.011154	0.920833
jumps	0.002524	0.003418	0.003794	0.000834	0.002905	0.004575	0.004634	0.002818	0.005918	0.006301	0.004307	0.002729	0.003868	0.951375
over	0.002052	0.002993	0.003773	0.000733	0.001518	0.003868	0.002720	0.001980	0.003082	0.004819	0.005458	0.003776	0.004671	0.958557
a	0.000890	0.004492	0.004503	0.000570	0.002122	0.002136	0.001739	0.001651	0.004364	0.002455	0.002870	0.001228	0.003061	0.967922
broken	0.001342	0.001140	0.002571	0.000946	0.001175	0.005371	0.001816	0.001334	0.001669	0.003800	0.007076	0.003313	0.002214	0.966233
down	0.001417	0.006704	0.004520	0.001151	0.004090	0.007177	0.004705	0.001633	0.004876	0.007380	0.006876	0.002531	0.003103	0.943838
airplane	0.002239	0.005651	0.006313	0.000883	0.003019	0.010972	0.002476	0.002906	0.003812	0.005212	0.006483	0.007444	0.002719	0.939871
.	0.008863	0.026848	0.008449	0.000951	0.007254	0.006207	0.008607	0.002963	0.013960	0.004949	0.002511	0.003418	0.016622	0.888397
[SEP]	0.096853	0.078544	0.067182	0.045670	0.062134	0.062936	0.058543	0.061172	0.087467	0.064270	0.061918	0.074161	0.080272	0.098877
