TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.045405	0.102654	0.057870	0.002989	0.014486	0.008017	0.081930	0.002527	0.027493	0.001947	0.000665	0.002003	0.344788	0.307226
A	0.021304	0.044629	0.024341	0.003520	0.003747	0.022064	0.041353	0.002858	0.003233	0.001052	0.000125	0.000813	0.026681	0.804281
person	0.008511	0.007848	0.063386	0.016772	0.002248	0.222946	0.028470	0.009840	0.001740	0.006471	0.001200	0.010375	0.005317	0.614877
on	0.002417	0.001674	0.012826	0.024366	0.001603	0.124926	0.015764	0.030166	0.001263	0.002742	0.001501	0.006123	0.001412	0.773219
a	0.005139	0.004220	0.011209	0.005807	0.002204	0.144311	0.021072	0.012300	0.001764	0.005797	0.000988	0.004737	0.004554	0.775900
horse	0.002988	0.001154	0.004787	0.005160	0.000528	0.079707	0.029283	0.035673	0.001431	0.019929	0.003696	0.015242	0.001574	0.798847
jumps	0.011213	0.005525	0.010056	0.009728	0.000970	0.010205	0.098274	0.028092	0.001173	0.002697	0.000505	0.000562	0.012353	0.808649
over	0.004147	0.000667	0.006208	0.007817	0.000169	0.015375	0.163650	0.075426	0.001197	0.024463	0.008243	0.007572	0.003219	0.681848
a	0.008848	0.003704	0.007227	0.003885	0.000781	0.030638	0.041402	0.021890	0.004118	0.030966	0.005129	0.007110	0.005283	0.829018
broken	0.002929	0.000319	0.001756	0.000731	0.000032	0.006581	0.004122	0.005460	0.000369	0.064845	0.018345	0.005145	0.000690	0.888676
down	0.001870	0.000379	0.001924	0.000250	0.000044	0.002457	0.001015	0.001249	0.000824	0.159252	0.024804	0.006045	0.000444	0.799444
airplane	0.004763	0.001037	0.003407	0.001722	0.000238	0.009141	0.007373	0.005676	0.002079	0.046624	0.016607	0.033880	0.003413	0.864040
.	0.011269	0.010795	0.005457	0.001698	0.001900	0.006333	0.019407	0.001962	0.003283	0.001326	0.000509	0.000899	0.036845	0.898317
[SEP]	0.001553	0.000893	0.001164	0.000334	0.000225	0.000970	0.000960	0.000439	0.000448	0.000940	0.000902	0.000294	0.001011	0.989867
