TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.040799	0.031723	0.053108	0.010677	0.015514	0.009916	0.038520	0.029747	0.011637	0.010143	0.003859	0.006656	0.016602	0.721100
A	0.013827	0.013569	0.204278	0.058186	0.004734	0.033161	0.100078	0.010580	0.001595	0.014934	0.011468	0.014665	0.011445	0.507480
person	0.026922	0.014974	0.008660	0.172605	0.015993	0.037667	0.045770	0.030666	0.002225	0.014999	0.103496	0.006859	0.016961	0.502202
on	0.033839	0.000902	0.001184	0.006704	0.007107	0.819489	0.015439	0.002368	0.000853	0.000566	0.002598	0.012119	0.031102	0.065730
a	0.031201	0.003401	0.029698	0.048339	0.009444	0.411682	0.049468	0.014135	0.002097	0.030717	0.008051	0.046508	0.020196	0.295060
horse	0.015877	0.002424	0.001084	0.015018	0.004711	0.016695	0.017267	0.016259	0.001282	0.006854	0.001784	0.000670	0.016777	0.883297
jumps	0.018835	0.003797	0.004107	0.015419	0.007020	0.049756	0.087795	0.273197	0.010244	0.005639	0.002748	0.009052	0.021202	0.491189
over	0.010014	0.001523	0.001129	0.000454	0.005961	0.010865	0.724968	0.009706	0.048930	0.036501	0.005215	0.024453	0.047088	0.073191
a	0.018313	0.001090	0.005623	0.001712	0.000762	0.030719	0.020737	0.018678	0.008121	0.497917	0.128122	0.162752	0.025044	0.080411
broken	0.038255	0.003693	0.000949	0.003937	0.003379	0.012009	0.008316	0.024267	0.048272	0.014367	0.350663	0.073764	0.072040	0.346089
down	0.018918	0.003311	0.001721	0.003445	0.001441	0.001239	0.093443	0.020625	0.041729	0.421183	0.001640	0.050271	0.055718	0.285316
airplane	0.005939	0.000586	0.000823	0.001128	0.000309	0.002218	0.006914	0.009590	0.004005	0.120756	0.161533	0.030174	0.010199	0.645827
.	0.007318	0.051086	0.073447	0.020644	0.013922	0.004398	0.047572	0.018608	0.020735	0.027794	0.007284	0.021503	0.021774	0.663917
[SEP]	0.002352	0.000358	0.001240	0.001111	0.000160	0.000796	0.000589	0.000458	0.000205	0.000571	0.001228	0.001197	0.001297	0.988436
