TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.018668	0.780931	0.023085	0.009488	0.059354	0.000145	0.018989	0.000731	0.018200	0.000092	0.000037	0.000127	0.068328	0.001825
A	0.001201	0.616560	0.024093	0.022038	0.048904	0.000027	0.011456	0.000360	0.013966	0.000084	0.000042	0.000047	0.111644	0.149578
person	0.002640	0.067441	0.044549	0.091100	0.061943	0.002465	0.050213	0.003187	0.010932	0.000957	0.000749	0.002889	0.035188	0.625745
on	0.001290	0.008982	0.008161	0.215957	0.040224	0.347726	0.056105	0.018104	0.001503	0.000295	0.000552	0.006122	0.003847	0.291132
a	0.005897	0.172403	0.034702	0.183399	0.144297	0.013856	0.053498	0.002462	0.007831	0.000261	0.000449	0.003629	0.032791	0.344525
horse	0.000446	0.001517	0.001898	0.042598	0.006178	0.089435	0.003580	0.005637	0.000653	0.000043	0.000118	0.000024	0.003330	0.844544
jumps	0.000136	0.009405	0.004497	0.013032	0.007843	0.000622	0.016184	0.002061	0.003264	0.000107	0.000101	0.000097	0.013724	0.928926
over	0.000218	0.004518	0.005512	0.006141	0.006467	0.002058	0.019581	0.102520	0.028421	0.042131	0.035370	0.004078	0.005599	0.737385
a	0.000861	0.049813	0.014859	0.009060	0.021890	0.000367	0.015814	0.001769	0.076360	0.021524	0.018294	0.013257	0.046105	0.710028
broken	0.000034	0.000353	0.000684	0.000295	0.000494	0.000060	0.000439	0.000985	0.007470	0.193751	0.083567	0.021109	0.001603	0.689158
down	0.000059	0.000271	0.000790	0.000307	0.000700	0.000091	0.000419	0.001611	0.004794	0.077453	0.529655	0.066511	0.001250	0.316088
airplane	0.000021	0.000818	0.001492	0.003653	0.001236	0.000013	0.002894	0.001041	0.004699	0.003021	0.021470	0.264670	0.001138	0.693834
.	0.001922	0.157385	0.005823	0.002454	0.005995	0.000038	0.006232	0.000201	0.011069	0.000094	0.000023	0.000025	0.188004	0.620735
[SEP]	0.029484	0.092405	0.060089	0.020165	0.049901	0.041835	0.053667	0.014366	0.084817	0.029068	0.015071	0.025416	0.200881	0.282834
