TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.032831	0.004389	0.004572	0.000390	0.000293	0.000154	0.001097	0.001370	0.000773	0.000081	0.000379	0.001211	0.073218	0.879241
A	0.018915	0.030879	0.013047	0.011740	0.000860	0.000407	0.011770	0.005202	0.000394	0.000270	0.000927	0.001948	0.025327	0.878314
person	0.025804	0.223325	0.044143	0.053517	0.008118	0.001454	0.053971	0.005911	0.000729	0.000417	0.000445	0.000324	0.012732	0.569110
on	0.008587	0.068561	0.283628	0.022156	0.012618	0.000983	0.006757	0.000365	0.000317	0.000051	0.000020	0.000055	0.010177	0.585725
a	0.003934	0.006159	0.018115	0.822834	0.032182	0.001205	0.005701	0.005133	0.000174	0.000039	0.000034	0.000026	0.004415	0.100050
horse	0.001470	0.006270	0.007393	0.647542	0.258514	0.001676	0.002045	0.001462	0.000383	0.000075	0.000062	0.000068	0.000389	0.072650
jumps	0.011914	0.004465	0.004051	0.000939	0.001621	0.013345	0.105175	0.013588	0.007367	0.000830	0.001064	0.005092	0.019187	0.811361
over	0.014503	0.001986	0.000932	0.000190	0.000462	0.002363	0.233238	0.008008	0.011279	0.003349	0.002953	0.002253	0.007316	0.711168
a	0.011341	0.000995	0.001256	0.004822	0.000310	0.000597	0.129003	0.457260	0.020432	0.003173	0.003734	0.002593	0.006180	0.358304
broken	0.013479	0.010213	0.001373	0.000702	0.000370	0.000558	0.097114	0.066853	0.169859	0.008400	0.003897	0.005889	0.011415	0.609878
down	0.007852	0.005140	0.000667	0.000390	0.000293	0.000434	0.039201	0.014106	0.197792	0.267760	0.037437	0.005802	0.004234	0.418893
airplane	0.026932	0.004649	0.001140	0.001790	0.001177	0.000907	0.057616	0.258989	0.123413	0.032052	0.105368	0.025940	0.009589	0.350438
.	0.022626	0.017255	0.003274	0.000319	0.000464	0.000761	0.014500	0.004676	0.025067	0.002553	0.003414	0.053812	0.092883	0.758397
[SEP]	0.011482	0.012856	0.008387	0.005767	0.004513	0.001955	0.008466	0.002132	0.008552	0.002789	0.005256	0.004780	0.004618	0.918448
