TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.719566	0.005144	0.001160	0.009825	0.005917	0.002450	0.001549	0.001986	0.004150	0.001580	0.001018	0.001953	0.093956	0.149745
A	0.802581	0.007385	0.010085	0.007924	0.021733	0.007852	0.007010	0.004197	0.014347	0.009549	0.003609	0.004903	0.040546	0.058279
person	0.516373	0.026943	0.036575	0.009730	0.014255	0.018759	0.049300	0.034977	0.008153	0.112615	0.013344	0.016692	0.033134	0.109150
on	0.842360	0.007883	0.003091	0.000791	0.011653	0.005251	0.003990	0.001820	0.008877	0.005931	0.001140	0.005412	0.034047	0.067755
a	0.777883	0.007388	0.007166	0.011958	0.022597	0.003409	0.005669	0.006378	0.017065	0.005386	0.003373	0.001796	0.080443	0.049490
horse	0.861464	0.002536	0.001363	0.011950	0.003652	0.005311	0.009707	0.005487	0.001802	0.001293	0.001435	0.001346	0.019735	0.072919
jumps	0.868451	0.002296	0.002067	0.008667	0.004095	0.024369	0.009899	0.001250	0.001997	0.002873	0.000617	0.004191	0.033508	0.035719
over	0.877804	0.001794	0.005607	0.001947	0.003826	0.004327	0.001212	0.000937	0.003148	0.002439	0.001054	0.043174	0.026810	0.025922
a	0.799706	0.006598	0.006130	0.010010	0.017765	0.002651	0.003845	0.004951	0.013188	0.004813	0.002704	0.001298	0.081013	0.045327
broken	0.647902	0.007911	0.025477	0.034619	0.023280	0.011234	0.027602	0.031399	0.022529	0.015062	0.033122	0.016843	0.083908	0.019114
down	0.784543	0.002464	0.006745	0.004136	0.001298	0.007554	0.005907	0.012502	0.001334	0.016018	0.000568	0.035975	0.051180	0.069778
airplane	0.692108	0.001386	0.014106	0.009045	0.001198	0.026678	0.006702	0.002785	0.000727	0.009659	0.003555	0.007902	0.037477	0.186673
.	0.485526	0.036618	0.003802	0.012645	0.114228	0.002628	0.002725	0.003163	0.096889	0.001681	0.001403	0.002645	0.152230	0.083816
[SEP]	0.004472	0.029075	0.000045	0.002917	0.428908	0.000043	0.000101	0.000111	0.523252	0.000025	0.000073	0.000049	0.009989	0.000938
