TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.080425	0.015740	0.021175	0.007131	0.010932	0.004530	0.008487	0.000647	0.005637	0.006417	0.002384	0.005163	0.027867	0.803464
A	0.033754	0.002443	0.002001	0.001802	0.002506	0.000568	0.001870	0.000446	0.002070	0.001370	0.000765	0.000630	0.030678	0.919098
person	0.037136	0.038396	0.020054	0.013361	0.027105	0.002535	0.042233	0.003592	0.009417	0.007424	0.006652	0.002979	0.044051	0.745066
on	0.047659	0.016631	0.056108	0.009096	0.013421	0.074400	0.098813	0.014554	0.013962	0.040469	0.022279	0.070107	0.065969	0.456530
a	0.064619	0.007700	0.005376	0.003453	0.005980	0.002580	0.002951	0.000806	0.005313	0.002436	0.001302	0.002382	0.069639	0.825463
horse	0.037047	0.032016	0.062181	0.032391	0.055846	0.030816	0.053201	0.006734	0.036271	0.016446	0.011262	0.003778	0.197037	0.424974
jumps	0.152530	0.023384	0.027235	0.052214	0.024667	0.086102	0.041411	0.023682	0.022162	0.020700	0.020907	0.018721	0.148960	0.337327
over	0.013835	0.007840	0.052646	0.010665	0.010536	0.016944	0.029394	0.003462	0.014196	0.067913	0.016345	0.473987	0.017941	0.264296
a	0.059173	0.008228	0.011025	0.006433	0.005707	0.005711	0.004473	0.001798	0.005293	0.010946	0.003409	0.012829	0.059724	0.805250
broken	0.022154	0.026668	0.019043	0.006558	0.013550	0.046294	0.016735	0.013790	0.014300	0.010673	0.004567	0.017010	0.047820	0.740839
down	0.013313	0.002678	0.027551	0.009295	0.001518	0.014859	0.016818	0.011781	0.002658	0.032142	0.034107	0.627627	0.014965	0.190688
airplane	0.077657	0.024622	0.040684	0.061959	0.017892	0.003455	0.035534	0.010399	0.009965	0.004772	0.079458	0.017170	0.172454	0.443979
.	0.137136	0.123048	0.015604	0.016029	0.065169	0.007909	0.011259	0.002838	0.041033	0.006312	0.005732	0.014413	0.085327	0.468188
[SEP]	0.151033	0.002874	0.002967	0.006684	0.002542	0.003291	0.001843	0.001985	0.002833	0.002177	0.001393	0.006766	0.061113	0.752498
