TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.102992	0.067567	0.117593	0.037939	0.046258	0.123372	0.110624	0.056377	0.040483	0.090355	0.044347	0.074956	0.028925	0.058212
A	0.038850	0.078043	0.139570	0.060923	0.070336	0.058907	0.085793	0.070820	0.057632	0.078265	0.098761	0.032639	0.075380	0.054082
person	0.037131	0.056926	0.052262	0.034838	0.051912	0.101908	0.097172	0.042265	0.050091	0.065008	0.052622	0.270623	0.048781	0.038461
on	0.038889	0.089708	0.096942	0.057122	0.059556	0.074707	0.121980	0.084114	0.060625	0.100644	0.068086	0.075038	0.038221	0.034367
a	0.025253	0.098698	0.121678	0.049400	0.085020	0.026339	0.100641	0.069327	0.083237	0.093562	0.080605	0.033824	0.079163	0.053252
horse	0.075048	0.052754	0.168003	0.064115	0.047941	0.003213	0.058708	0.040664	0.052862	0.115504	0.070903	0.161039	0.033736	0.055509
jumps	0.033291	0.044267	0.254085	0.053354	0.050191	0.110396	0.007418	0.046861	0.047523	0.041206	0.080377	0.119226	0.088761	0.023045
over	0.086049	0.050895	0.123985	0.089940	0.054543	0.080885	0.081253	0.068442	0.057888	0.099830	0.042940	0.059025	0.056218	0.048107
a	0.026722	0.094680	0.111038	0.052416	0.087654	0.026383	0.092359	0.067207	0.094956	0.101775	0.076859	0.034382	0.075608	0.057963
broken	0.115414	0.048293	0.156848	0.083291	0.048250	0.124614	0.034803	0.058488	0.048248	0.041965	0.031136	0.155010	0.027042	0.026596
down	0.098733	0.045394	0.115230	0.076975	0.030625	0.125401	0.080467	0.084646	0.031522	0.129316	0.026971	0.054036	0.045182	0.055502
airplane	0.053599	0.051181	0.181547	0.068118	0.043624	0.250607	0.061436	0.022241	0.045214	0.102021	0.021724	0.005172	0.064477	0.029036
.	0.009378	0.067221	0.144319	0.037222	0.035459	0.073097	0.138082	0.056621	0.037964	0.071015	0.147138	0.067989	0.092673	0.021820
[SEP]	0.006750	0.168766	0.091228	0.036307	0.142156	0.076624	0.049000	0.033637	0.151289	0.056669	0.044220	0.042057	0.095341	0.005956
