TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.122011	0.014369	0.013531	0.003997	0.004111	0.008524	0.004318	0.005596	0.003452	0.003182	0.001690	0.005156	0.023242	0.786822
A	0.083837	0.051102	0.023802	0.006815	0.009441	0.012359	0.015097	0.009071	0.004962	0.007247	0.003155	0.005876	0.080765	0.686473
person	0.107001	0.404341	0.035469	0.046128	0.048470	0.029886	0.018844	0.020068	0.014657	0.020192	0.012092	0.009786	0.050723	0.182343
on	0.030870	0.240495	0.187794	0.041764	0.034970	0.060714	0.063148	0.009576	0.012801	0.034081	0.008402	0.018451	0.055068	0.201866
a	0.141497	0.157511	0.214483	0.058385	0.044970	0.041982	0.042280	0.027916	0.014085	0.009115	0.003202	0.003335	0.055105	0.186134
horse	0.023631	0.074734	0.320916	0.173463	0.058385	0.039790	0.057200	0.054405	0.029679	0.039121	0.014073	0.013955	0.024584	0.076064
jumps	0.027253	0.070745	0.295803	0.050080	0.059247	0.290084	0.016710	0.025706	0.027207	0.008290	0.005117	0.011502	0.041741	0.070514
over	0.011973	0.045367	0.245431	0.043291	0.041222	0.199391	0.165346	0.014824	0.056934	0.070172	0.008289	0.025114	0.030997	0.041650
a	0.056493	0.034016	0.185851	0.046095	0.054011	0.079630	0.119094	0.146695	0.084160	0.036790	0.008762	0.007881	0.039720	0.100803
broken	0.017600	0.034987	0.166987	0.026810	0.032832	0.181667	0.047952	0.130385	0.126906	0.016533	0.021470	0.040215	0.054921	0.100735
down	0.006923	0.017426	0.075898	0.019531	0.023742	0.077956	0.124346	0.073430	0.236990	0.173685	0.013831	0.093303	0.032300	0.030639
airplane	0.011683	0.023852	0.164071	0.049273	0.028253	0.059913	0.109221	0.156381	0.170233	0.101174	0.048254	0.038419	0.026147	0.013126
.	0.158720	0.035474	0.031368	0.009930	0.028451	0.014024	0.030055	0.033556	0.098821	0.026485	0.020990	0.017135	0.085634	0.409358
[SEP]	0.050975	0.001280	0.001361	0.000954	0.001126	0.001251	0.001200	0.000530	0.001347	0.000441	0.000468	0.001156	0.011305	0.926605
