TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.022428	0.003706	0.018069	0.001985	0.002450	0.004406	0.000953	0.000354	0.010934	0.021797	0.031211	0.050374	0.008918	0.822414
A	0.001053	0.014403	0.038508	0.008930	0.020503	0.037665	0.000933	0.001599	0.089383	0.086231	0.478038	0.106451	0.013958	0.102342
person	0.002791	0.008092	0.017722	0.017082	0.012070	0.144691	0.001054	0.000699	0.011306	0.028459	0.254713	0.068928	0.012904	0.419488
on	0.000927	0.003447	0.010261	0.007771	0.011572	0.171289	0.000326	0.000833	0.003027	0.003704	0.007976	0.012553	0.004938	0.761375
a	0.001731	0.011664	0.045455	0.007858	0.012695	0.256065	0.000847	0.001111	0.015641	0.026654	0.167124	0.142795	0.017184	0.293175
horse	0.001591	0.004181	0.019083	0.004392	0.003648	0.038094	0.001410	0.000572	0.001950	0.002533	0.006535	0.035787	0.004316	0.875907
jumps	0.003163	0.021939	0.037744	0.013119	0.013562	0.050254	0.002436	0.005660	0.047255	0.028160	0.067386	0.167894	0.013145	0.528283
over	0.001859	0.012436	0.016921	0.005393	0.002700	0.008892	0.002251	0.003594	0.020237	0.029826	0.054932	0.092935	0.006332	0.741693
a	0.001881	0.017450	0.023320	0.002161	0.004657	0.016617	0.001396	0.002619	0.038803	0.070699	0.376402	0.311017	0.014595	0.118382
broken	0.002115	0.001478	0.004667	0.000352	0.001011	0.011109	0.000517	0.000536	0.003178	0.027406	0.148632	0.278051	0.003982	0.516967
down	0.001809	0.001217	0.002637	0.000199	0.000344	0.006219	0.000507	0.000763	0.003139	0.092919	0.076140	0.194632	0.008292	0.611184
airplane	0.001025	0.001170	0.002884	0.000716	0.000647	0.018270	0.000927	0.001104	0.001774	0.018310	0.063196	0.134520	0.006756	0.748703
.	0.004156	0.026551	0.018409	0.005157	0.007755	0.011700	0.003125	0.003382	0.066545	0.077428	0.342207	0.143242	0.017495	0.272847
[SEP]	0.013443	0.004330	0.002897	0.004165	0.004520	0.003817	0.003738	0.003491	0.005131	0.003750	0.002670	0.006295	0.007914	0.933838
