TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.064912	0.088167	0.013399	0.002539	0.000795	0.000611	0.009940	0.000854	0.002148	0.000068	0.000014	0.000407	0.003994	0.812153
A	0.002506	0.049362	0.041403	0.234452	0.018866	0.006396	0.395249	0.009397	0.003308	0.000118	0.000039	0.000355	0.018813	0.219735
person	0.004292	0.053830	0.093768	0.371509	0.095717	0.010722	0.163200	0.015831	0.014856	0.000365	0.000073	0.000303	0.005393	0.170141
on	0.010575	0.027136	0.013874	0.050701	0.053461	0.021215	0.146390	0.016722	0.008792	0.000282	0.000070	0.000408	0.018179	0.632194
a	0.002730	0.014838	0.017115	0.057930	0.030085	0.131405	0.147457	0.008787	0.004038	0.000491	0.000083	0.001583	0.008223	0.575234
horse	0.008712	0.006916	0.003212	0.020054	0.010259	0.018865	0.045894	0.011993	0.006653	0.000764	0.000513	0.001214	0.007697	0.857254
jumps	0.016606	0.044905	0.006690	0.010476	0.005587	0.001465	0.043490	0.143770	0.017489	0.000418	0.000231	0.000761	0.060469	0.647641
over	0.007810	0.013865	0.000464	0.000258	0.000337	0.000116	0.006294	0.012709	0.032958	0.000804	0.000322	0.001931	0.141018	0.781114
a	0.003752	0.012583	0.002034	0.000969	0.000404	0.000723	0.016013	0.010856	0.017120	0.002924	0.000789	0.031040	0.155839	0.744954
broken	0.005131	0.005247	0.000496	0.000150	0.000225	0.000199	0.001453	0.003766	0.014936	0.013207	0.059869	0.050030	0.056710	0.788581
down	0.008053	0.003242	0.000462	0.000087	0.000140	0.000572	0.002293	0.001027	0.005422	0.004908	0.005510	0.059496	0.050937	0.857851
airplane	0.008782	0.002079	0.000120	0.000125	0.000083	0.000119	0.001150	0.000447	0.002593	0.000935	0.000261	0.006427	0.042528	0.934350
.	0.051934	0.329733	0.036903	0.009516	0.005507	0.001390	0.046287	0.002653	0.007909	0.000528	0.000052	0.001031	0.040219	0.466337
[SEP]	0.091529	0.013440	0.003660	0.002287	0.010090	0.005857	0.008841	0.002960	0.021655	0.005077	0.001953	0.004884	0.008747	0.819021
