TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.150971	0.062369	0.031332	0.002676	0.015434	0.006355	0.051396	0.004411	0.013661	0.017415	0.004002	0.010297	0.113948	0.515732
A	0.032705	0.230124	0.179342	0.010467	0.044398	0.003051	0.070325	0.004863	0.016079	0.024905	0.002320	0.004125	0.357328	0.019966
person	0.070619	0.353284	0.095478	0.016026	0.054192	0.006520	0.030566	0.012705	0.018457	0.019034	0.006125	0.018401	0.230789	0.067804
on	0.042928	0.342181	0.217583	0.014103	0.073287	0.019580	0.029122	0.006994	0.016599	0.027287	0.008099	0.017090	0.102135	0.083011
a	0.082177	0.376968	0.112801	0.018110	0.062231	0.006409	0.088792	0.007423	0.021561	0.019403	0.005571	0.006152	0.149395	0.043007
horse	0.066953	0.257402	0.122091	0.080660	0.066698	0.019813	0.023147	0.020061	0.027750	0.028372	0.012440	0.025627	0.070094	0.178892
jumps	0.116838	0.288191	0.135291	0.029793	0.074081	0.015109	0.048122	0.011950	0.059778	0.020502	0.020183	0.011074	0.101149	0.067938
over	0.069108	0.267125	0.158500	0.022367	0.073792	0.014396	0.043790	0.009563	0.082714	0.016655	0.009145	0.012394	0.084474	0.135976
a	0.145930	0.171492	0.057568	0.022306	0.047458	0.008804	0.147701	0.025246	0.037556	0.019552	0.018608	0.010049	0.169032	0.118698
broken	0.114299	0.072254	0.069770	0.010599	0.030664	0.007535	0.026670	0.019993	0.076491	0.060709	0.031217	0.004680	0.162324	0.312793
down	0.108854	0.093981	0.060363	0.078178	0.060323	0.016788	0.022859	0.025787	0.064899	0.048922	0.049117	0.064098	0.079383	0.226449
airplane	0.096738	0.136669	0.064476	0.097731	0.061561	0.028201	0.026511	0.025789	0.060048	0.063861	0.072603	0.041340	0.112774	0.111696
.	0.075844	0.342768	0.057349	0.003391	0.030750	0.006346	0.090658	0.003755	0.032789	0.009371	0.004446	0.009411	0.186192	0.146931
[SEP]	0.001685	0.001572	0.000798	0.000206	0.000705	0.001257	0.000623	0.000209	0.000417	0.000538	0.000347	0.000736	0.001474	0.989432
